sid;ГЕРБ-СДС;ДПС;ПП/ДБ;ВЪЗР;БСП;ИТН;ВЕЛИЧИЕ;МЕЧ;npn;invalid;СИНЯ БЪЛГАРИЯ;СОЛИДАРНА БГ;ЦЕНТЪР;ВМРО БНД;ЛЕВИЦАТА;БВ;ЗЕЛЕНО ДВИЖЕНИЕ;ГЛАС НАРОДЕН;НИЕ ИДВАМЕ;ЗЕЛЕНИТЕ;ПРЯКА ДЕМОКРАЦИЯ;ЕДИНЕНИЕ;НИЕ ГРАЖДАНИТЕ;БЪЛГАРСКИ ГЛАСЪ;ГРАЖДАНСКИ БЛОК;НП ИСИ;НЕУТРАЛНА БЪЛГАРИЯ;ОБЩЕСТВО ЗА НОВА БГ;КОАЛИЦИЯ НА РОЗАТА;БНС-НД;ЗА ВЕЛИКА БЪЛГАРИЯ;БСДД;БНО;station_type;municipality;country_name;station;region_name;ekatte;place;address;municipality_name;eligible_voters
193700008;13;0;3;7;4;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;37;България;8;19. РУСЕ;3808;с.Беляново;с. БЕЛЯНОВО ул.  България  №10, Младежки клуб - етаж 1;Ценово;67
193700007;48;0;2;11;7;0;2;0;4;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;37;България;7;19. РУСЕ;20849;с.Джулюница;с. ДЖУЛЮНИЦА ул.  Христо Ботев  №6, Кметство - етаж 1;Ценово;138
193700004;165;0;12;9;41;8;1;11;5;19;2;0;0;0;1;0;0;2;2;0;0;0;1;0;0;0;1;0;2;0;0;0;0;;37;България;4;19. РУСЕ;22277;с.Долна Студена;с. ДОЛНА СТУДЕНА ул.  Хан Аспарух  №26, ОУ  Св. Климент Охридски  - етаж 1;Ценово;619
193700009;90;1;8;26;19;9;8;20;5;9;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;37;България;9;19. РУСЕ;36316;с.Караманово;с. КАРАМАНОВО ул.  Асен Илиев  №46Б, Сграда на земеделска кооперация - етаж 1;Ценово;577
193700006;63;0;10;8;7;3;4;1;4;10;0;5;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;37;България;6;19. РУСЕ;39788;с.Кривина;с. КРИВИНА ул.  Дунав  №27, Народно читалище  Отец Паисий - 1931  - етаж 1;Ценово;269
193700005;134;15;14;20;71;14;6;9;10;19;0;0;1;2;0;2;0;1;0;2;0;0;1;0;0;1;0;0;1;1;0;0;0;;37;България;5;19. РУСЕ;51977;с.Новград;с. НОВГРАД ул.  Възраждане  №34, Народно читалище  Христо Ботев - 1927  - етаж 1;Ценово;719
193700010;34;1;9;12;5;4;5;1;3;2;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;;37;България;10;19. РУСЕ;56366;с.Пиперково;с. ПИПЕРКОВО ул.  П. Р. Славейков  №32А, Читалище  П. Р. Славейков - 1927  - етаж 1;Ценово;215
193700011;12;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;37;България;11;19. РУСЕ;78361;с.Ценово;ПСИК;Ценово;16
193700001;96;0;10;16;42;14;21;6;5;4;1;2;2;5;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;;37;България;1;19. РУСЕ;78361;с.Ценово;с. ЦЕНОВО ул.  Цар Освободител  №83, ОУ  Христо Ботев  - етаж 1;Ценово;561
193700002;80;12;9;12;38;4;7;4;3;6;1;1;3;1;1;2;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;;37;България;2;19. РУСЕ;78361;с.Ценово;с. ЦЕНОВО ул.  Цар Освободител  №83, ОУ  Христо Ботев  - етаж 1;Ценово;737
200100203;54;0;2;17;9;5;10;2;4;5;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;1;България;203;20. СИЛИСТРА;415;гр.Алфатар;гр. Алфатар, ул. Александър Стамболийски 25, НЧ Ведрина - 1946г;Алфатар;253
200100202;94;4;14;26;25;8;7;7;5;1;0;2;5;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;;1;България;202;20. СИЛИСТРА;415;гр.Алфатар;гр. Алфатар, ул. Йордан Петров 15, НЧ  Йордан Йовков - 1984 ;Алфатар;448
200100211;34;1;0;1;0;0;0;0;1;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;1;България;211;20. СИЛИСТРА;415;гр.Алфатар;гр. Алфатар, ул. Йордан Петров 6, етаж 1, зала №1;Алфатар;41
200100210;31;0;1;2;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;m;1;България;210;20. СИЛИСТРА;415;гр.Алфатар;гр. Алфатар, ул. Йордан Петров 6, етаж 3, кабинет №33;Алфатар;39
200100201;125;2;16;31;17;7;11;8;8;4;1;0;2;1;3;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;България;201;20. СИЛИСТРА;415;гр.Алфатар;гр. Алфатар, ул. Христо Ботев 2, ОУ Христо Ботев;Алфатар;498
200100204;64;16;5;10;9;4;2;0;0;11;0;3;0;0;1;1;1;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;1;България;204;20. СИЛИСТРА;240;с.Алеково;с. Алеково, ул. Алеко Константинов 47, Ритуална зала на кметство Алеково;Алфатар;349
200100205;34;49;1;5;3;0;0;1;3;9;1;0;1;1;0;0;1;0;0;2;1;0;1;0;0;1;0;0;0;1;0;0;0;;1;България;205;20. СИЛИСТРА;4145;с.Бистра;с. Бистра, ул. Първа 6, Кметство;Алфатар;380
200100206;12;1;0;2;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;България;206;20. СИЛИСТРА;10210;с.Васил Левски;с. Васил Левски, ул. Втора 2А, Клуб на инвалида и пенсионера;Алфатар;40
200100207;18;2;1;2;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;1;България;207;20. СИЛИСТРА;40751;с.Кутловица;с. Кутловица, ул. Първа 6, НЧ Развитие - 1942г;Алфатар;31
200100208;9;2;1;2;5;5;0;2;1;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;България;208;20. СИЛИСТРА;78063;с.Цар Асен;с. Цар Асен, ул. Трета №1, Клуб на инвалида и пенсионера;Алфатар;42
200100209;29;74;2;1;1;3;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;;1;България;209;20. СИЛИСТРА;81712;с.Чуковец;с. Чуковец, ул. Първа 3А, Кметство;Алфатар;351
200700326;3;95;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;7;България;326;20. СИЛИСТРА;15031;гр.Главиница;гр. Главиница,;Главиница;100
200700327;5;106;0;4;4;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;m;7;България;327;20. СИЛИСТРА;15031;гр.Главиница;гр. Главиница,;Главиница;127
200700301;32;122;8;23;13;9;9;4;1;10;0;1;0;2;1;0;2;2;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;;7;България;301;20. СИЛИСТРА;15031;гр.Главиница;гр. Главиница, СУ Васил Левски, ул. Оборище №57;Главиница;740
200700302;38;181;6;26;10;11;8;1;4;5;1;2;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;;7;България;302;20. СИЛИСТРА;15031;гр.Главиница;гр. Главиница, СУ Васил Левски, ул. Оборище №57;Главиница;793
200700303;16;61;0;0;3;0;0;0;1;0;0;0;0;2;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;;7;България;303;20. СИЛИСТРА;3017;с.Бащино;с. Бащино, Пенсионерски клуб, ул. Втора №9;Главиница;154
200700304;4;199;6;2;2;2;0;1;2;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;България;304;20. СИЛИСТРА;4670;с.Богданци;с. Богданци, Читалище, ул. Пирин №8;Главиница;587
200700305;18;159;3;0;1;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;България;305;20. СИЛИСТРА;12440;с.Вълкан;с. Вълкан, Кметство, ул. Първа №22;Главиница;364
200700306;8;187;5;5;4;1;2;1;6;18;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;;7;България;306;20. СИЛИСТРА;21230;с.Дичево;с. Дичево, Читалище, ул. Осемнадесета №2;Главиница;557
200700307;6;62;0;5;1;2;2;0;0;7;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;7;България;307;20. СИЛИСТРА;22798;с.Долно Ряхово;с. Долно Ряхово, Читалище, ул. Първа №77;Главиница;304
200700308;18;126;5;0;2;1;1;0;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;7;България;308;20. СИЛИСТРА;31406;с.Зарица;с. Зарица, Кметство, ул. Първа №9;Главиница;349
200700310;15;99;5;11;6;5;0;3;2;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;;7;България;310;20. СИЛИСТРА;30377;с.Зафирово;с. Зафирово, ОУ Иван Вазов, ул. В. Бъчваров №9;Главиница;404
200700309;21;37;4;18;11;3;0;2;5;4;0;4;1;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;;7;България;309;20. СИЛИСТРА;30377;с.Зафирово;с. Зафирово, Читалище, ул. Ген. Атила Зафиров №63;Главиница;336
200700312;26;137;0;3;1;1;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;7;България;312;20. СИЛИСТРА;30507;с.Звенимир;с. Звенимир, Читалище, ул. Осма №9;Главиница;426
200700311;26;244;11;4;2;1;4;1;4;12;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;7;България;311;20. СИЛИСТРА;30689;с.Зебил;с. Зебил, Читалище, , ул. Втора №12;Главиница;632
200700313;18;221;6;1;2;2;1;1;4;16;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;7;България;313;20. СИЛИСТРА;35554;с.Калугерене;с. Калугерене, Киносалон, ул. Втора №14;Главиница;575
200700314;25;123;2;1;2;3;2;3;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;България;314;20. СИЛИСТРА;37993;с.Коларово;с. Коларово, Кметство, ул. Шипка №1;Главиница;334
200700315;5;71;2;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;България;315;20. СИЛИСТРА;38707;с.Косара;с. Косара, Читалищен салон, ул. Втора №2;Главиница;191
200700316;24;186;2;1;2;3;0;1;3;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;;7;България;316;20. СИЛИСТРА;43894;с.Листец;с. Листец, Кметство, ул. Първа №17;Главиница;553
200700317;13;8;6;11;10;4;2;3;3;4;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;България;317;20. СИЛИСТРА;46927;с.Малък Преславец;с. Малък Преславец, ул. Преслав №1, Читалище;Главиница;164
200700318;12;240;10;0;0;2;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;7;България;318;20. СИЛИСТРА;52338;с.Ножарево;с. Ножарево, Киносалон, ул. Първа №1;Главиница;560
200700319;8;6;3;5;2;5;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;България;319;20. СИЛИСТРА;54078;с.Осен;с. Осен, Магазин, ул. Първа №27;Главиница;61
200700320;57;105;5;0;2;1;0;1;3;6;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;7;България;320;20. СИЛИСТРА;55138;с.Падина;с. Падина, Кметство, ул. Пета №5;Главиница;353
200700321;12;19;4;4;6;1;2;4;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;7;България;321;20. СИЛИСТРА;57056;с.Подлес;с. Подлес, Читалище, ул. Първа №21;Главиница;125
200700322;30;67;4;5;21;4;2;2;1;6;0;1;1;0;0;0;0;0;0;1;0;0;2;1;0;2;0;0;0;0;0;0;0;;7;България;322;20. СИЛИСТРА;67828;с.Сокол;с. Сокол, Читалище, ул. Д. Благоев №30 Г;Главиница;303
200700323;5;140;6;14;4;4;1;9;2;8;1;0;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;;7;България;323;20. СИЛИСТРА;69184;с.Стефан Караджа;с. Стефан Караджа, Читалище, ул. Централна №35;Главиница;830
200700324;30;220;4;1;6;0;2;1;13;14;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;;7;България;324;20. СИЛИСТРА;70336;с.Суходол;с. Суходол, Читалище, ул. Първа №31;Главиница;767
200700325;18;106;0;3;7;2;1;6;0;3;1;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;;7;България;325;20. СИЛИСТРА;81075;с.Черногор;с. Черногор, Читалище, ул. Четиринадесета №26;Главиница;345
201000412;10;27;2;2;1;3;0;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;10;България;412;20. СИЛИСТРА;24030;гр.Дулово;гр. Дулово, МБАЛ ЕООД, ул. Розова долина №37;Дулово;18
201000407;69;99;10;13;10;6;8;6;9;9;0;1;0;3;0;0;0;0;0;0;0;4;0;0;0;0;0;1;1;0;0;0;0;;10;България;407;20. СИЛИСТРА;24030;гр.Дулово;гр. Дулово, НСУ / бивше ученическо общежитие / , ул. Св. Св. Кирил и Методий №11;Дулово;742
201000401;68;64;14;24;12;7;11;4;7;4;1;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;0;0;1;0;0;0;0;;10;България;401;20. СИЛИСТРА;24030;гр.Дулово;гр. Дулово, ОУ Христо Смирненски , ул. Васил Левски №17;Дулово;695
201000402;62;22;4;21;13;6;5;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;10;България;402;20. СИЛИСТРА;24030;гр.Дулово;гр. Дулово, ОУ Христо Смирненски , ул. Васил Левски №17;Дулово;383
201000403;76;111;14;16;10;7;6;7;7;5;0;4;0;0;1;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;10;България;403;20. СИЛИСТРА;24030;гр.Дулово;гр. Дулово, ОУ Христо Смирненски , ул. Васил Левски №17;Дулово;995
201000405;81;35;15;30;20;10;7;3;9;6;1;0;0;0;0;0;0;1;1;0;0;0;1;0;3;0;1;0;0;0;0;0;0;;10;България;405;20. СИЛИСТРА;24030;гр.Дулово;гр. Дулово, СУ Васил Левски , ул. Св. Св. Кирил и Методий №3;Дулово;638
201000406;34;210;5;12;5;2;6;5;4;13;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;;10;България;406;20. СИЛИСТРА;24030;гр.Дулово;гр. Дулово, СУ Васил Левски , ул. Св. Св. Кирил и Методий №3;Дулово;1156
201000408;19;264;3;4;3;2;1;4;3;18;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;;10;България;408;20. СИЛИСТРА;24030;гр.Дулово;гр. Дулово, СУ Васил Левски , ул. Св. Св. Кирил и Методий №3;Дулово;1007
201000404;61;88;11;52;11;6;3;1;11;8;0;4;0;0;0;1;0;1;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;;10;България;404;20. СИЛИСТРА;24030;гр.Дулово;гр. Дулово, Читалище , ул. Васил Левски №19;Дулово;733
201000443;2;35;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;m;10;България;443;20. СИЛИСТРА;24030;гр.Дулово;гр. Дулово, ул. Васил Левски №18;Дулово;42
201000435;110;146;1;4;0;1;3;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;10;България;435;20. СИЛИСТРА;5124;с.Боил;с. Боил, ОУ Йордан Йовков, ул. Първа №37;Дулово;937
201000413;79;217;4;3;1;4;0;6;4;10;0;1;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;;10;България;413;20. СИЛИСТРА;11764;с.Водно;с. Водно, Читалище, ул. Първа №36;Дулово;893
201000440;10;148;3;0;1;3;2;4;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;България;440;20. СИЛИСТРА;12022;с.Вокил;с. Вокил, ОУ Алеко Константинов, ул. Витоша №63;Дулово;611
201000441;14;126;4;1;2;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;;10;България;441;20. СИЛИСТРА;12022;с.Вокил;с. Вокил, ЦДГ, ул. Витоша №65;Дулово;638
201000420;11;15;1;2;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;България;420;20. СИЛИСТРА;12721;с.Върбино;с. Върбино, Читалище, ул. Първа №2;Дулово;40
201000415;31;67;11;10;17;2;2;1;5;6;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;;10;България;415;20. СИЛИСТРА;18018;с.Грънчарово;с. Грънчарово, Читалище, ул. Първа №53;Дулово;376
201000434;36;91;0;0;1;0;0;2;1;5;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;;10;България;434;20. СИЛИСТРА;21926;с.Долец;с. Долец, Пенсионерски клуб, ул. Първа №47;Дулово;459
201000417;37;129;3;1;1;1;1;1;3;12;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;;10;България;417;20. СИЛИСТРА;31125;с.Златоклас;с. Златоклас, Помещение в сградата на кметството, ул. Първа №29;Дулово;656
201000422;81;20;0;3;4;1;0;0;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;България;422;20. СИЛИСТРА;37839;с.Козяк;с. Козяк, Кметство - Пенсионерски клуб, ул. Първа №35;Дулово;303
201000418;19;231;0;3;2;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;10;България;418;20. СИЛИСТРА;38073;с.Колобър;с. Колобър, Читалище - заседателна зала, ул. Първа №45;Дулово;733
201000419;89;44;12;10;16;3;3;4;3;6;0;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;;10;България;419;20. СИЛИСТРА;47696;с.Межден;с. Межден, Читалище, ул. Стефан Караджа №1;Дулово;712
201000442;12;297;3;0;2;2;1;1;2;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;10;България;442;20. СИЛИСТРА;53148;с.Овен;с. Овен, ЦДГ, ул. Първа №33;Дулово;1014
201000439;72;63;5;28;5;3;4;4;8;7;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;;10;България;439;20. СИЛИСТРА;53494;с.Окорш;с. Окорш, ЦДГ, ул. Никола Петков №49;Дулово;665
201000438;110;112;3;12;6;3;3;2;3;4;0;0;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;10;България;438;20. СИЛИСТРА;53494;с.Окорш;с. Окорш, Читалище, ул. Никола Петков №32;Дулово;818
201000436;26;110;1;0;0;1;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;България;436;20. СИЛИСТРА;53744;с.Орешене;с. Орешене, Помещение в сградата на кметството, ул. Първа №51;Дулово;371
201000437;121;153;6;2;0;2;1;2;4;27;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;10;България;437;20. СИЛИСТРА;55186;с.Паисиево;с. Паисиево, Пенсионерски клуб, ул. Независимост №88а;Дулово;1011
201000421;14;160;0;4;4;1;0;2;2;9;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;България;421;20. СИЛИСТРА;57296;с.Полковник Таслаково;с. Полковник Таслаково, Кметство - ритуална зала, ул. Първа №30;Дулово;513
201000423;95;342;4;4;1;2;1;3;4;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;;10;България;423;20. СИЛИСТРА;57813;с.Поройно;с. Поройно, Ритуална зала, ул. Втора №31;Дулово;1190
201000429;85;148;1;1;3;1;0;1;1;15;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;;10;България;429;20. СИЛИСТРА;57995;с.Правда;с. Правда, ОУ Св. св. Кирил и Методий, ул. Централна №24;Дулово;971
201000430;38;155;3;2;1;0;3;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;България;430;20. СИЛИСТРА;57995;с.Правда;с. Правда, ОУ Св. св. Кирил и Методий, ул. Централна №24;Дулово;715
201000416;40;66;0;2;3;1;0;1;1;3;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;1;0;0;0;1;0;0;;10;България;416;20. СИЛИСТРА;58709;с.Прохлада;с. Прохлада, Помещение в сградата на кметството, ул. Първа №23;Дулово;265
201000424;12;164;1;2;1;0;0;2;5;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;10;България;424;20. СИЛИСТРА;61724;с.Раздел;с. Раздел, Кметство-пенсионерски клуб, ул. Първа №9;Дулово;587
201000433;95;231;6;1;2;2;1;2;9;9;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;10;България;433;20. СИЛИСТРА;63286;с.Руйно;с. Руйно, Пенсионерски клуб, ул. Първа №5;Дулово;361
201000425;135;73;3;10;11;3;4;4;4;25;0;0;0;1;1;1;2;3;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;;10;България;425;20. СИЛИСТРА;66038;с.Секулово;с. Секулово, Читалище, ул. Златен клас №1;Дулово;820
201000426;20;36;2;2;6;1;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;10;България;426;20. СИЛИСТРА;66696;с.Скала;с. Скала, Читалище, ул. Трета №8;Дулово;186
201000414;85;127;1;4;1;3;0;3;1;7;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;2;1;0;;10;България;414;20. СИЛИСТРА;80738;с.Черковна;с. Черковна, Помещение в сградата на кметството, ул. Седма №29;Дулово;709
201000411;29;110;4;4;1;3;0;4;4;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;10;България;411;20. СИЛИСТРА;81966;с.Черник;с. Черник, ОУ Св. Св. Кирил и Методий, ул. Детелина №23;Дулово;529
201000409;163;144;4;6;6;1;0;2;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;10;България;409;20. СИЛИСТРА;81966;с.Черник;с. Черник, ЦДГ , ул. Шести май №49;Дулово;913
201000410;98;185;1;1;1;5;0;3;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;10;България;410;20. СИЛИСТРА;81966;с.Черник;с. Черник, Читалище, ул. Еделвайс №2;Дулово;826
201000427;17;259;3;3;1;2;1;2;2;4;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;;10;България;427;20. СИЛИСТРА;81150;с.Чернолик;с. Чернолик, ОУ Д-р Петър Берон, ул. Кирил и Методий №3;Дулово;653
201000428;46;197;4;3;1;2;1;1;0;7;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;;10;България;428;20. СИЛИСТРА;81150;с.Чернолик;с. Чернолик, Пенсионерски клуб. ул. Победа №16а;Дулово;649
201000431;36;136;2;1;3;1;0;0;0;4;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;10;България;431;20. СИЛИСТРА;87504;с.Яребица;с. Яребица, Пенсионерски клуб, ул. Първа №37;Дулово;651
201000432;67;114;3;3;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;10;България;432;20. СИЛИСТРА;87504;с.Яребица;с. Яребица, Ритуална зала, ул. Първа №35;Дулово;646
201500501;11;2;3;7;7;3;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;15;България;501;20. СИЛИСТРА;11990;с.Войново;с. Войново, ул. Първа №22, Кметство;Кайнарджа;75
201500502;50;36;1;5;7;0;0;5;1;11;0;0;1;0;0;1;0;1;0;2;0;0;0;0;0;0;0;2;0;0;0;0;1;;15;България;502;20. СИЛИСТРА;15566;с.Голеш;с. Голеш, ул. Първа №28, Училище;Кайнарджа;548
201500503;91;51;3;0;1;0;1;1;2;21;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;;15;България;503;20. СИЛИСТРА;15566;с.Голеш;с. Голеш, ул. Първа №28, Училище;Кайнарджа;585
201500504;34;10;2;1;1;1;0;1;2;9;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;;15;България;504;20. СИЛИСТРА;20047;с.Давидово;с. Давидово, Кметство, ул. Първа №9;Кайнарджа;147
201500505;32;1;2;3;2;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;15;България;505;20. СИЛИСТРА;21720;с.Добруджанка;с. Добруджанка, Кмество, ул. Първа №28;Кайнарджа;102
201500506;60;98;1;1;6;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;15;България;506;20. СИЛИСТРА;30346;с.Зарник;с. Зарник, Читалище, ул. Първа №12;Кайнарджа;427
201500507;78;13;13;31;32;19;2;3;15;8;3;4;0;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;15;България;507;20. СИЛИСТРА;35242;с.Кайнарджа;с. Кайнарджа, Училище, ул. Ради Перчемлиев №2;Кайнарджа;544
201500514;4;0;0;0;2;1;0;0;0;1;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;15;България;514;20. СИЛИСТРА;35242;с.Кайнарджа;с. Кайнарджа, ул. Димитър Дончев №2;Кайнарджа;12
201500508;14;1;3;8;8;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;15;България;508;20. СИЛИСТРА;39462;с.Краново;с. Краново, Кметство, ул. Първа №33;Кайнарджа;63
