sid;ГЕРБ-СДС;ДПС;ПП/ДБ;ВЪЗР;БСП;ИТН;ВЕЛИЧИЕ;МЕЧ;npn;invalid;СИНЯ БЪЛГАРИЯ;СОЛИДАРНА БГ;ЦЕНТЪР;ВМРО БНД;ЛЕВИЦАТА;БВ;ЗЕЛЕНО ДВИЖЕНИЕ;ГЛАС НАРОДЕН;НИЕ ИДВАМЕ;ЗЕЛЕНИТЕ;ПРЯКА ДЕМОКРАЦИЯ;ЕДИНЕНИЕ;НИЕ ГРАЖДАНИТЕ;БЪЛГАРСКИ ГЛАСЪ;ГРАЖДАНСКИ БЛОК;НП ИСИ;НЕУТРАЛНА БЪЛГАРИЯ;ОБЩЕСТВО ЗА НОВА БГ;КОАЛИЦИЯ НА РОЗАТА;БНС-НД;ЗА ВЕЛИКА БЪЛГАРИЯ;БСДД;БНО;station_type;municipality;country_name;station;region_name;ekatte;place;address;municipality_name;eligible_voters
042800019;37;2;27;31;12;13;14;7;1;0;3;0;0;0;3;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;;28;България;19;04. ВЕЛИКО ТЪРНОВО;65766;гр.Свищов;гр. СВИЩОВ Хотелски комплекс  Корпус Юг , ул. Патриарх Евтимий №105;Свищов;488
042800018;49;2;21;26;19;17;9;3;5;4;3;5;1;1;0;1;0;0;0;3;1;0;0;0;0;0;2;0;0;0;0;0;0;;28;България;18;04. ВЕЛИКО ТЪРНОВО;65766;гр.Свищов;гр. СВИЩОВ Център за професионално обучение - ул. Княз Борис I №1;Свищов;621
042800021;72;1;25;48;27;23;17;5;13;5;11;5;4;1;3;0;0;2;0;0;2;1;0;0;0;1;1;0;0;1;0;0;0;;28;България;21;04. ВЕЛИКО ТЪРНОВО;65766;гр.Свищов;гр. СВИЩОВ Център за професионално обучение - ул. Княз Борис I №1;Свищов;735
042800022;67;5;32;29;21;10;11;1;6;3;5;1;0;5;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;28;България;22;04. ВЕЛИКО ТЪРНОВО;65766;гр.Свищов;гр. СВИЩОВ Център за професионално обучение - ул. Княз Борис I №1;Свищов;584
042800088;51;6;17;31;24;15;7;7;5;5;2;3;7;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;28;България;88;04. ВЕЛИКО ТЪРНОВО;65766;гр.Свищов;гр. СВИЩОВ Център за професионално обучение - ул. Княз Борис I №1;Свищов;532
042800041;49;13;7;13;6;7;2;3;3;4;0;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;28;България;41;04. ВЕЛИКО ТЪРНОВО;237;с.Алеково;с. АЛЕКОВО Основно училище, ул. Първа №22;Свищов;394
042800044;53;5;2;3;7;2;0;1;1;4;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;28;България;44;04. ВЕЛИКО ТЪРНОВО;285;с.Александрово;с. АЛЕКСАНДРОВО Сградата на кметството, ул. Първа №17;Свищов;128
042800047;69;6;15;59;22;8;11;9;6;6;1;2;0;4;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;28;България;47;04. ВЕЛИКО ТЪРНОВО;7363;с.Българско Сливово;с. БЪЛГАРСКО СЛИВОВО Клуб на пенсионера, ул. Цар Самуил №50;Свищов;870
042800050;49;12;10;36;18;13;21;9;7;5;3;1;1;1;1;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;;28;България;50;04. ВЕЛИКО ТЪРНОВО;10118;с.Вардим;с. ВАРДИМ Клуб на пенсионера - Читалище, ул. Първа №49;Свищов;744
042800053;45;3;4;21;10;3;2;3;3;4;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;;28;България;53;04. ВЕЛИКО ТЪРНОВО;16393;с.Горна Студена;с. ГОРНА СТУДЕНА Салона на кметството, ул. Първа №4;Свищов;276
042800056;20;0;7;19;4;2;1;1;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;28;България;56;04. ВЕЛИКО ТЪРНОВО;20630;с.Деляновци;с. ДЕЛЯНОВЦИ Залата на кметството, ул. Първа №22;Свищов;88
042800058;63;2;7;35;14;10;10;8;2;6;0;3;0;1;2;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;28;България;58;04. ВЕЛИКО ТЪРНОВО;23431;с.Драгомирово;с. ДРАГОМИРОВО Сградата на кметството, ул. Шестнадесета №59;Свищов;418
042800062;66;13;10;26;13;9;16;9;2;10;1;3;0;3;0;0;0;1;0;0;0;0;0;0;1;1;5;2;1;1;1;1;0;;28;България;62;04. ВЕЛИКО ТЪРНОВО;37784;с.Козловец;с. КОЗЛОВЕЦ Клуб на пенсионера, ул Стара планина №21А;Свищов;942
042800065;105;14;9;22;19;9;8;11;7;7;1;4;1;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;2;0;0;0;0;;28;България;65;04. ВЕЛИКО ТЪРНОВО;49028;с.Морава;с. МОРАВА Клуб на пенсионера, ул. Цветан Дамянов Цанков №51;Свищов;758
042800071;8;4;3;5;7;1;0;0;1;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;28;България;71;04. ВЕЛИКО ТЪРНОВО;53196;с.Овча могила;  Специализирани болници за рехабилитация-Национален комплекс” ЕАД гр. София филиал Овча могила;Свищов;23
042800069;57;8;8;14;14;8;8;1;5;4;2;3;0;8;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;;28;България;69;04. ВЕЛИКО ТЪРНОВО;53196;с.Овча могила;с. ОВЧА МОГИЛА Залата на читалището, пл. Възраждане №7;Свищов;504
042800070;22;35;7;12;11;9;3;4;0;8;1;1;2;10;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;28;България;70;04. ВЕЛИКО ТЪРНОВО;53196;с.Овча могила;с. ОВЧА МОГИЛА Основно училище, ул. Георги Бенковски №2;Свищов;563
042800073;34;3;16;64;27;7;13;11;5;4;3;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;28;България;73;04. ВЕЛИКО ТЪРНОВО;53672;с.Ореш;с. ОРЕШ Основно училище, ул. Главна №7;Свищов;626
042800074;33;2;8;42;17;8;13;7;10;1;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;;28;България;74;04. ВЕЛИКО ТЪРНОВО;53672;с.Ореш;с. ОРЕШ Основно училище, ул. Главна №7;Свищов;542
042800078;10;5;5;5;9;1;0;3;2;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;28;България;78;04. ВЕЛИКО ТЪРНОВО;67787;с.Совата;с. СОВАТА Кметството - партер, ул. Шеста №1;Свищов;209
042800080;71;2;5;14;9;5;14;4;5;3;1;2;0;2;0;1;1;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;;28;България;80;04. ВЕЛИКО ТЪРНОВО;77013;с.Хаджидимитрово;с. ХАДЖИДИМИТРОВО Читалище, ул. Първа №3;Свищов;477
042800083;175;6;18;43;45;19;12;16;9;9;5;0;3;3;4;4;0;4;4;0;1;0;2;0;2;0;0;2;0;0;0;0;0;;28;България;83;04. ВЕЛИКО ТЪРНОВО;78121;с.Царевец;с. ЦАРЕВЕЦ Читалище, ул. Четвърта №2;Свищов;858
042800086;48;2;4;4;1;3;1;1;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;28;България;86;04. ВЕЛИКО ТЪРНОВО;80457;с.Червена;с. ЧЕРВЕНА Стола на кооперацията, ул. Девета №10;Свищов;212
043100001;66;18;17;27;31;22;7;6;15;5;0;0;4;5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;31;България;1;04. ВЕЛИКО ТЪРНОВО;69633;гр.Стражица;гр. СТРАЖИЦА Клуб на пенсионера ул.  М. Друмев  №8;Стражица;746
043100004;25;29;5;29;9;4;7;9;7;15;3;4;0;2;0;3;0;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;;31;България;4;04. ВЕЛИКО ТЪРНОВО;69633;гр.Стражица;гр. СТРАЖИЦА Професионална гимназия ул.  Волга  №3;Стражица;1011
043100005;33;30;17;22;22;19;5;9;13;9;0;3;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;;31;България;5;04. ВЕЛИКО ТЪРНОВО;69633;гр.Стражица;гр. СТРАЖИЦА Ритуална зала ул.  Сава Цонев  №2;Стражица;883
043100003;48;47;13;35;10;17;5;7;9;5;2;3;1;0;0;1;0;1;0;1;1;1;0;0;0;0;1;1;1;10;1;0;0;;31;България;3;04. ВЕЛИКО ТЪРНОВО;69633;гр.Стражица;гр. СТРАЖИЦА СУ Ангел Каралийчев ул.  Дончо Узунов  №13;Стражица;865
043100002;83;42;8;21;21;18;11;10;12;4;1;4;0;5;1;0;0;0;1;0;0;1;0;0;0;2;0;1;1;0;0;0;0;;31;България;2;04. ВЕЛИКО ТЪРНОВО;69633;гр.Стражица;гр. СТРАЖИЦА Спортна зала гр. Стражица ул.  Д. Узунов  №13;Стражица;753
043100006;30;118;1;3;5;4;1;4;2;7;0;4;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;;31;България;6;04. ВЕЛИКО ТЪРНОВО;730;с.Асеново;с. АСЕНОВО Читалището ул.  Втора  №1;Стражица;609
043100008;13;1;2;5;5;6;0;0;1;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;31;България;8;04. ВЕЛИКО ТЪРНОВО;2470;с.Балканци;с. БАЛКАНЦИ Читалището ул.  Първа  №59;Стражица;77
043100009;38;6;1;6;10;9;0;9;3;2;2;0;0;2;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;;31;България;9;04. ВЕЛИКО ТЪРНОВО;4282;с.Благоево;с. БЛАГОЕВО Читалището ул. Христо Ботев  №29;Стражица;329
043100007;11;28;6;5;10;9;0;3;1;6;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;31;България;7;04. ВЕЛИКО ТЪРНОВО;6731;с.Бряговица;с. БРЯГОВИЦА Залата на кметството ул.  Шеста  №2;Стражица;353
043100010;10;1;0;12;5;6;1;5;1;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;31;България;10;04. ВЕЛИКО ТЪРНОВО;11140;с.Виноград;с. ВИНОГРАД Клуб на пенсионера, пл.  Център  №3;Стражица;556
043100011;17;48;2;4;12;4;0;1;1;4;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;0;0;;31;България;11;04. ВЕЛИКО ТЪРНОВО;11466;с.Владислав;с. ВЛАДИСЛАВ Читалището, ул.  Витоша  №1;Стражица;215
043100012;48;2;6;13;12;5;1;4;5;8;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;31;България;12;04. ВЕЛИКО ТЪРНОВО;17155;с.Горски Сеновец;с. ГОРСКИ СЕНОВЕЦ Клуб на пенсионера, ул.  Девети септември  №4;Стражица;201
043100018;6;2;1;1;3;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;31;България;18;04. ВЕЛИКО ТЪРНОВО;35078;с.Кавлак;с. КАВЛАК Обредна зала /до читалището/, ул.  1-ва  №36;Стражица;24
043100013;32;79;2;10;5;7;0;5;4;19;0;1;0;0;2;0;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;1;0;;31;България;13;04. ВЕЛИКО ТЪРНОВО;35657;с.Камен;с. КАМЕН Клуб на ПК, ул.  Търговска  №34;Стражица;591
043100014;17;160;2;6;4;2;1;5;6;23;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;;31;България;14;04. ВЕЛИКО ТЪРНОВО;35657;с.Камен;с. КАМЕН Читалището, ул.  Търговска  №25;Стражица;658
043100015;29;104;3;19;11;9;7;4;2;11;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;;31;България;15;04. ВЕЛИКО ТЪРНОВО;36782;с.Кесарево;с. КЕСАРЕВО Клуб на пенсионера, ул. П. Т. Шмид №4;Стражица;606
043100016;40;75;3;8;5;3;3;3;2;13;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;;31;България;16;04. ВЕЛИКО ТЪРНОВО;36782;с.Кесарево;с. КЕСАРЕВО ОУ  Николай Райнов  1-ви етаж, ул.  Цар Роман  №1;Стражица;599
043100019;48;10;1;7;3;5;2;3;1;12;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;;31;България;19;04. ВЕЛИКО ТЪРНОВО;44046;с.Лозен;с. ЛОЗЕН Клуб на пенсионера, ул.  1-ва  №14;Стражица;234
043100020;14;4;4;5;13;2;0;3;1;4;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;31;България;20;04. ВЕЛИКО ТЪРНОВО;48341;с.Мирово;с. МИРОВО Кметството, ул. Магистрална  №30;Стражица;131
043100021;3;2;1;3;2;2;0;9;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;31;България;21;04. ВЕЛИКО ТЪРНОВО;51593;с.Николаево;с. НИКОЛАЕВО Кметството, ул. Първа №27;Стражица;44
043100022;27;4;5;12;4;3;3;0;5;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;;31;България;22;04. ВЕЛИКО ТЪРНОВО;51799;с.Нова Върбовка;с. НОВА ВЪРБОВКА Клуб на кметството, ул.  1-ва  №56;Стражица;140
043100023;11;7;3;2;3;2;0;0;1;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;31;България;23;04. ВЕЛИКО ТЪРНОВО;52060;с.Ново градище;с. НОВО ГРАДИЩЕ Младежки клуб, ул.  1-ва  №14;Стражица;64
043100026;26;31;8;18;12;7;1;6;6;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;31;България;26;04. ВЕЛИКО ТЪРНОВО;70408;с.Сушица;с. СУШИЦА Заседателна зала на кметството, ул.  Г. Димитров  №4;Стражица;511
043100030;35;80;4;15;6;5;2;5;0;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;;31;България;30;04. ВЕЛИКО ТЪРНОВО;80203;с.Царски извор;с. ЦАРСКИ ИЗВОР Клуб на пенсионера ул.  Г. Димитров  №10;Стражица;576
043200001;17;39;3;7;18;5;3;3;0;4;1;2;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;32;България;1;04. ВЕЛИКО ТЪРНОВО;70295;гр.Сухиндол;гр. СУХИНДОЛ СУ Св. Климент Охридски, сграда №1, ул. Росица №78;Сухиндол;466
043200003;25;44;6;12;30;8;3;2;5;5;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;32;България;3;04. ВЕЛИКО ТЪРНОВО;70295;гр.Сухиндол;гр. СУХИНДОЛ СУ Св. Климент Охридски, сграда №1, ул. Росица №78;Сухиндол;487
043200002;24;47;7;20;31;7;7;14;3;3;0;0;3;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;32;България;2;04. ВЕЛИКО ТЪРНОВО;70295;гр.Сухиндол;гр. СУХИНДОЛ СУ Св. Климент Охридски, сграда №2, ул. Росица №32;Сухиндол;557
043200009;3;0;0;0;10;2;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;32;България;9;04. ВЕЛИКО ТЪРНОВО;70295;гр.Сухиндол;н.д.;Сухиндол;19
043200006;6;20;1;5;11;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;32;България;6;04. ВЕЛИКО ТЪРНОВО;7661;с.Бяла река;с. БЯЛА РЕКА Клуба на селото - ул. Първа №52;Сухиндол;134
043200005;1;0;2;5;10;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;32;България;5;04. ВЕЛИКО ТЪРНОВО;17192;с.Горско Калугерово;с. ГОРСКО КАЛУГЕРОВО Клуба на селото -ул. Петнадесета №2;Сухиндол;40
043200010;3;1;1;1;6;1;0;1;3;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;32;България;10;04. ВЕЛИКО ТЪРНОВО;17208;с.Горско Косово;Дом за пълнолетни лица с деменция в  село Горско Косово;Сухиндол;14
043200007;14;2;1;8;13;2;2;0;1;1;0;0;0;2;1;0;0;1;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;;32;България;7;04. ВЕЛИКО ТЪРНОВО;17208;с.Горско Косово;с. ГОРСКО КОСОВО Клуба на селото - ул. Първа №19;Сухиндол;79
043200008;10;3;2;2;12;3;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;32;България;8;04. ВЕЛИКО ТЪРНОВО;37561;с.Коевци;с. КОЕВЦИ Клуба на селото - ул. Осма №2;Сухиндол;75
043200004;1;6;1;1;8;1;1;2;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;32;България;4;04. ВЕЛИКО ТЪРНОВО;39582;с.Красно градище;с. КРАСНО ГРАДИЩЕ Клуба на селото - ул. Първа 10а;Сухиндол;56
050100008;4;369;2;2;0;2;59;4;3;47;2;1;4;2;2;0;0;2;0;1;3;1;0;0;0;0;0;0;0;4;0;1;0;;1;България;8;05. ВИДИН;3616;гр.Белоградчик;гр. БЕЛОГРАДЧИК бул.  Съединение  №39, Обществена трапезария;Белоградчик;931
050100006;28;64;11;34;27;8;18;3;8;3;11;10;1;2;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;България;6;05. ВИДИН;3616;гр.Белоградчик;гр. БЕЛОГРАДЧИК бул.  Съединение  №6, Техникум  А. С. Попов ;Белоградчик;647
050100007;17;71;13;20;15;6;24;3;11;9;8;1;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;;1;България;7;05. ВИДИН;3616;гр.Белоградчик;гр. БЕЛОГРАДЧИК бул.  Съединение  №6, Техникум  А. С. Попов ;Белоградчик;668
050100003;19;33;13;15;15;9;12;4;6;4;1;2;1;0;2;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;;1;България;3;05. ВИДИН;3616;гр.Белоградчик;гр. БЕЛОГРАДЧИК пл.  Възраждане  №1, Читалище;Белоградчик;424
050100002;26;20;10;46;12;6;13;4;4;3;5;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;България;2;05. ВИДИН;3616;гр.Белоградчик;гр. БЕЛОГРАДЧИК ул.  Васил Левски  №4, Младежки дом;Белоградчик;397
050100001;31;44;17;13;11;10;13;1;5;3;8;2;2;0;4;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1;България;1;05. ВИДИН;3616;гр.Белоградчик;гр. БЕЛОГРАДЧИК ул.  Княз Александър Батенберг  №6, Социална трапезария;Белоградчик;496
050100005;25;33;19;26;13;9;19;3;2;2;3;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;;1;България;5;05. ВИДИН;3616;гр.Белоградчик;гр. БЕЛОГРАДЧИК ул.  Княз Борис I  №34, Художествена галерия;Белоградчик;491
050100004;15;20;15;19;7;5;8;1;5;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;1;България;4;05. ВИДИН;3616;гр.Белоградчик;гр. БЕЛОГРАДЧИК ул.  Княз Борис І  №6;Белоградчик;328
050100009;3;5;1;5;9;4;5;0;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;България;9;05. ВИДИН;5582;с.Боровица;с. БОРОВИЦА Кметството;Белоградчик;75
050100012;5;4;3;2;4;1;5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;България;12;05. ВИДИН;10937;с.Вещица;с. ВЕЩИЦА с. Вещица, Кметството;Белоградчик;47
050100015;3;1;1;2;1;1;5;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;1;България;15;05. ВИДИН;17734;с.Гранитово;с. ГРАНИТОВО Кметството;Белоградчик;28
050100016;2;3;3;6;2;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;България;16;05. ВИДИН;24431;с.Дъбравка;с. ДЪБРАВКА с. Дъбравка, Кметството;Белоградчик;33
050100018;4;5;4;3;2;2;2;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;България;18;05. ВИДИН;54517;с.Ошане;с. ОШАНЕ Кметството;Белоградчик;35
050100011;12;43;3;7;10;2;6;3;1;7;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1;България;11;05. ВИДИН;61011;с.Рабиша;с. РАБИША Читалището;Белоградчик;178
050100013;7;7;2;2;3;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;България;13;05. ВИДИН;62339;с.Раяновци;с. РАЯНОВЦИ Читалището;Белоградчик;54
050100017;6;15;3;1;5;3;3;0;1;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;;1;България;17;05. ВИДИН;65173;с.Салаш;с. САЛАШ Читалището;Белоградчик;94
050100014;10;1;3;9;16;3;0;0;4;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;България;14;05. ВИДИН;68655;с.Стакевци;с. СТАКЕВЦИ с. Стакевци, Кметството;Белоградчик;92
050100010;6;16;5;7;13;1;3;1;0;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;България;10;05. ВИДИН;81459;с.Чифлик;с. ЧИФЛИК с. Чифлик, Кметството;Белоградчик;83
050300001;104;4;12;9;16;6;0;1;2;12;1;4;0;0;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;1;05. ВИДИН;5195;с.Бойница;с. БОЙНИЦА Пенсионерски клуб, ул.  Пуйо Войвода  №28;Бойница;315
050300002;35;1;3;3;3;1;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;2;05. ВИДИН;5428;с.Бориловец;с. БОРИЛОВЕЦ с. Бориловец, Пенсионерски клуб, ул.  Г. Димитров  №13;Бойница;81
050300004;3;1;4;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;4;05. ВИДИН;55868;с.Периловец;с. ПЕРИЛОВЕЦ Кметството, ул.  Седма  №2;Бойница;18
050300005;49;5;19;11;11;3;0;3;2;3;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;3;България;5;05. ВИДИН;61039;с.Раброво;с. РАБРОВО с. Раброво, Читалището, ул.  Втора  №4;Бойница;230
