sid;Движение 21;БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ;БНС-НД;НОВОТО ВРЕМЕ;ОБЕДИНЕНА БЪЛГАРИЯ;СОЦИАЛДЕМ. ПАРТИЯ;РЕФОРМАТОРСКИ БЛОК;Нова България;ГЕРБ;ОБЩЕСТВО ЗА НОВА БГ;АТАКА;НДСВ;ББЦ;АБВ;ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ;НОВА АЛТЕРНАТИВА;ДЕСНИТЕ;ДПС;Глас Народен;ПАРТИЯ НА ЗЕЛЕНИТЕ;НОВА СИЛА;БСП;ЗЕЛЕНИТЕ;ПФ (НФСБ-ВМРО);РЕПУБЛИКА БГ;независими;npn;invalid;station_type;municipality;municipality_name;country_name;station;region_name;place;ekatte;address;eligible_voters
010300111;1;1;0;2;1;0;16;1;128;1;16;1;10;12;1;1;1;1;2;3;0;34;0;61;6;0;0;28;;3;Благоевград;България;111;-;с.Бело поле;3664;-;7579
010300112;5;2;1;0;2;0;18;3;172;0;15;0;29;12;10;0;2;8;3;4;0;45;0;23;2;2;0;24;;3;Благоевград;България;112;-;с.Рилци;62699;-;3661
010300113;2;0;0;0;0;0;4;0;50;0;3;0;2;0;0;0;0;2;0;1;0;8;0;0;0;0;0;10;;3;Благоевград;България;113;-;с.Дъбрава;24367;-;262
010300114;1;0;0;0;1;0;5;0;44;1;2;0;0;3;0;0;1;1;0;0;0;34;0;9;0;1;0;11;;3;Благоевград;България;114;-;с.Зелендол;30702;-;190
010300115;1;1;0;0;0;0;3;0;50;0;2;0;8;1;0;1;0;1;0;0;1;18;1;8;0;1;0;24;;3;Благоевград;България;115;-;с.Българчево;7377;-;236
010300116;0;0;0;0;0;0;3;0;5;0;1;0;0;2;0;0;0;1;0;0;0;6;0;0;0;0;0;4;;3;Благоевград;България;116;-;с.Бучино;7168;-;70
010300117;0;0;0;0;1;0;2;0;64;0;3;0;0;8;0;0;0;2;0;1;0;42;0;9;7;0;0;12;;3;Благоевград;България;117;-;с.Селище;66055;-;266
010300118;0;0;0;0;0;0;0;0;11;0;0;0;1;0;0;0;1;1;0;0;0;5;0;0;0;0;0;9;;3;Благоевград;България;118;-;с.Дренково;23652;-;76
010300119;2;4;0;0;0;0;5;0;36;1;6;1;3;6;0;0;0;1;0;0;0;62;0;10;0;0;0;14;;3;Благоевград;България;119;-;с.Логодаж;68792;-;2281
010300120;0;0;0;0;0;0;0;1;11;0;1;0;0;3;0;0;0;2;0;0;1;5;0;2;0;0;0;2;;3;Благоевград;България;120;-;с.Клисура;37263;-;66
010300121;1;2;1;0;1;0;13;0;36;0;7;0;6;3;0;0;0;4;1;0;0;10;0;5;0;0;0;7;;3;Благоевград;България;121;-;с.Еленово;27231;-;384
010300123;2;0;0;0;0;0;2;0;22;0;3;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;1;;3;Благоевград;България;123;-;гр.Благоевград;4279;-;24
011100001;0;1;0;0;0;2;20;0;215;1;35;0;23;13;1;0;0;13;0;0;0;136;1;30;2;4;0;24;;11;Гоце Делчев;България;1;-;гр.Гоце Делчев;17395;-;950
011100002;2;2;0;1;0;0;20;0;213;0;27;0;18;13;1;4;2;6;1;0;0;81;1;22;2;0;0;42;;11;Гоце Делчев;България;2;-;гр.Гоце Делчев;17395;-;931
011100003;2;0;2;0;0;1;51;2;238;0;29;0;23;16;3;0;1;2;0;2;0;127;0;36;1;5;0;29;;11;Гоце Делчев;България;3;-;гр.Гоце Делчев;17395;-;963
011100004;7;1;1;1;3;2;21;1;135;0;13;0;23;14;0;3;4;3;2;1;1;133;1;26;0;1;0;17;;11;Гоце Делчев;България;4;-;гр.Гоце Делчев;17395;-;756
011100005;2;1;0;0;0;2;34;1;150;0;12;1;15;17;0;0;0;1;1;0;1;84;1;17;0;1;0;24;;11;Гоце Делчев;България;5;-;гр.Гоце Делчев;17395;-;718
011100006;3;4;0;0;0;2;42;1;171;0;21;0;13;19;1;0;2;11;4;0;1;125;1;23;1;3;0;32;;11;Гоце Делчев;България;6;-;гр.Гоце Делчев;17395;-;784
011100007;2;0;1;0;1;3;23;0;147;3;23;3;3;21;0;0;0;2;3;0;1;100;1;5;1;0;0;11;;11;Гоце Делчев;България;7;-;гр.Гоце Делчев;17395;-;618
011100008;3;1;1;0;2;3;36;1;190;0;24;0;16;18;1;0;2;11;0;2;0;148;0;13;5;2;0;17;;11;Гоце Делчев;България;8;-;гр.Гоце Делчев;17395;-;853
011100009;5;0;1;0;0;1;33;1;174;1;20;0;14;16;1;0;0;12;2;0;0;93;1;18;1;5;0;18;;11;Гоце Делчев;България;9;-;гр.Гоце Делчев;17395;-;678
011100010;2;2;5;2;0;0;35;0;154;0;11;0;17;10;1;0;1;1;1;0;0;89;0;18;0;1;0;25;;11;Гоце Делчев;България;10;-;гр.Гоце Делчев;17395;-;652
011100011;1;1;0;0;3;0;30;2;152;1;12;1;13;11;0;1;0;2;1;0;1;95;0;9;0;1;0;18;;11;Гоце Делчев;България;11;-;гр.Гоце Делчев;17395;-;674
011100012;3;1;1;0;0;1;36;2;144;0;12;1;15;14;0;0;4;3;2;2;0;130;3;14;1;3;0;25;;11;Гоце Делчев;България;12;-;гр.Гоце Делчев;17395;-;734
011100013;4;2;1;0;1;1;24;0;158;1;23;0;17;10;1;0;0;4;0;1;0;91;1;16;1;1;0;20;;11;Гоце Делчев;България;13;-;гр.Гоце Делчев;17395;-;728
011100014;2;1;0;0;1;1;17;0;182;0;11;0;15;17;0;0;0;11;1;0;1;70;1;18;1;3;0;28;;11;Гоце Делчев;България;14;-;гр.Гоце Делчев;17395;-;873
011100015;2;1;1;0;2;3;10;1;163;0;15;0;15;19;0;1;4;30;1;0;1;66;0;18;2;0;0;32;;11;Гоце Делчев;България;15;-;гр.Гоце Делчев;17395;-;934
011100016;1;0;0;0;0;0;11;2;156;0;22;0;23;13;1;0;0;22;1;0;0;56;0;28;0;2;0;24;;11;Гоце Делчев;България;16;-;гр.Гоце Делчев;17395;-;361
011100017;0;1;1;0;1;0;14;0;166;1;12;1;18;20;0;0;0;13;1;1;0;75;0;17;4;3;0;44;;11;Гоце Делчев;България;17;-;гр.Гоце Делчев;17395;-;958
011100018;0;0;0;1;0;3;7;0;98;1;12;0;10;26;0;1;0;45;1;0;1;78;2;16;0;2;0;31;;11;Гоце Делчев;България;18;-;гр.Гоце Делчев;17395;-;980
011100019;0;0;2;0;0;2;1;0;15;0;3;1;2;14;0;0;0;62;0;0;1;110;0;0;0;0;0;68;;11;Гоце Делчев;България;19;-;гр.Гоце Делчев;17395;-;1031
011100020;3;0;0;0;1;2;43;1;159;0;19;2;7;28;2;0;3;18;2;1;0;91;2;14;0;0;0;38;;11;Гоце Делчев;България;20;-;гр.Гоце Делчев;17395;-;771
011100021;10;1;0;0;0;0;36;4;201;0;28;0;22;41;1;1;3;13;2;0;0;88;3;26;0;2;0;32;;11;Гоце Делчев;България;21;-;гр.Гоце Делчев;17395;-;872
011100022;2;1;2;0;1;2;30;1;217;0;27;0;28;40;0;0;4;3;0;0;0;77;2;20;0;3;0;32;;11;Гоце Делчев;България;22;-;гр.Гоце Делчев;17395;-;876
011100023;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;;11;Гоце Делчев;България;23;-;гр.Гоце Делчев;17395;-;14
011100024;1;0;1;2;1;2;16;1;129;0;22;0;25;19;0;2;0;0;0;0;0;103;0;20;1;0;0;25;;11;Гоце Делчев;България;24;-;с.Мусомища;49432;-;666
011100025;1;0;0;0;0;0;12;0;173;0;16;0;20;8;0;0;0;0;0;0;0;60;4;17;2;2;0;27;;11;Гоце Делчев;България;25;-;с.Мусомища;49432;-;634
011100026;0;0;0;0;3;0;15;3;118;0;13;0;29;11;0;1;0;0;1;0;0;63;1;19;2;1;0;23;;11;Гоце Делчев;България;26;-;с.Мусомища;49432;-;528
011100027;2;0;1;0;2;1;8;0;77;0;22;1;16;5;0;1;1;0;1;1;2;51;0;12;0;1;0;23;;11;Гоце Делчев;България;27;-;с.Борово;5606;-;500
011100028;0;3;2;0;0;0;7;0;75;0;25;0;17;4;0;2;1;1;0;0;1;55;1;14;5;1;0;27;;11;Гоце Делчев;България;28;-;с.Борово;5606;-;482
011100029;1;0;1;0;0;0;15;0;93;0;11;0;19;7;0;1;0;0;0;0;0;70;1;17;0;4;0;16;;11;Гоце Делчев;България;29;-;с.Баничан;2600;-;525
011100030;0;1;1;0;0;0;3;0;58;0;1;0;1;1;1;1;1;92;0;0;0;18;0;6;0;0;0;22;;11;Гоце Делчев;България;30;-;с.Господинци;17347;-;378
011100031;0;0;0;0;0;1;8;1;18;0;1;0;3;5;0;0;0;506;0;0;0;10;0;3;0;0;0;52;;11;Гоце Делчев;България;31;-;с.Буково;7003;-;829
011100032;0;0;0;0;0;0;1;0;2;0;2;0;1;0;0;0;0;380;0;0;0;1;0;0;0;0;0;46;;11;Гоце Делчев;България;32;-;с.Брезница;6306;-;704
011100033;1;1;0;0;0;0;2;1;12;0;1;0;4;2;0;0;0;360;0;1;0;10;0;1;0;0;0;48;;11;Гоце Делчев;България;33;-;с.Брезница;6306;-;677
011100034;0;0;0;0;0;0;0;1;10;1;0;0;5;0;0;1;1;418;0;0;2;4;0;6;0;0;0;50;;11;Гоце Делчев;България;34;-;с.Брезница;6306;-;824
011100035;0;0;0;0;0;0;2;0;12;0;0;0;1;0;0;0;0;474;0;1;0;5;0;3;0;0;0;30;;11;Гоце Делчев;България;35;-;с.Брезница;6306;-;808
011100036;0;0;2;0;0;0;10;0;18;1;2;0;5;1;0;0;0;194;0;0;0;6;0;3;0;0;0;33;;11;Гоце Делчев;България;36;-;с.Корница;38666;-;536
011100037;0;1;1;0;0;0;3;1;8;0;0;0;0;2;1;0;0;212;0;0;0;6;0;3;0;0;0;34;;11;Гоце Делчев;България;37;-;с.Корница;38666;-;598
011100038;0;0;0;0;0;0;7;1;6;0;1;0;0;0;1;0;0;264;0;0;0;4;0;1;0;0;0;47;;11;Гоце Делчев;България;38;-;с.Корница;38666;-;695
011100039;0;0;0;0;1;0;0;1;13;0;0;0;1;0;0;0;0;468;2;0;0;8;0;0;0;0;0;30;;11;Гоце Делчев;България;39;-;с.Лъжница;44416;-;811
011100040;0;1;0;0;0;0;2;0;20;0;0;0;4;0;2;1;1;403;0;0;0;4;1;5;0;0;0;27;;11;Гоце Делчев;България;40;-;с.Лъжница;44416;-;724
011100041;0;0;0;0;0;0;0;0;4;0;2;0;4;0;0;0;0;0;0;0;0;7;0;0;0;1;0;6;;11;Гоце Делчев;България;41;-;с.Добротино;21680;-;30
011100042;0;0;0;0;0;0;1;0;12;0;2;1;0;2;0;0;0;0;0;0;0;11;0;1;0;2;0;7;;11;Гоце Делчев;България;42;-;с.Делчево;20585;-;48
011100043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;0;0;0;0;4;m;11;Гоце Делчев;България;43;-;гр.Гоце Делчев;17395;-;16
011300001;3;1;1;1;2;0;10;1;184;1;13;1;9;3;0;0;0;43;0;0;1;29;0;23;0;0;0;70;;13;Гърмен;България;1;-;с.Гърмен;18366;-;708
011300002;1;2;0;0;0;0;32;1;154;0;24;0;4;40;1;2;0;27;0;1;0;77;3;38;3;3;0;37;;13;Гърмен;България;2;-;с.Гърмен;18366;-;805
011300003;0;0;0;0;0;0;2;0;52;1;4;1;3;0;0;0;0;1;0;0;0;9;0;13;0;0;0;1;;13;Гърмен;България;3;-;с.Балдево;2381;-;165
011300004;0;16;0;0;0;0;4;3;136;0;3;0;2;5;0;0;1;251;0;0;0;33;0;3;0;3;0;35;;13;Гърмен;България;4;-;с.Горно Дряново;16763;-;872
011300005;0;0;1;0;1;0;2;0;179;0;0;0;2;10;0;0;0;309;0;0;0;27;0;0;0;0;0;30;;13;Гърмен;България;5;-;с.Дебрен;20331;-;943
011300006;0;1;0;0;0;0;1;1;96;2;2;0;8;7;0;0;0;343;0;0;0;21;0;0;0;0;0;35;;13;Гърмен;България;6;-;с.Дебрен;20331;-;1016
011300007;0;0;3;0;0;0;2;0;94;0;1;0;3;1;0;0;0;340;1;0;0;7;0;4;3;0;0;32;;13;Гърмен;България;7;-;с.Долно Дряново;22616;-;1012
011300008;1;0;0;0;1;1;6;0;100;1;2;0;4;5;1;0;1;155;1;0;1;14;0;4;1;0;0;49;;13;Гърмен;България;8;-;с.Дъбница;24267;-;926
011300009;0;2;0;0;0;0;1;0;102;0;1;0;5;1;1;0;0;161;0;0;0;28;0;13;0;0;0;56;;13;Гърмен;България;9;-;с.Дъбница;24267;-;832
011300010;0;1;0;0;0;0;2;0;6;0;2;0;0;5;0;0;0;3;0;0;0;9;0;3;0;0;0;1;;13;Гърмен;България;10;-;с.Ковачевица;37472;-;45
011300011;0;0;0;0;0;0;0;0;9;0;2;0;0;3;0;0;0;72;0;0;0;6;0;0;0;0;0;8;;13;Гърмен;България;11;-;с.Крушево;40138;-;205
011300012;0;1;1;0;0;0;2;0;59;1;6;0;4;0;0;0;0;2;0;0;0;12;0;3;0;0;0;5;;13;Гърмен;България;12;-;с.Марчево;47408;-;130
011300013;0;3;3;1;0;1;8;0;121;0;6;0;7;8;0;0;0;150;1;0;0;24;1;12;0;1;0;42;;13;Гърмен;България;13;-;с.Огняново;53326;-;682
011300014;0;1;0;0;0;1;11;1;109;0;6;0;9;13;0;0;1;200;0;0;0;27;0;9;0;0;0;15;;13;Гърмен;България;14;-;с.Огняново;53326;-;703
011300015;0;0;0;0;0;0;2;0;19;0;1;0;2;0;0;0;0;63;0;0;0;16;0;0;0;0;0;12;;13;Гърмен;България;15;-;с.Ореше;53727;-;227
011300016;0;1;0;0;0;2;3;0;82;0;1;1;0;1;0;0;0;180;0;0;0;18;0;0;0;0;0;21;;13;Гърмен;България;16;-;с.Осиково;54184;-;461
011300017;2;3;0;0;0;0;48;1;86;0;0;1;9;0;0;0;1;384;0;0;0;1;0;0;0;0;0;55;;13;Гърмен;България;17;-;с.Рибново;62640;-;891
011300018;4;0;0;0;0;1;42;1;82;0;0;0;21;1;0;1;1;288;0;0;0;2;0;0;0;0;0;43;;13;Гърмен;България;18;-;с.Рибново;62640;-;729
011300019;1;2;1;0;0;0;16;0;80;1;0;0;9;0;0;0;0;314;1;0;0;5;0;0;0;1;0;34;;13;Гърмен;България;19;-;с.Рибново;62640;-;654
011300020;0;0;0;0;0;0;0;0;97;0;1;0;0;2;1;0;0;104;0;0;0;9;0;0;0;0;0;0;;13;Гърмен;България;20;-;с.Скребатно;66874;-;247
011300021;0;0;0;0;0;1;0;0;145;0;0;0;2;4;0;0;0;195;0;0;0;11;0;0;0;0;0;25;;13;Гърмен;България;21;-;с.Хвостяне;77222;-;1035
012800001;3;0;0;0;1;0;28;0;161;1;4;0;19;10;0;0;1;8;1;0;1;115;0;11;3;1;0;46;;28;Кресна;България;1;-;гр.Кресна;14492;-;643
012800002;0;1;1;0;0;1;14;0;105;1;10;1;23;19;1;2;0;4;0;3;0;87;0;25;2;0;0;44;;28;Кресна;България;2;-;гр.Кресна;14492;-;627
012800003;2;1;0;0;1;0;39;0;89;2;18;1;11;12;1;0;0;1;2;1;0;119;4;21;3;3;0;37;;28;Кресна;България;3;-;гр.Кресна;14492;-;559
012800004;0;1;0;0;0;0;23;0;110;6;24;0;12;8;1;0;2;0;0;1;1;187;0;16;4;0;0;30;;28;Кресна;България;4;-;гр.Кресна;14492;-;653
012800005;0;0;0;0;3;0;29;0;101;4;9;0;10;7;0;0;1;1;2;2;0;99;0;35;2;1;0;61;;28;Кресна;България;5;-;гр.Кресна;14492;-;640
012800006;0;1;1;0;1;0;14;1;117;0;5;0;18;10;0;1;0;2;2;0;1;75;2;19;1;0;0;42;;28;Кресна;България;6;-;с.Горна Брезница;16136;-;509
012800007;0;0;0;0;0;0;14;0;129;4;12;1;13;19;0;1;0;0;0;2;0;95;0;19;2;0;0;37;;28;Кресна;България;7;-;с.Долна Градешница;22068;-;586
012800008;0;1;0;1;0;0;2;1;71;3;12;0;11;3;1;1;0;3;1;0;0;99;0;6;1;0;0;40;;28;Кресна;България;8;-;с.Сливница;67369;-;513
012800009;0;0;0;0;0;0;1;1;27;0;1;0;1;1;0;0;0;0;0;0;0;8;0;0;0;0;0;10;;28;Кресна;България;9;-;с.Ощава;54537;-;76
012800010;0;0;1;0;0;0;2;0;23;0;3;0;2;5;1;0;0;0;0;0;0;8;0;3;0;0;0;9;;28;Кресна;България;10;-;с.Стара Кресна;39699;-;79
012800011;0;0;0;0;0;1;2;0;8;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;1;m;28;Кресна;България;11;-;гр.Кресна;14492;-;21
013300001;3;1;0;0;0;0;35;1;170;1;11;3;31;15;1;0;0;0;5;1;0;28;2;24;1;0;0;25;;33;Петрич;България;1;-;гр.Петрич;56126;-;899
013300002;2;2;2;0;0;0;39;1;146;0;17;0;14;18;0;0;0;6;3;0;0;41;0;15;4;3;0;19;;33;Петрич;България;2;-;гр.Петрич;56126;-;851
013300003;7;1;0;0;0;3;38;1;128;0;12;2;19;40;2;0;1;12;2;1;1;34;1;20;4;1;0;18;;33;Петрич;България;3;-;гр.Петрич;56126;-;913
013300004;2;0;0;0;1;0;39;4;132;1;20;3;15;16;1;0;0;6;3;0;1;31;0;16;0;2;0;7;;33;Петрич;България;4;-;гр.Петрич;56126;-;898
013300005;2;0;1;0;0;0;38;4;152;1;11;2;19;19;0;1;0;1;5;1;1;35;0;11;4;1;0;12;;33;Петрич;България;5;-;гр.Петрич;56126;-;885
013300006;1;2;0;2;0;1;27;2;160;0;23;1;23;22;1;2;0;2;0;0;0;61;2;15;4;0;0;21;;33;Петрич;България;6;-;гр.Петрич;56126;-;871
013300007;4;0;1;1;1;0;20;3;169;1;12;0;40;18;1;0;0;8;3;0;0;46;0;27;17;1;0;18;;33;Петрич;България;7;-;гр.Петрич;56126;-;925
013300008;3;0;3;2;3;0;33;2;191;0;11;4;26;22;3;0;1;4;2;0;1;41;1;27;0;0;0;24;;33;Петрич;България;8;-;гр.Петрич;56126;-;930
013300009;1;1;3;0;1;0;32;9;167;1;15;1;37;30;0;0;0;3;5;0;0;49;0;35;5;2;0;28;;33;Петрич;България;9;-;гр.Петрич;56126;-;882
013300010;1;2;0;0;0;2;35;1;179;0;16;4;28;24;1;0;0;5;2;0;1;41;0;25;5;3;0;24;;33;Петрич;България;10;-;гр.Петрич;56126;-;918
013300011;1;3;3;1;1;1;31;0;180;0;16;3;25;11;0;0;0;3;8;0;3;29;1;32;3;1;0;31;;33;Петрич;България;11;-;гр.Петрич;56126;-;979
013300012;2;0;3;1;1;0;36;1;146;0;13;0;14;19;0;0;0;1;3;0;0;22;4;12;0;0;0;22;;33;Петрич;България;12;-;гр.Петрич;56126;-;967
013300013;1;1;1;0;0;1;15;1;179;0;11;0;21;30;0;0;0;10;2;0;0;54;0;16;14;0;0;26;;33;Петрич;България;13;-;гр.Петрич;56126;-;908
013300014;1;1;0;0;2;0;21;3;155;0;14;0;23;21;1;0;2;8;1;0;0;30;0;22;5;0;0;22;;33;Петрич;България;14;-;гр.Петрич;56126;-;904
013300015;1;0;2;0;0;0;21;2;99;0;11;0;8;9;0;0;0;9;1;2;1;15;0;29;2;2;0;14;;33;Петрич;България;15;-;гр.Петрич;56126;-;911
013300016;1;1;1;0;1;1;23;1;170;0;25;0;33;26;2;0;0;7;2;1;0;38;0;20;3;1;0;23;;33;Петрич;България;16;-;гр.Петрич;56126;-;895
013300017;0;3;3;0;1;0;27;0;156;1;16;0;19;20;1;0;0;6;2;0;0;44;0;12;10;0;0;18;;33;Петрич;България;17;-;гр.Петрич;56126;-;888
013300018;0;3;3;0;3;2;22;1;131;0;23;1;37;18;0;0;0;1;6;0;0;19;0;25;0;1;0;49;;33;Петрич;България;18;-;гр.Петрич;56126;-;974
013300019;0;1;3;1;0;0;7;1;87;0;13;0;12;15;1;0;0;18;1;0;0;17;0;10;0;2;0;22;;33;Петрич;България;19;-;гр.Петрич;56126;-;931
013300020;5;1;3;0;1;3;29;0;205;0;7;2;36;17;2;0;0;2;5;1;0;39;1;21;5;2;0;27;;33;Петрич;България;20;-;гр.Петрич;56126;-;978
013300021;0;1;1;1;0;1;18;0;125;0;11;2;29;16;0;0;0;7;1;0;0;32;1;18;6;1;0;30;;33;Петрич;България;21;-;гр.Петрич;56126;-;941
013300022;0;2;0;0;0;0;25;2;170;0;21;1;38;16;0;0;0;1;8;0;0;43;1;17;9;2;0;29;;33;Петрич;България;22;-;гр.Петрич;56126;-;957
013300023;2;2;2;1;2;0;37;2;167;0;21;1;12;30;0;0;0;6;3;0;0;56;0;28;6;0;0;18;;33;Петрич;България;23;-;гр.Петрич;56126;-;836
013300024;1;1;1;0;1;3;26;5;137;3;12;6;14;26;1;0;0;9;3;0;1;55;1;17;3;1;0;23;;33;Петрич;България;24;-;гр.Петрич;56126;-;837
013300025;1;1;1;1;0;1;29;0;141;0;14;0;30;22;0;0;0;2;3;0;0;39;2;11;2;2;0;23;;33;Петрич;България;25;-;гр.Петрич;56126;-;867
013300026;6;4;0;0;1;2;37;1;185;1;16;3;17;33;1;0;4;13;2;1;1;43;0;19;13;0;0;20;;33;Петрич;България;26;-;гр.Петрич;56126;-;987
013300027;6;0;1;0;1;0;29;0;153;0;12;0;26;17;0;0;1;8;5;0;3;26;2;20;1;1;0;24;;33;Петрич;България;27;-;гр.Петрич;56126;-;1104
013300028;1;2;0;3;1;0;25;0;154;1;19;0;10;16;0;0;0;1;1;0;0;44;1;9;3;0;0;30;;33;Петрич;България;28;-;гр.Петрич;56126;-;786
013300029;3;3;0;0;0;0;31;0;111;0;22;0;6;20;2;0;0;1;1;0;0;28;0;17;4;0;0;24;;33;Петрич;България;29;-;гр.Петрич;56126;-;711
013300030;6;1;0;0;0;0;29;0;4;0;0;0;6;9;0;0;0;6;0;0;0;4;0;0;0;0;0;30;;33;Петрич;България;30;-;гр.Петрич;56126;-;814
013300031;7;0;0;0;0;1;10;0;13;0;0;0;2;1;0;0;1;19;0;0;0;7;0;0;0;0;0;27;;33;Петрич;България;31;-;гр.Петрич;56126;-;632
013300032;1;0;0;0;0;0;1;1;2;0;0;0;2;0;0;1;0;3;0;0;0;0;0;0;0;0;0;11;;33;Петрич;България;32;-;гр.Петрич;56126;-;665
013300033;2;3;1;0;0;0;13;2;89;0;4;0;6;9;1;1;0;11;12;0;0;19;1;10;1;0;0;25;;33;Петрич;България;33;-;гр.Петрич;56126;-;933
013300034;2;0;1;0;1;0;25;1;124;0;16;0;24;20;0;0;0;3;1;1;0;30;2;22;2;0;0;15;;33;Петрич;България;34;-;гр.Петрич;56126;-;888
013300035;0;1;0;0;3;0;19;5;128;0;14;0;28;14;0;3;0;2;6;0;0;31;0;18;8;1;0;16;;33;Петрич;България;35;-;гр.Петрич;56126;-;962
013300036;2;0;4;0;0;0;25;2;143;2;10;0;21;15;0;0;0;10;2;0;0;23;0;7;6;0;0;20;;33;Петрич;България;36;-;гр.Петрич;56126;-;801
013300037;0;0;0;3;0;0;71;0;71;0;9;0;20;7;0;0;0;6;1;0;0;8;0;32;5;0;0;20;;33;Петрич;България;37;-;с.Дрангово;23563;-;447
013300038;0;2;1;0;1;1;42;1;127;0;16;1;49;11;0;0;0;3;0;0;6;23;0;29;5;2;0;30;;33;Петрич;България;38;-;с.Тополница;72744;-;663
013300039;0;0;1;0;0;0;18;1;50;0;5;0;18;10;1;1;0;10;0;0;0;18;0;12;7;0;0;20;;33;Петрич;България;39;-;с.Митино;48458;-;347
013300040;2;0;1;0;2;2;10;0;52;0;7;2;9;1;1;0;0;1;1;1;0;11;0;3;2;1;0;4;;33;Петрич;България;40;-;с.Ръждак;63542;-;223
013300041;2;0;0;0;0;1;20;0;94;0;13;0;9;27;0;0;0;4;1;0;0;9;0;17;0;4;0;24;;33;Петрич;България;41;-;с.Марикостиново;47189;-;534
013300042;3;1;2;0;1;0;12;1;99;1;24;0;11;26;0;0;0;3;2;0;1;29;0;14;0;2;0;24;;33;Петрич;България;42;-;с.Марикостиново;47189;-;563
013300043;0;0;0;0;0;0;8;0;29;0;1;1;4;8;0;0;1;2;0;0;0;16;0;4;0;0;0;8;;33;Петрич;България;43;-;с.Кромидово;39935;-;122
013300044;0;1;0;0;0;0;9;4;19;0;3;0;2;7;0;0;0;0;0;0;0;17;0;4;0;0;0;9;;33;Петрич;България;44;-;с.Капатово;36083;-;152
013300045;0;0;0;0;0;0;16;0;30;0;0;0;3;3;0;0;0;1;0;1;0;17;0;9;0;0;0;11;;33;Петрич;България;45;-;с.Ново Кономлади;52091;-;145
013300046;0;0;1;0;0;0;30;0;94;0;7;2;10;12;0;1;0;18;3;0;1;39;0;14;0;0;0;20;;33;Петрич;България;46;-;с.Генерал Тодоров;58390;-;608
013300047;1;1;0;0;2;0;6;2;82;0;10;0;9;7;0;0;0;15;2;0;1;43;0;12;3;0;0;12;;33;Петрич;България;47;-;с.Кулата;40539;-;393
013300048;0;0;0;0;4;0;8;0;41;0;13;0;9;3;0;0;0;14;0;1;0;43;0;5;1;0;0;24;;33;Петрич;България;48;-;с.Кулата;40539;-;318
013300049;0;0;0;0;0;0;9;0;6;0;1;0;9;2;0;0;0;1;0;0;0;8;0;4;0;0;0;7;;33;Петрич;България;49;-;с.Долно Спанчево;22842;-;99
013300050;1;0;0;0;3;0;11;1;54;0;7;0;23;12;1;0;0;20;1;0;0;9;0;4;9;0;0;8;;33;Петрич;България;50;-;с.Марино поле;47247;-;286
013300051;0;0;0;2;0;0;8;0;34;0;1;0;0;19;0;0;0;15;1;0;0;18;0;4;0;0;0;9;;33;Петрич;България;51;-;с.Чучулигово;81832;-;187
013300052;0;0;0;1;4;0;44;0;143;0;6;0;19;82;1;1;0;13;0;0;0;66;1;10;1;0;0;24;;33;Петрич;България;52;-;с.Кърналово;40912;-;869
013300053;3;0;1;0;3;0;50;1;107;0;7;0;14;39;0;0;0;2;3;0;0;66;0;11;4;0;0;36;;33;Петрич;България;53;-;с.Кърналово;40912;-;695
013300054;0;0;1;0;0;0;46;2;90;1;6;0;11;22;1;0;1;1;2;2;0;20;0;10;1;0;0;20;;33;Петрич;България;54;-;с.Рупите;49312;-;232
013300055;0;1;0;0;1;1;42;3;51;0;14;0;7;18;0;1;0;1;4;0;0;26;0;14;7;0;0;22;;33;Петрич;България;55;-;с.Рупите;49312;-;442
013300056;0;0;1;1;1;0;42;1;84;0;10;0;10;35;0;0;0;4;1;0;0;16;0;20;4;0;0;37;;33;Петрич;България;56;-;с.Старчево;69119;-;513
013300057;0;2;0;0;0;0;13;0;49;2;18;0;14;34;1;3;0;6;0;0;1;48;0;32;8;0;0;23;;33;Петрич;България;57;-;с.Михнево;48578;-;469
013300058;0;1;0;1;0;1;15;0;64;0;8;0;18;25;0;2;0;3;0;0;0;44;0;17;2;0;0;15;;33;Петрич;България;58;-;с.Михнево;48578;-;503
013300059;0;0;0;0;0;0;12;0;21;0;0;0;6;5;1;0;0;0;4;0;0;11;0;0;0;0;0;3;;33;Петрич;България;59;-;с.Рибник;62623;-;138
013300060;0;0;2;0;3;1;14;1;99;0;8;0;13;26;0;0;0;3;3;0;0;54;1;27;0;0;0;31;;33;Петрич;България;60;-;с.Първомай;59077;-;616
013300061;0;1;1;1;0;0;13;1;73;0;10;0;26;10;0;2;0;11;1;0;0;38;0;10;0;3;0;37;;33;Петрич;България;61;-;с.Първомай;59077;-;628
