sid,Нова Алтернатива,Демократическа Партия,НФСБ,Коалиция за България,Свобода и Достойнство,Нац.-Демократична Партия,Гражданска Листа - Модерна БГ,СДС,Либерален Алианс,Християн-Социален Съюз,Атака,ГЕРБ,РЗС,ВМРО - БНД,Демокр. Гражд. Инициатива,Християндем. партия,Средна Европейска Класа,Нац. Патриотично Обединение,Лидер,Зелените,ДСБ-БДФ,Социалдем. Партия,Другата България,Българската Левица,Кауза България,ДБГ,ДАНО,Българска Пролет,Горда България,Глас Народен,БЗНС,ДПС,Нац. Движение Единство,Партия на Бълг. Жени,Единна Народна Партия,Съюз на Комунистите,независими,npn,invalid,station_type,municipality,municipality_name,country_name,station,region_name,place,ekatte,address,eligible_voters
212000028,6,0.0,9,54,0,0,2,0,0,0.0,22,97,5,5,2.0,2.0,0.0,0.0,2,2.0,3,0.0,0.0,0,0,2,0,0.0,0,3,0.0,1,0.0,0.0,0,0.0,0.0,0.0,8.0,,20,Сливен,България,028,СЛИВЕН,гр.Сливен,67338,-,482
212000029,10,0.0,11,122,5,0,5,6,1,0.0,40,123,6,20,9.0,2.0,0.0,0.0,3,2.0,15,0.0,0.0,1,0,21,0,0.0,0,8,0.0,12,0.0,2.0,1,0.0,0.0,0.0,8.0,,20,Сливен,България,029,СЛИВЕН,гр.Сливен,67338,-,778
212000030,11,0.0,15,110,4,0,2,3,0,0.0,19,120,4,16,0.0,0.0,0.0,0.0,2,1.0,11,0.0,0.0,0,0,8,0,0.0,1,8,2.0,2,0.0,1.0,0,2.0,0.0,0.0,4.0,,20,Сливен,България,030,СЛИВЕН,гр.Сливен,67338,-,641
212000031,7,0.0,7,83,2,0,4,3,0,0.0,37,120,5,8,1.0,3.0,0.0,0.0,1,3.0,21,0.0,0.0,0,0,9,1,0.0,0,5,0.0,3,0.0,1.0,1,1.0,0.0,0.0,7.0,,20,Сливен,България,031,СЛИВЕН,гр.Сливен,67338,-,651
212000032,5,0.0,13,129,3,1,2,1,0,0.0,29,118,9,7,3.0,0.0,0.0,0.0,4,1.0,19,0.0,1.0,0,0,16,0,0.0,1,4,1.0,7,0.0,0.0,0,1.0,0.0,0.0,6.0,,20,Сливен,България,032,СЛИВЕН,гр.Сливен,67338,-,712
212000033,5,0.0,13,147,3,0,2,3,1,0.0,33,152,8,12,2.0,0.0,0.0,1.0,3,1.0,27,0.0,1.0,0,0,33,0,0.0,1,7,2.0,11,0.0,0.0,1,0.0,0.0,0.0,5.0,,20,Сливен,България,033,СЛИВЕН,гр.Сливен,67338,-,858
212000034,3,0.0,8,113,5,0,4,3,0,0.0,23,110,6,2,1.0,0.0,1.0,0.0,4,4.0,15,0.0,0.0,0,0,6,0,0.0,1,2,0.0,2,0.0,0.0,0,3.0,0.0,0.0,5.0,,20,Сливен,България,034,СЛИВЕН,гр.Сливен,67338,-,577
212000035,0,0.0,4,75,0,0,0,6,0,0.0,21,68,4,4,2.0,0.0,0.0,0.0,8,3.0,10,0.0,1.0,0,1,12,2,0.0,0,5,0.0,2,0.0,0.0,3,0.0,0.0,0.0,7.0,,20,Сливен,България,035,СЛИВЕН,гр.Сливен,67338,-,419
212000036,2,0.0,8,81,0,1,2,11,2,0.0,43,142,7,13,8.0,0.0,0.0,0.0,3,1.0,24,0.0,1.0,0,0,20,0,0.0,2,9,1.0,5,0.0,1.0,0,1.0,0.0,0.0,6.0,,20,Сливен,България,036,СЛИВЕН,гр.Сливен,67338,-,681
212000037,1,0.0,7,120,1,0,2,9,0,0.0,21,78,2,2,3.0,0.0,0.0,0.0,6,1.0,23,0.0,0.0,0,0,12,0,0.0,0,6,0.0,1,0.0,0.0,1,1.0,0.0,0.0,3.0,,20,Сливен,България,037,СЛИВЕН,гр.Сливен,67338,-,528
212000038,4,0.0,11,96,3,1,2,3,0,0.0,26,81,2,2,4.0,1.0,0.0,0.0,4,1.0,9,0.0,0.0,0,0,12,0,0.0,1,2,2.0,3,0.0,1.0,3,2.0,0.0,0.0,9.0,,20,Сливен,България,038,СЛИВЕН,гр.Сливен,67338,-,525
212000039,3,0.0,17,131,5,0,1,6,1,0.0,27,115,2,6,2.0,0.0,0.0,0.0,12,4.0,27,0.0,1.0,0,0,7,0,0.0,0,2,0.0,5,0.0,0.0,6,4.0,0.0,0.0,6.0,,20,Сливен,България,039,СЛИВЕН,гр.Сливен,67338,-,667
212000040,5,0.0,8,100,1,1,7,1,2,0.0,28,107,5,7,5.0,0.0,1.0,0.0,5,4.0,16,0.0,1.0,0,0,11,0,0.0,3,2,2.0,2,0.0,0.0,2,2.0,0.0,0.0,1.0,,20,Сливен,България,040,СЛИВЕН,гр.Сливен,67338,-,597
212000041,4,0.0,8,94,3,0,1,9,2,0.0,39,125,6,7,2.0,0.0,1.0,1.0,2,2.0,16,0.0,0.0,0,1,10,0,0.0,1,6,1.0,3,0.0,0.0,0,2.0,0.0,0.0,5.0,,20,Сливен,България,041,СЛИВЕН,гр.Сливен,67338,-,663
212000042,10,0.0,3,52,0,0,1,26,0,1.0,4,29,5,1,0.0,1.0,0.0,0.0,0,1.0,7,0.0,0.0,0,0,6,1,0.0,0,2,0.0,9,0.0,0.0,6,0.0,0.0,0.0,9.0,,20,Сливен,България,042,СЛИВЕН,гр.Сливен,67338,-,520
212000043,9,0.0,14,94,2,0,0,8,1,0.0,38,97,4,7,2.0,0.0,0.0,0.0,3,1.0,7,0.0,0.0,0,0,8,1,0.0,2,3,1.0,3,1.0,0.0,0,0.0,0.0,0.0,11.0,,20,Сливен,България,043,СЛИВЕН,гр.Сливен,67338,-,685
212000044,6,0.0,14,66,0,0,1,2,0,0.0,22,86,5,4,0.0,1.0,0.0,0.0,3,3.0,6,0.0,0.0,0,7,0,0,0.0,2,3,0.0,8,0.0,0.0,1,3.0,0.0,0.0,4.0,,20,Сливен,България,044,СЛИВЕН,гр.Сливен,67338,-,512
212000045,4,0.0,8,83,1,0,0,3,1,0.0,37,113,4,12,1.0,0.0,0.0,0.0,1,2.0,7,0.0,0.0,0,0,8,3,0.0,1,3,0.0,0,0.0,1.0,0,1.0,0.0,0.0,6.0,,20,Сливен,България,045,СЛИВЕН,гр.Сливен,67338,-,637
212000046,2,0.0,12,39,2,1,0,4,0,1.0,26,89,6,7,2.0,0.0,1.0,0.0,7,1.0,18,0.0,0.0,0,0,7,0,0.0,1,2,4.0,1,0.0,0.0,4,1.0,0.0,0.0,3.0,,20,Сливен,България,046,СЛИВЕН,гр.Сливен,67338,-,488
212000047,6,0.0,16,89,1,0,0,9,0,0.0,29,113,8,17,0.0,1.0,1.0,0.0,4,0.0,22,0.0,1.0,0,0,13,0,0.0,1,3,2.0,6,0.0,0.0,0,0.0,0.0,0.0,10.0,,20,Сливен,България,047,СЛИВЕН,гр.Сливен,67338,-,764
212000048,6,0.0,18,76,0,2,4,6,1,0.0,40,106,5,7,4.0,1.0,1.0,0.0,1,1.0,7,0.0,1.0,0,0,4,0,0.0,0,2,1.0,7,0.0,0.0,0,1.0,0.0,0.0,6.0,,20,Сливен,България,048,СЛИВЕН,гр.Сливен,67338,-,626
212000049,5,0.0,9,67,2,1,2,4,1,0.0,33,100,2,9,4.0,0.0,2.0,4.0,2,1.0,12,0.0,0.0,0,0,6,0,0.0,0,0,3.0,17,1.0,1.0,2,2.0,0.0,0.0,7.0,,20,Сливен,България,049,СЛИВЕН,гр.Сливен,67338,-,689
212000050,1,0.0,8,48,0,0,0,2,0,0.0,27,121,3,4,1.0,0.0,1.0,1.0,0,0.0,20,0.0,0.0,0,0,12,1,0.0,1,2,0.0,43,1.0,1.0,0,0.0,0.0,0.0,13.0,,20,Сливен,България,050,СЛИВЕН,гр.Сливен,67338,-,782
212000051,3,0.0,7,77,1,1,2,5,0,0.0,33,114,4,4,1.0,0.0,0.0,0.0,3,0.0,5,0.0,0.0,0,0,12,0,0.0,7,9,6.0,0,0.0,2.0,0,1.0,0.0,0.0,8.0,,20,Сливен,България,051,СЛИВЕН,гр.Сливен,67338,-,665
212000052,3,0.0,19,34,3,0,2,2,1,0.0,26,90,8,5,1.0,0.0,0.0,0.0,0,2.0,3,0.0,0.0,0,0,14,0,0.0,2,2,0.0,4,0.0,1.0,0,0.0,0.0,0.0,10.0,,20,Сливен,България,052,СЛИВЕН,гр.Сливен,67338,-,502
212000053,4,0.0,10,125,1,1,1,16,1,0.0,34,123,13,9,3.0,0.0,0.0,0.0,4,3.0,5,0.0,1.0,0,0,11,0,0.0,2,3,2.0,7,0.0,1.0,1,0.0,0.0,0.0,14.0,,20,Сливен,България,053,СЛИВЕН,гр.Сливен,67338,-,764
212000054,4,0.0,11,71,0,0,1,0,1,1.0,18,88,6,11,0.0,0.0,0.0,0.0,2,1.0,5,0.0,0.0,0,0,11,0,0.0,0,5,2.0,11,0.0,0.0,0,0.0,0.0,0.0,8.0,,20,Сливен,България,054,СЛИВЕН,гр.Сливен,67338,-,518
212000055,10,0.0,11,65,2,1,1,12,0,0.0,29,112,7,10,2.0,0.0,0.0,0.0,0,1.0,4,0.0,0.0,0,0,12,0,0.0,0,4,2.0,5,0.0,1.0,0,0.0,0.0,0.0,11.0,,20,Сливен,България,055,СЛИВЕН,гр.Сливен,67338,-,666
212000056,10,0.0,13,91,0,0,1,1,1,0.0,29,92,9,9,3.0,0.0,0.0,0.0,3,1.0,8,0.0,0.0,0,0,9,0,0.0,0,1,0.0,19,0.0,1.0,3,0.0,0.0,0.0,12.0,,20,Сливен,България,056,СЛИВЕН,гр.Сливен,67338,-,702
212000057,3,0.0,19,91,3,1,1,10,0,0.0,43,150,22,6,6.0,2.0,1.0,1.0,5,0.0,6,0.0,0.0,0,0,13,1,0.0,3,4,1.0,17,0.0,0.0,0,2.0,0.0,0.0,10.0,,20,Сливен,България,057,СЛИВЕН,гр.Сливен,67338,-,978
212000058,4,0.0,9,103,0,0,3,2,0,1.0,41,114,7,13,2.0,1.0,0.0,1.0,4,1.0,0,0.0,0.0,1,0,8,0,0.0,1,6,2.0,1,0.0,1.0,1,0.0,0.0,0.0,3.0,,20,Сливен,България,058,СЛИВЕН,гр.Сливен,67338,-,712
212000059,6,0.0,9,87,0,0,2,5,0,0.0,51,121,9,7,5.0,0.0,0.0,2.0,3,5.0,13,0.0,0.0,1,0,11,0,0.0,1,5,0.0,4,0.0,1.0,2,4.0,0.0,0.0,5.0,,20,Сливен,България,059,СЛИВЕН,гр.Сливен,67338,-,848
212000060,10,0.0,12,76,0,0,0,1,1,1.0,37,118,8,19,3.0,1.0,0.0,0.0,2,2.0,15,0.0,0.0,0,0,4,0,0.0,2,1,3.0,1,0.0,0.0,0,1.0,0.0,0.0,5.0,,20,Сливен,България,060,СЛИВЕН,гр.Сливен,67338,-,737
212000061,6,0.0,12,92,3,0,1,5,0,0.0,32,120,4,12,2.0,0.0,0.0,0.0,4,1.0,12,0.0,0.0,0,0,4,0,0.0,0,11,5.0,3,0.0,1.0,0,0.0,0.0,0.0,6.0,,20,Сливен,България,061,СЛИВЕН,гр.Сливен,67338,-,724
212000062,4,0.0,15,105,2,0,3,1,1,0.0,46,125,4,13,2.0,0.0,0.0,3.0,6,0.0,4,0.0,0.0,0,0,12,0,0.0,1,6,0.0,7,1.0,0.0,0,2.0,0.0,0.0,7.0,,20,Сливен,България,062,СЛИВЕН,гр.Сливен,67338,-,770
212000063,5,0.0,14,95,7,0,1,4,0,0.0,52,106,13,12,6.0,0.0,0.0,0.0,7,8.0,16,0.0,0.0,0,0,18,0,0.0,0,6,1.0,5,0.0,1.0,0,1.0,0.0,0.0,7.0,,20,Сливен,България,063,СЛИВЕН,гр.Сливен,67338,-,911
212000064,6,0.0,17,91,1,0,0,5,1,1.0,43,131,9,8,6.0,1.0,0.0,6.0,5,0.0,6,0.0,1.0,1,0,15,0,0.0,0,5,3.0,9,0.0,0.0,1,1.0,0.0,0.0,10.0,,20,Сливен,България,064,СЛИВЕН,гр.Сливен,67338,-,814
212000065,4,0.0,11,61,2,0,1,4,1,0.0,22,85,2,7,3.0,0.0,0.0,0.0,2,2.0,6,0.0,2.0,0,0,13,0,0.0,0,11,2.0,1,0.0,0.0,0,1.0,0.0,0.0,6.0,,20,Сливен,България,065,СЛИВЕН,гр.Сливен,67338,-,613
212000066,15,0.0,13,80,3,0,0,0,0,0.0,39,102,3,6,3.0,2.0,1.0,0.0,3,6.0,13,0.0,0.0,1,0,9,0,0.0,0,2,3.0,5,0.0,1.0,0,0.0,0.0,0.0,7.0,,20,Сливен,България,066,СЛИВЕН,гр.Сливен,67338,-,793
212000067,8,0.0,8,57,1,0,0,1,2,2.0,42,105,7,6,1.0,0.0,1.0,0.0,3,1.0,3,0.0,2.0,0,0,6,0,0.0,2,5,1.0,7,0.0,0.0,1,0.0,0.0,0.0,5.0,,20,Сливен,България,067,СЛИВЕН,гр.Сливен,67338,-,653
212000068,13,0.0,13,87,1,0,1,3,1,0.0,43,162,7,13,2.0,1.0,3.0,0.0,3,2.0,10,0.0,1.0,0,0,14,0,0.0,2,3,1.0,7,0.0,0.0,2,2.0,0.0,0.0,1.0,,20,Сливен,България,068,СЛИВЕН,гр.Сливен,67338,-,853
212000069,11,0.0,15,66,1,0,2,0,1,1.0,45,93,4,11,4.0,1.0,1.0,0.0,2,2.0,7,0.0,1.0,1,0,12,0,0.0,1,6,1.0,9,0.0,0.0,3,1.0,0.0,0.0,4.0,,20,Сливен,България,069,СЛИВЕН,гр.Сливен,67338,-,749
212000070,7,0.0,17,70,1,0,3,2,1,0.0,31,120,2,7,3.0,0.0,0.0,0.0,7,1.0,4,0.0,0.0,0,0,3,0,0.0,5,4,3.0,5,0.0,0.0,0,2.0,0.0,0.0,9.0,,20,Сливен,България,070,СЛИВЕН,гр.Сливен,67338,-,770
212000071,9,0.0,19,97,0,0,3,4,1,0.0,53,121,2,9,3.0,2.0,1.0,2.0,0,2.0,10,0.0,0.0,0,0,10,0,0.0,1,4,1.0,7,0.0,0.0,1,2.0,0.0,0.0,3.0,,20,Сливен,България,071,СЛИВЕН,гр.Сливен,67338,-,754
212000072,6,0.0,10,107,1,0,1,4,0,0.0,49,119,1,9,2.0,1.0,0.0,1.0,1,3.0,2,0.0,0.0,0,1,6,0,0.0,1,2,2.0,1,0.0,1.0,0,1.0,0.0,0.0,3.0,,20,Сливен,България,072,СЛИВЕН,гр.Сливен,67338,-,690
212000073,12,0.0,9,107,2,0,1,0,2,0.0,37,78,1,2,4.0,0.0,1.0,0.0,4,2.0,5,0.0,0.0,0,0,8,0,0.0,1,0,1.0,4,0.0,1.0,1,0.0,0.0,0.0,7.0,,20,Сливен,България,073,СЛИВЕН,гр.Сливен,67338,-,609
212000074,8,0.0,4,85,2,0,1,1,0,0.0,28,69,3,4,1.0,2.0,0.0,0.0,3,0.0,4,0.0,0.0,2,0,5,0,0.0,2,5,0.0,1,0.0,1.0,2,1.0,0.0,0.0,2.0,,20,Сливен,България,074,СЛИВЕН,гр.Сливен,67338,-,514
212000075,6,0.0,21,86,0,0,1,2,0,0.0,29,102,5,4,2.0,2.0,0.0,0.0,2,0.0,3,0.0,0.0,0,0,10,0,0.0,3,6,2.0,4,0.0,2.0,1,1.0,0.0,0.0,5.0,,20,Сливен,България,075,СЛИВЕН,гр.Сливен,67338,-,661
212000076,14,0.0,12,45,1,0,0,3,1,0.0,41,120,3,10,4.0,3.0,0.0,4.0,10,0.0,7,0.0,0.0,1,0,7,0,0.0,0,4,1.0,6,0.0,1.0,1,0.0,0.0,0.0,6.0,,20,Сливен,България,076,СЛИВЕН,гр.Сливен,67338,-,839
212000077,14,0.0,8,111,0,2,2,5,0,0.0,55,150,12,13,2.0,2.0,0.0,0.0,9,2.0,4,0.0,0.0,0,0,10,0,0.0,2,6,0.0,5,0.0,0.0,1,2.0,0.0,0.0,2.0,,20,Сливен,България,077,СЛИВЕН,гр.Сливен,67338,-,837
212000078,7,0.0,10,99,1,0,4,1,1,0.0,32,123,12,8,3.0,0.0,2.0,1.0,6,1.0,5,0.0,0.0,0,0,19,0,0.0,0,6,5.0,6,0.0,1.0,1,1.0,0.0,0.0,1.0,,20,Сливен,България,078,СЛИВЕН,гр.Сливен,67338,-,754
212000079,5,0.0,11,77,0,1,0,0,0,0.0,43,133,5,18,2.0,2.0,2.0,0.0,5,0.0,6,0.0,0.0,0,0,11,0,0.0,0,4,3.0,10,0.0,0.0,1,0.0,0.0,0.0,5.0,,20,Сливен,България,079,СЛИВЕН,гр.Сливен,67338,-,767
212000080,10,0.0,9,47,2,0,0,0,2,0.0,21,115,6,8,5.0,0.0,1.0,2.0,5,1.0,1,0.0,0.0,2,0,11,0,0.0,5,6,1.0,14,0.0,0.0,2,0.0,0.0,0.0,5.0,,20,Сливен,България,080,СЛИВЕН,гр.Сливен,67338,-,657
212000081,10,0.0,9,82,1,1,2,5,0,0.0,42,116,7,13,9.0,0.0,0.0,0.0,9,5.0,6,0.0,0.0,1,0,7,1,0.0,4,5,0.0,4,0.0,0.0,0,1.0,0.0,0.0,2.0,,20,Сливен,България,081,СЛИВЕН,гр.Сливен,67338,-,630
212000082,3,0.0,12,98,6,0,0,4,0,0.0,39,100,3,7,3.0,0.0,0.0,0.0,3,3.0,5,0.0,0.0,0,0,4,0,0.0,3,1,1.0,5,0.0,1.0,0,1.0,0.0,0.0,8.0,,20,Сливен,България,082,СЛИВЕН,гр.Сливен,67338,-,641
212000083,5,0.0,16,98,0,0,2,3,0,0.0,32,75,4,5,0.0,0.0,1.0,0.0,2,0.0,7,0.0,0.0,0,0,7,0,0.0,0,2,0.0,1,0.0,2.0,0,0.0,0.0,0.0,1.0,,20,Сливен,България,083,СЛИВЕН,гр.Сливен,67338,-,527
212000084,5,0.0,3,67,6,0,1,3,2,1.0,28,103,1,7,3.0,1.0,3.0,0.0,3,3.0,6,0.0,0.0,0,0,11,1,0.0,3,4,0.0,5,1.0,1.0,0,0.0,0.0,0.0,2.0,,20,Сливен,България,084,СЛИВЕН,гр.Сливен,67338,-,620
212000085,11,0.0,15,82,1,0,1,1,0,1.0,37,166,6,15,5.0,0.0,0.0,0.0,2,4.0,10,0.0,0.0,0,0,10,1,0.0,2,13,2.0,9,0.0,0.0,0,1.0,0.0,0.0,3.0,,20,Сливен,България,085,СЛИВЕН,гр.Сливен,67338,-,908
212000086,10,0.0,7,69,1,2,2,5,0,1.0,22,64,7,5,1.0,1.0,1.0,1.0,1,0.0,11,0.0,0.0,1,0,9,1,0.0,3,4,0.0,11,0.0,2.0,2,1.0,0.0,0.0,5.0,,20,Сливен,България,086,СЛИВЕН,гр.Сливен,67338,-,602
212000087,10,0.0,10,102,1,0,0,0,0,0.0,41,81,9,24,2.0,1.0,0.0,0.0,13,0.0,9,0.0,0.0,0,1,9,0,0.0,3,3,2.0,4,0.0,1.0,1,1.0,0.0,0.0,5.0,,20,Сливен,България,087,СЛИВЕН,гр.Сливен,67338,-,777
212000088,14,0.0,14,100,0,0,1,6,5,0.0,50,130,8,19,1.0,2.0,1.0,1.0,3,1.0,8,0.0,0.0,1,1,14,0,0.0,1,4,0.0,5,0.0,0.0,1,0.0,0.0,0.0,5.0,,20,Сливен,България,088,СЛИВЕН,гр.Сливен,67338,-,852
212000089,15,0.0,12,59,0,0,1,3,2,0.0,21,113,1,13,3.0,3.0,0.0,0.0,2,1.0,7,0.0,1.0,1,0,8,0,0.0,2,3,1.0,2,0.0,0.0,0,0.0,0.0,0.0,3.0,,20,Сливен,България,089,СЛИВЕН,гр.Сливен,67338,-,811
212000090,6,0.0,21,64,0,2,0,2,3,1.0,48,139,6,9,2.0,0.0,0.0,1.0,4,1.0,8,0.0,2.0,0,0,13,0,0.0,4,8,3.0,2,1.0,1.0,0,0.0,0.0,0.0,6.0,,20,Сливен,България,090,СЛИВЕН,гр.Сливен,67338,-,812
212000091,13,0.0,14,93,4,0,1,2,0,0.0,51,110,3,11,3.0,0.0,11.0,0.0,3,1.0,5,0.0,0.0,0,0,9,0,0.0,0,4,0.0,5,0.0,2.0,0,0.0,0.0,0.0,3.0,,20,Сливен,България,091,СЛИВЕН,гр.Сливен,67338,-,723
212000092,13,0.0,16,99,4,0,5,3,0,0.0,36,127,7,7,2.0,0.0,0.0,2.0,5,0.0,4,0.0,1.0,1,0,12,3,0.0,2,4,0.0,4,1.0,0.0,0,1.0,0.0,0.0,7.0,,20,Сливен,България,092,СЛИВЕН,гр.Сливен,67338,-,792
212000093,2,0.0,9,75,0,0,2,6,0,0.0,34,97,5,12,1.0,0.0,1.0,0.0,2,3.0,6,0.0,0.0,0,1,6,0,0.0,1,6,1.0,6,0.0,2.0,0,1.0,0.0,0.0,3.0,,20,Сливен,България,093,СЛИВЕН,гр.Сливен,67338,-,575
212000094,2,0.0,9,61,1,1,0,3,0,1.0,16,64,10,7,2.0,0.0,0.0,0.0,0,0.0,6,0.0,0.0,1,0,8,0,0.0,0,1,0.0,3,0.0,0.0,0,1.0,0.0,0.0,3.0,,20,Сливен,България,094,СЛИВЕН,гр.Сливен,67338,-,433
212000095,4,0.0,16,126,0,0,3,1,0,0.0,25,74,5,9,4.0,10.0,0.0,0.0,3,3.0,16,0.0,1.0,0,0,10,0,0.0,1,2,0.0,1,0.0,0.0,0,1.0,0.0,0.0,6.0,,20,Сливен,България,095,СЛИВЕН,гр.Сливен,67338,-,576
212000096,10,0.0,12,125,0,0,1,3,0,0.0,21,57,3,7,2.0,0.0,0.0,0.0,0,1.0,5,0.0,0.0,0,0,3,0,0.0,1,1,2.0,3,0.0,0.0,0,0.0,0.0,0.0,4.0,,20,Сливен,България,096,СЛИВЕН,гр.Сливен,67338,-,528
212000097,7,0.0,5,99,0,0,0,6,0,0.0,35,136,9,11,2.0,1.0,0.0,0.0,3,2.0,6,0.0,0.0,4,0,9,1,0.0,1,10,2.0,3,1.0,0.0,0,1.0,0.0,0.0,4.0,,20,Сливен,България,097,СЛИВЕН,гр.Сливен,67338,-,636
212000098,6,0.0,7,72,0,0,0,4,1,0.0,30,64,8,9,0.0,1.0,0.0,0.0,4,2.0,9,0.0,0.0,0,0,7,0,0.0,0,1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5.0,,20,Сливен,България,098,СЛИВЕН,гр.Сливен,67338,-,462
212000099,17,0.0,0,112,6,0,1,3,0,0.0,32,95,5,12,0.0,0.0,0.0,0.0,4,0.0,2,0.0,0.0,1,0,5,0,0.0,1,9,1.0,2,0.0,0.0,0,0.0,0.0,0.0,7.0,,20,Сливен,България,099,СЛИВЕН,гр.Сливен,67338,-,690
212000100,11,0.0,16,144,2,0,1,4,1,0.0,29,111,7,12,2.0,1.0,0.0,0.0,6,0.0,2,0.0,0.0,1,0,11,1,0.0,1,1,0.0,1,0.0,1.0,1,1.0,0.0,0.0,4.0,,20,Сливен,България,100,СЛИВЕН,гр.Сливен,67338,-,719
212000101,33,0.0,12,142,1,0,3,6,1,0.0,44,113,11,11,2.0,0.0,2.0,0.0,4,2.0,7,0.0,0.0,0,0,14,0,0.0,3,13,3.0,9,0.0,2.0,1,1.0,0.0,0.0,7.0,,20,Сливен,България,101,СЛИВЕН,гр.Сливен,67338,-,811
212000102,23,0.0,15,97,1,1,2,0,1,0.0,49,108,7,24,2.0,0.0,2.0,1.0,2,0.0,8,0.0,2.0,0,0,6,0,0.0,5,9,2.0,4,0.0,1.0,0,1.0,0.0,0.0,8.0,,20,Сливен,България,102,СЛИВЕН,гр.Сливен,67338,-,781
212000103,20,0.0,24,112,0,0,0,2,1,0.0,26,110,3,21,2.0,5.0,0.0,0.0,4,2.0,3,0.0,0.0,0,0,9,0,0.0,2,2,2.0,6,0.0,0.0,6,0.0,0.0,0.0,8.0,,20,Сливен,България,103,СЛИВЕН,гр.Сливен,67338,-,751
212000104,5,0.0,2,70,0,0,0,2,0,0.0,30,69,3,6,5.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0,0,8,0,0.0,0,1,0.0,0,0.0,1.0,1,0.0,0.0,0.0,7.0,,20,Сливен,България,104,СЛИВЕН,гр.Сливен,67338,-,521
212000105,5,0.0,9,65,3,0,3,3,0,0.0,27,77,5,8,2.0,0.0,0.0,2.0,2,0.0,8,0.0,0.0,0,0,8,0,0.0,2,3,2.0,1,0.0,0.0,1,0.0,0.0,0.0,8.0,,20,Сливен,България,105,СЛИВЕН,гр.Сливен,67338,-,542
212000106,8,0.0,8,75,1,0,0,4,0,0.0,27,63,4,3,4.0,0.0,0.0,1.0,1,1.0,4,0.0,0.0,0,0,5,1,0.0,0,1,1.0,4,0.0,0.0,0,0.0,0.0,0.0,8.0,,20,Сливен,България,106,СЛИВЕН,гр.Сливен,67338,-,433
212000107,5,0.0,11,102,0,0,1,4,1,0.0,25,71,8,6,4.0,1.0,0.0,1.0,1,1.0,5,0.0,0.0,0,1,4,0,0.0,1,2,3.0,2,0.0,1.0,3,0.0,0.0,0.0,8.0,,20,Сливен,България,107,СЛИВЕН,гр.Сливен,67338,-,537
212000108,8,0.0,13,127,2,0,3,7,3,0.0,57,149,8,15,1.0,0.0,0.0,1.0,1,3.0,6,0.0,1.0,0,0,15,0,0.0,4,4,1.0,14,0.0,1.0,1,0.0,0.0,0.0,21.0,,20,Сливен,България,108,СЛИВЕН,гр.Сливен,67338,-,923
212000109,8,0.0,9,106,1,0,1,5,0,1.0,38,94,2,13,0.0,0.0,1.0,0.0,8,0.0,8,0.0,0.0,0,0,8,0,0.0,0,8,0.0,5,0.0,0.0,2,5.0,0.0,0.0,6.0,,20,Сливен,България,109,СЛИВЕН,гр.Сливен,67338,-,668
212000110,1,0.0,11,115,0,0,1,5,0,0.0,36,120,5,21,4.0,0.0,0.0,0.0,6,3.0,4,0.0,0.0,0,0,11,0,0.0,4,4,2.0,5,0.0,2.0,3,0.0,0.0,0.0,5.0,,20,Сливен,България,110,СЛИВЕН,гр.Сливен,67338,-,736
212000111,2,0.0,6,97,2,0,0,2,0,0.0,24,98,6,6,0.0,0.0,1.0,0.0,0,1.0,11,0.0,0.0,0,0,12,0,0.0,0,7,1.0,5,0.0,0.0,1,2.0,0.0,0.0,6.0,,20,Сливен,България,111,СЛИВЕН,гр.Сливен,67338,-,618
212000112,0,0.0,8,82,6,0,0,4,0,0.0,40,115,2,3,1.0,0.0,0.0,0.0,3,1.0,7,0.0,0.0,1,0,9,0,0.0,2,1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,8.0,,20,Сливен,България,112,СЛИВЕН,гр.Сливен,67338,-,663
212000113,3,0.0,0,164,13,0,0,2,0,1.0,2,93,4,5,2.0,0.0,0.0,0.0,0,0.0,3,0.0,0.0,0,0,0,0,0.0,0,0,1.0,31,0.0,0.0,3,5.0,0.0,0.0,36.0,,20,Сливен,България,113,СЛИВЕН,гр.Сливен,67338,-,923
212000114,0,0.0,1,167,6,0,0,3,0,0.0,2,84,6,2,1.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0,0,0,1,0.0,0,0,0.0,37,1.0,0.0,2,4.0,0.0,0.0,24.0,,20,Сливен,България,114,СЛИВЕН,гр.Сливен,67338,-,910
212000115,5,0.0,2,93,0,0,0,0,0,0.0,1,49,7,2,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0,0.0,0,0,0.0,31,0.0,0.0,0,1.0,0.0,0.0,34.0,,20,Сливен,България,115,СЛИВЕН,гр.Сливен,67338,-,855
212000116,21,0.0,0,130,0,0,0,1,0,1.0,1,63,12,0,1.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0,0,8,0,0.0,0,0,0.0,1,0.0,0.0,0,1.0,0.0,0.0,14.0,,20,Сливен,България,116,СЛИВЕН,гр.Сливен,67338,-,942
