sid,Нова Алтернатива,Демократическа Партия,НФСБ,Коалиция за България,Свобода и Достойнство,Нац.-Демократична Партия,Гражданска Листа - Модерна БГ,СДС,Либерален Алианс,Християн-Социален Съюз,Атака,ГЕРБ,РЗС,ВМРО - БНД,Демокр. Гражд. Инициатива,Християндем. партия,Средна Европейска Класа,Нац. Патриотично Обединение,Лидер,Зелените,ДСБ-БДФ,Социалдем. Партия,Другата България,Българската Левица,Кауза България,ДБГ,ДАНО,Българска Пролет,Горда България,Глас Народен,БЗНС,ДПС,Нац. Движение Единство,Партия на Бълг. Жени,Единна Народна Партия,Съюз на Комунистите,независими,npn,invalid,station_type,municipality,municipality_name,country_name,station,region_name,place,ekatte,address,eligible_voters
211600003,1,0.0,37,139,1,1,4,8,3,3.0,40,158,3,10,2.0,0.0,0.0,0.0,10,4.0,9,0.0,0.0,1,0,21,0,0.0,1,2,0.0,3,0.0,0.0,1,0.0,0.0,0.0,8.0,,16,Нова Загора,България,003,СЛИВЕН,гр.Нова Загора,51809,-,858
211600004,2,0.0,49,146,1,0,0,6,3,3.0,42,172,6,7,2.0,0.0,0.0,0.0,5,2.0,10,0.0,2.0,1,0,9,0,0.0,0,7,1.0,1,0.0,2.0,2,1.0,0.0,0.0,6.0,,16,Нова Загора,България,004,СЛИВЕН,гр.Нова Загора,51809,-,914
211600005,4,0.0,35,101,1,0,0,6,4,5.0,36,138,6,5,1.0,0.0,0.0,0.0,0,2.0,8,0.0,0.0,0,0,15,1,0.0,1,2,1.0,2,0.0,2.0,2,2.0,0.0,0.0,7.0,,16,Нова Загора,България,005,СЛИВЕН,гр.Нова Загора,51809,-,744
211600006,5,0.0,40,98,1,0,0,7,1,4.0,34,157,16,9,2.0,0.0,0.0,0.0,7,0.0,7,0.0,0.0,0,1,7,0,0.0,1,4,1.0,3,0.0,1.0,0,0.0,0.0,0.0,15.0,,16,Нова Загора,България,006,СЛИВЕН,гр.Нова Загора,51809,-,807
211600007,1,0.0,26,91,1,0,0,0,8,0.0,32,84,7,3,3.0,0.0,0.0,0.0,2,4.0,2,0.0,0.0,2,1,5,0,0.0,0,1,0.0,14,0.0,2.0,0,0.0,0.0,0.0,2.0,,16,Нова Загора,България,007,СЛИВЕН,гр.Нова Загора,51809,-,596
211600008,0,0.0,34,94,6,0,0,2,1,1.0,36,111,8,6,0.0,1.0,0.0,0.0,5,1.0,2,0.0,0.0,5,0,11,0,0.0,2,3,1.0,26,0.0,0.0,0,0.0,0.0,0.0,13.0,,16,Нова Загора,България,008,СЛИВЕН,гр.Нова Загора,51809,-,878
211600009,0,0.0,1,2,4,0,0,0,0,0.0,0,7,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,98,1.0,0.0,0,0.0,0.0,0.0,4.0,,16,Нова Загора,България,009,СЛИВЕН,гр.Нова Загора,51809,-,674
211600010,0,0.0,0,14,4,0,0,1,0,0.0,0,16,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0,0,0,0,0.0,0,0,1.0,94,1.0,0.0,2,1.0,0.0,0.0,15.0,,16,Нова Загора,България,010,СЛИВЕН,гр.Нова Загора,51809,-,732
211600011,0,0.0,0,12,7,0,0,1,1,0.0,1,24,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,118,1.0,1.0,4,1.0,0.0,0.0,14.0,,16,Нова Загора,България,011,СЛИВЕН,гр.Нова Загора,51809,-,927
211600012,0,0.0,0,2,1,0,0,0,0,0.0,0,10,0,0,0.0,1.0,0.0,0.0,3,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,57,0.0,0.0,1,0.0,0.0,0.0,9.0,,16,Нова Загора,България,012,СЛИВЕН,гр.Нова Загора,51809,-,432
211600013,0,0.0,0,1,10,0,1,0,1,0.0,0,20,0,0,0.0,0.0,1.0,0.0,1,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,72,0.0,0.0,1,0.0,0.0,0.0,4.0,,16,Нова Загора,България,013,СЛИВЕН,гр.Нова Загора,51809,-,470
211600014,0,0.0,1,7,2,0,0,0,0,0.0,1,28,0,0,0.0,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0,0.0,68,1.0,0.0,3,1.0,0.0,0.0,16.0,,16,Нова Загора,България,014,СЛИВЕН,гр.Нова Загора,51809,-,749
211600015,1,0.0,1,14,3,0,0,0,0,0.0,0,29,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,68,0.0,0.0,0,0.0,0.0,0.0,62.0,,16,Нова Загора,България,015,СЛИВЕН,гр.Нова Загора,51809,-,809
211600016,1,0.0,2,22,7,0,0,0,0,0.0,1,34,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,92,0.0,0.0,0,2.0,0.0,0.0,16.0,,16,Нова Загора,България,016,СЛИВЕН,гр.Нова Загора,51809,-,984
211600017,2,0.0,25,102,1,0,0,2,1,0.0,34,121,9,11,2.0,1.0,0.0,0.0,4,0.0,6,0.0,0.0,1,0,11,0,0.0,1,4,0.0,1,0.0,0.0,0,0.0,0.0,0.0,8.0,,16,Нова Загора,България,017,СЛИВЕН,гр.Нова Загора,51809,-,688
211600018,4,0.0,35,119,1,1,2,4,1,1.0,46,135,4,17,2.0,0.0,4.0,0.0,13,0.0,3,0.0,0.0,0,0,9,0,0.0,1,2,0.0,1,0.0,4.0,1,0.0,0.0,0.0,9.0,,16,Нова Загора,България,018,СЛИВЕН,гр.Нова Загора,51809,-,816
211600019,3,0.0,19,81,1,0,0,0,0,1.0,37,59,10,18,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0,0.0,1,1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5.0,,16,Нова Загора,България,019,СЛИВЕН,гр.Нова Загора,51809,-,463
211600020,4,0.0,7,76,0,0,0,2,0,7.0,24,85,11,6,0.0,0.0,0.0,0.0,5,2.0,3,0.0,0.0,0,0,10,1,0.0,1,2,0.0,1,0.0,1.0,0,0.0,0.0,0.0,3.0,,16,Нова Загора,България,020,СЛИВЕН,гр.Нова Загора,51809,-,456
211600021,1,0.0,26,94,1,1,1,14,5,2.0,40,107,8,13,4.0,0.0,0.0,0.0,3,0.0,5,0.0,0.0,1,1,13,0,0.0,1,3,2.0,0,0.0,0.0,1,0.0,0.0,0.0,3.0,,16,Нова Загора,България,021,СЛИВЕН,гр.Нова Загора,51809,-,691
211600022,0,0.0,23,84,3,1,1,2,1,0.0,39,109,3,9,0.0,0.0,0.0,0.0,5,1.0,5,0.0,0.0,3,0,8,0,0.0,3,2,0.0,4,0.0,2.0,0,0.0,0.0,0.0,4.0,,16,Нова Загора,България,022,СЛИВЕН,гр.Нова Загора,51809,-,602
211600023,2,0.0,34,125,2,0,1,1,0,1.0,52,109,8,11,0.0,0.0,0.0,0.0,4,3.0,17,0.0,1.0,0,0,10,0,0.0,1,2,0.0,2,0.0,1.0,0,1.0,0.0,0.0,3.0,,16,Нова Загора,България,023,СЛИВЕН,гр.Нова Загора,51809,-,747
211600024,2,0.0,24,71,1,0,1,5,4,2.0,36,95,4,9,0.0,0.0,0.0,1.0,10,1.0,2,0.0,0.0,0,0,9,0,0.0,1,4,0.0,0,0.0,1.0,1,1.0,0.0,0.0,5.0,,16,Нова Загора,България,024,СЛИВЕН,гр.Нова Загора,51809,-,586
211600025,5,0.0,30,109,1,0,1,0,4,2.0,57,157,8,11,2.0,1.0,0.0,0.0,3,3.0,5,0.0,1.0,0,0,11,0,0.0,2,3,3.0,0,0.0,0.0,4,0.0,0.0,0.0,5.0,,16,Нова Загора,България,025,СЛИВЕН,гр.Нова Загора,51809,-,893
211600026,1,0.0,34,104,1,0,2,3,0,2.0,43,92,4,9,1.0,0.0,1.0,1.0,3,0.0,4,0.0,0.0,0,0,14,0,0.0,4,3,0.0,2,0.0,0.0,1,0.0,0.0,0.0,18.0,,16,Нова Загора,България,026,СЛИВЕН,гр.Нова Загора,51809,-,696
211600027,4,0.0,30,111,0,0,1,3,2,0.0,43,134,2,10,1.0,0.0,0.0,0.0,7,4.0,12,0.0,0.0,1,0,24,0,0.0,5,2,0.0,4,0.0,0.0,2,0.0,0.0,0.0,6.0,,16,Нова Загора,България,027,СЛИВЕН,гр.Нова Загора,51809,-,827
211600028,2,0.0,34,147,0,0,0,4,1,0.0,37,153,15,11,4.0,0.0,1.0,0.0,4,0.0,7,0.0,0.0,1,0,10,0,0.0,2,4,0.0,0,0.0,0.0,0,2.0,0.0,0.0,2.0,,16,Нова Загора,България,028,СЛИВЕН,гр.Нова Загора,51809,-,778
211600029,7,0.0,26,61,0,0,1,3,2,1.0,56,109,11,7,3.0,0.0,0.0,0.0,5,0.0,2,0.0,0.0,0,0,12,0,0.0,1,2,2.0,1,0.0,5.0,1,0.0,0.0,0.0,5.0,,16,Нова Загора,България,029,СЛИВЕН,гр.Нова Загора,51809,-,696
211600030,2,0.0,19,157,0,3,0,0,0,2.0,45,107,6,6,0.0,3.0,0.0,0.0,2,0.0,1,0.0,0.0,0,0,3,0,0.0,11,2,1.0,18,0.0,0.0,1,0.0,0.0,0.0,7.0,,16,Нова Загора,България,030,СЛИВЕН,с.Кортен,38683,-,745
211600031,2,0.0,23,162,1,0,1,2,0,0.0,31,110,12,19,1.0,0.0,0.0,0.0,2,0.0,4,0.0,0.0,0,0,10,0,0.0,0,2,0.0,22,0.0,1.0,0,3.0,0.0,0.0,11.0,,16,Нова Загора,България,031,СЛИВЕН,с.Кортен,38683,-,825
211600032,0,0.0,22,60,1,0,0,0,0,1.0,35,84,14,57,0.0,0.0,0.0,0.0,0,2.0,2,0.0,0.0,1,0,2,0,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,15.0,,16,Нова Загора,България,032,СЛИВЕН,с.Асеновец,713,-,512
211600033,1,0.0,7,53,1,0,2,1,0,2.0,8,30,11,0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0,0,7,0,0.0,0,1,0.0,1,0.0,0.0,0,0.0,0.0,0.0,9.0,,16,Нова Загора,България,033,СЛИВЕН,с.Брястово,6788,-,307
211600034,1,0.0,11,139,11,0,2,0,0,1.0,28,67,25,12,0.0,0.0,0.0,0.0,29,1.0,1,0.0,0.0,2,0,6,0,0.0,3,0,0.0,17,0.0,2.0,1,1.0,0.0,0.0,12.0,,16,Нова Загора,България,034,СЛИВЕН,с.Караново,36395,-,640
211600035,0,0.0,0,3,0,0,0,0,0,3.0,5,6,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,1,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,16,Нова Загора,България,035,СЛИВЕН,с.Крива круша,39757,-,23
211600036,0,0.0,4,15,0,0,0,1,0,0.0,1,20,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1,0,0,0,0.0,0,0,1.0,271,3.0,0.0,6,3.0,0.0,0.0,6.0,,16,Нова Загора,България,036,СЛИВЕН,с.Баня,2734,-,613
211600037,0,0.0,6,41,1,0,1,2,0,1.0,9,76,1,11,1.0,0.0,3.0,0.0,3,0.0,1,0.0,0.0,0,0,3,0,0.0,0,2,0.0,88,0.0,1.0,2,0.0,0.0,0.0,7.0,,16,Нова Загора,България,037,СЛИВЕН,с.Баня,2734,-,545
211600038,0,0.0,18,145,0,0,0,2,0,1.0,21,124,62,4,0.0,2.0,0.0,0.0,3,0.0,2,0.0,0.0,0,0,1,0,0.0,0,2,1.0,1,0.0,0.0,1,1.0,0.0,0.0,10.0,,16,Нова Загора,България,038,СЛИВЕН,с.Съдиево,70487,-,684
211600039,0,0.0,6,41,0,0,0,0,0,0.0,6,32,7,1,1.0,0.0,1.0,0.0,5,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,3,0.0,0.0,1,3.0,0.0,0.0,3.0,,16,Нова Загора,България,039,СЛИВЕН,с.Ценино,78344,-,142
211600040,0,0.0,5,49,1,0,0,3,0,1.0,10,100,4,2,1.0,0.0,0.0,0.0,18,0.0,7,0.0,0.0,1,0,3,1,0.0,0,0,0.0,5,2.0,0.0,0,1.0,0.0,0.0,3.0,,16,Нова Загора,България,040,СЛИВЕН,с.Съдийско поле,70490,-,304
211600041,0,0.0,3,32,0,0,0,0,0,1.0,1,38,2,0,1.0,0.0,0.0,0.0,2,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,2.0,,16,Нова Загора,България,041,СЛИВЕН,с.Научене,51161,-,132
211600042,0,0.0,5,56,0,0,1,2,2,0.0,4,41,22,1,1.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0,0,3,0,0.0,0,0,1.0,1,1.0,0.0,0,1.0,0.0,0.0,4.0,,16,Нова Загора,България,042,СЛИВЕН,с.Каменово,35907,-,453
211600043,1,0.0,12,139,0,1,0,2,1,2.0,25,95,15,2,0.0,0.0,0.0,1.0,1,0.0,0,0.0,0.0,0,0,4,1,0.0,4,0,0.0,3,0.0,0.0,0,2.0,0.0,0.0,9.0,,16,Нова Загора,България,043,СЛИВЕН,с.Коньово,38426,-,705
211600044,0,0.0,19,93,1,0,0,3,0,4.0,12,56,1,1,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,4,1,6,0,0.0,0,0,0.0,1,0.0,0.0,4,1.0,0.0,0.0,3.0,,16,Нова Загора,България,044,СЛИВЕН,с.Езеро,27111,-,377
211600045,1,0.0,6,56,1,0,0,0,0,0.0,28,38,13,7,0.0,0.0,0.0,0.0,5,0.0,2,0.0,0.0,1,0,0,0,0.0,1,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,8.0,,16,Нова Загора,България,045,СЛИВЕН,с.Полско Пъдарево,57371,-,334
211600046,0,0.0,8,39,1,1,1,1,9,1.0,31,30,2,2,0.0,0.0,0.0,0.0,7,0.0,1,0.0,0.0,0,0,4,0,0.0,2,0,0.0,10,1.0,0.0,1,0.0,0.0,0.0,3.0,,16,Нова Загора,България,046,СЛИВЕН,с.Омарчево,53518,-,315
211600047,0,0.0,6,47,0,1,1,1,1,0.0,19,118,6,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0,0.0,0,0,0.0,2,0.0,1.0,0,2.0,0.0,0.0,9.0,,16,Нова Загора,България,047,СЛИВЕН,с.Питово,56527,-,344
211600048,0,0.0,6,37,0,0,0,1,0,0.0,7,38,0,0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,,16,Нова Загора,България,048,СЛИВЕН,с.Прохорово,58726,-,143
211600049,0,0.0,13,76,0,0,1,2,2,1.0,27,69,9,3,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1,0,3,0,0.0,1,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,2.0,,16,Нова Загора,България,049,СЛИВЕН,с.Еленово,27245,-,409
211600050,0,0.0,10,32,0,0,0,0,0,2.0,7,31,2,0,0.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,1,0,3,0,0.0,1,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,,16,Нова Загора,България,050,СЛИВЕН,с.Сокол,67831,-,164
211600051,0,0.0,4,12,0,0,0,3,0,0.0,9,30,2,0,2.0,0.0,1.0,0.0,6,0.0,4,0.0,0.0,0,1,3,0,0.0,3,0,2.0,1,0.0,0.0,0,2.0,0.0,0.0,0.0,,16,Нова Загора,България,051,СЛИВЕН,с.Радево,61310,-,157
211600052,0,0.0,41,96,0,0,1,14,2,1.0,39,118,6,2,1.0,0.0,0.0,0.0,2,1.0,2,0.0,0.0,1,0,0,0,0.0,1,1,1.0,0,1.0,2.0,0,2.0,0.0,0.0,11.0,,16,Нова Загора,България,052,СЛИВЕН,с.Млекарево,48725,-,613
211600053,0,0.0,10,34,0,0,0,0,1,0.0,5,56,1,2,0.0,0.0,0.0,0.0,2,0.0,2,0.0,0.0,1,1,5,0,0.0,1,0,0.0,1,0.0,1.0,0,1.0,0.0,0.0,1.0,,16,Нова Загора,България,053,СЛИВЕН,с.Бял кладенец,7778,-,206
211600054,0,0.0,17,84,2,0,0,4,0,1.0,8,36,4,1,0.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0,0,0,0,0.0,0,1,1.0,1,0.0,1.0,1,2.0,0.0,0.0,4.0,,16,Нова Загора,България,054,СЛИВЕН,с.Радецки,61340,-,319
211600055,1,0.0,9,56,1,0,0,1,0,0.0,13,51,14,2,2.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0,0,1,0,0.0,0,1,0.0,6,0.0,0.0,0,1.0,0.0,0.0,6.0,,16,Нова Загора,България,055,СЛИВЕН,с.Новоселец,52146,-,348
211600056,2,0.0,25,87,1,0,0,4,0,0.0,23,121,4,4,0.0,0.0,1.0,1.0,1,0.0,2,0.0,0.0,0,0,3,0,0.0,0,1,0.0,2,0.0,0.0,1,2.0,0.0,0.0,6.0,,16,Нова Загора,България,056,СЛИВЕН,с.Пет могили,56068,-,441
211600057,1,0.0,12,97,1,0,1,3,1,1.0,21,74,15,11,2.0,1.0,0.0,0.0,3,0.0,7,0.0,0.0,0,0,3,0,0.0,0,0,0.0,5,0.0,0.0,0,0.0,0.0,0.0,12.0,,16,Нова Загора,България,057,СЛИВЕН,с.Стоил войвода,69314,-,513
211600058,0,0.0,7,22,0,0,1,1,0,0.0,10,63,10,0,0.0,0.0,0.0,0.0,4,0.0,0,0.0,0.0,0,0,2,0,0.0,0,0,1.0,19,0.0,0.0,2,2.0,0.0,0.0,5.0,,16,Нова Загора,България,058,СЛИВЕН,с.Дядово,24760,-,371
211600059,0,0.0,1,63,0,1,0,0,0,1.0,17,60,9,0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,1,3,0,0.0,1,0,0.0,1,0.0,0.0,0,1.0,0.0,0.0,5.0,,16,Нова Загора,България,059,СЛИВЕН,с.Богданово,4635,-,295
211600060,1,0.0,13,96,1,2,2,8,0,0.0,30,181,4,3,1.0,0.0,0.0,0.0,1,0.0,3,0.0,0.0,3,0,6,0,0.0,0,0,1.0,16,0.0,0.0,2,0.0,0.0,0.0,7.0,,16,Нова Загора,България,060,СЛИВЕН,с.Любенова махала,44522,-,708
211600061,0,0.0,6,61,0,0,0,1,1,1.0,9,67,5,0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,1.0,0,0,22,0,0.0,0,0,0.0,13,0.0,0.0,0,0.0,0.0,0.0,9.0,,16,Нова Загора,България,061,СЛИВЕН,с.Любенец,44505,-,380
211600062,1,0.0,12,67,0,1,0,3,0,1.0,18,70,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,6.0,,16,Нова Загора,България,062,СЛИВЕН,с.Събрано,70456,-,262
211600063,2,0.0,15,67,1,0,0,2,0,0.0,11,98,5,1,0.0,0.0,0.0,1.0,2,0.0,4,0.0,0.0,1,0,6,0,0.0,0,1,0.0,3,0.0,0.0,1,1.0,0.0,0.0,1.0,,16,Нова Загора,България,063,СЛИВЕН,с.Загорци,30171,-,340
212000001,2,0.0,12,91,2,2,2,6,2,0.0,23,109,4,12,6.0,1.0,0.0,1.0,4,3.0,10,0.0,0.0,0,0,5,1,0.0,5,7,1.0,1,0.0,0.0,2,0.0,0.0,0.0,2.0,,20,Сливен,България,001,СЛИВЕН,гр.Сливен,67338,-,648
212000002,6,0.0,15,100,1,1,2,3,2,0.0,46,109,3,13,1.0,0.0,1.0,1.0,5,5.0,12,0.0,0.0,2,0,4,0,0.0,1,2,1.0,5,1.0,1.0,4,0.0,0.0,0.0,6.0,,20,Сливен,България,002,СЛИВЕН,гр.Сливен,67338,-,756
212000003,7,0.0,23,87,2,0,1,5,1,1.0,29,112,3,9,2.0,0.0,2.0,1.0,1,5.0,4,0.0,0.0,0,0,12,0,0.0,1,6,0.0,1,0.0,1.0,1,0.0,0.0,0.0,3.0,,20,Сливен,България,003,СЛИВЕН,гр.Сливен,67338,-,626
212000004,7,0.0,8,85,4,0,1,8,0,0.0,36,142,9,19,5.0,0.0,0.0,0.0,2,2.0,9,0.0,0.0,0,0,7,0,0.0,0,7,4.0,3,0.0,2.0,2,0.0,0.0,0.0,6.0,,20,Сливен,България,004,СЛИВЕН,гр.Сливен,67338,-,738
212000005,8,0.0,6,61,1,0,2,0,0,1.0,44,134,5,10,1.0,0.0,0.0,1.0,4,3.0,14,0.0,1.0,0,0,6,0,0.0,0,6,1.0,5,0.0,2.0,1,0.0,0.0,0.0,5.0,,20,Сливен,България,005,СЛИВЕН,гр.Сливен,67338,-,693
212000006,10,0.0,13,104,3,0,3,6,2,2.0,49,132,6,11,3.0,1.0,0.0,2.0,1,4.0,11,0.0,0.0,0,1,8,0,0.0,3,3,0.0,7,0.0,1.0,0,1.0,0.0,0.0,9.0,,20,Сливен,България,006,СЛИВЕН,гр.Сливен,67338,-,930
212000007,7,0.0,15,92,2,0,0,1,2,0.0,42,120,6,12,2.0,0.0,2.0,0.0,1,3.0,4,0.0,0.0,0,0,14,0,0.0,2,7,0.0,8,1.0,0.0,2,2.0,0.0,0.0,5.0,,20,Сливен,България,007,СЛИВЕН,гр.Сливен,67338,-,732
212000008,4,0.0,5,77,1,1,2,4,0,0.0,32,135,11,7,1.0,0.0,0.0,1.0,2,1.0,4,0.0,1.0,20,0,0,0,0.0,3,2,1.0,2,0.0,1.0,0,1.0,0.0,0.0,3.0,,20,Сливен,България,008,СЛИВЕН,гр.Сливен,67338,-,728
212000009,4,0.0,13,70,1,0,2,3,0,2.0,45,150,6,4,1.0,0.0,0.0,2.0,2,2.0,2,0.0,1.0,0,0,6,0,0.0,0,12,0.0,4,0.0,0.0,2,1.0,0.0,0.0,6.0,,20,Сливен,България,009,СЛИВЕН,гр.Сливен,67338,-,756
212000010,8,0.0,1,57,1,0,0,3,1,1.0,32,96,7,4,2.0,0.0,0.0,0.0,1,1.0,7,0.0,0.0,0,0,3,0,0.0,1,3,0.0,3,0.0,0.0,1,0.0,0.0,0.0,2.0,,20,Сливен,България,010,СЛИВЕН,гр.Сливен,67338,-,492
212000011,2,0.0,5,58,1,0,0,12,1,0.0,44,95,10,4,4.0,0.0,0.0,0.0,3,0.0,10,0.0,0.0,1,0,12,0,0.0,3,1,0.0,6,0.0,2.0,0,1.0,0.0,0.0,4.0,,20,Сливен,България,011,СЛИВЕН,гр.Сливен,67338,-,603
212000012,4,0.0,11,86,0,0,1,4,1,0.0,29,93,5,4,6.0,2.0,2.0,0.0,4,0.0,4,0.0,0.0,0,0,8,0,0.0,1,4,0.0,7,0.0,1.0,1,0.0,0.0,0.0,10.0,,20,Сливен,България,012,СЛИВЕН,гр.Сливен,67338,-,741
212000013,5,0.0,6,55,1,0,0,1,0,1.0,25,56,6,4,3.0,0.0,0.0,3.0,0,0.0,6,0.0,1.0,0,0,3,0,0.0,9,1,0.0,7,0.0,0.0,0,0.0,0.0,0.0,4.0,,20,Сливен,България,013,СЛИВЕН,гр.Сливен,67338,-,473
212000014,3,0.0,6,71,1,0,0,1,0,0.0,28,118,4,8,3.0,0.0,0.0,0.0,0,1.0,10,0.0,0.0,0,1,9,0,0.0,0,2,0.0,5,0.0,1.0,0,0.0,0.0,0.0,6.0,,20,Сливен,България,014,СЛИВЕН,гр.Сливен,67338,-,594
212000015,6,0.0,13,70,1,1,1,1,1,0.0,16,67,3,6,4.0,0.0,0.0,0.0,2,2.0,4,0.0,1.0,1,0,11,0,0.0,2,3,0.0,1,0.0,0.0,0,1.0,0.0,0.0,6.0,,20,Сливен,България,015,СЛИВЕН,гр.Сливен,67338,-,448
212000016,6,0.0,7,70,2,0,0,4,0,0.0,28,87,4,6,3.0,0.0,0.0,0.0,2,0.0,1,0.0,0.0,0,0,4,0,0.0,5,4,0.0,7,0.0,1.0,0,0.0,0.0,0.0,9.0,,20,Сливен,България,016,СЛИВЕН,гр.Сливен,67338,-,628
212000017,4,0.0,8,119,2,0,1,7,1,0.0,39,142,12,4,0.0,0.0,2.0,0.0,1,10.0,18,0.0,0.0,0,0,14,0,0.0,2,8,1.0,1,0.0,2.0,1,0.0,0.0,0.0,5.0,,20,Сливен,България,017,СЛИВЕН,гр.Сливен,67338,-,800
212000018,4,0.0,10,101,1,1,2,1,0,0.0,28,112,2,5,3.0,0.0,0.0,0.0,10,2.0,12,0.0,0.0,0,0,7,0,0.0,1,6,1.0,0,0.0,1.0,1,2.0,0.0,0.0,0.0,,20,Сливен,България,018,СЛИВЕН,гр.Сливен,67338,-,581
212000019,10,0.0,4,83,2,0,1,2,1,0.0,14,58,2,12,1.0,2.0,0.0,0.0,1,0.0,3,0.0,0.0,0,0,2,0,0.0,1,6,1.0,14,0.0,0.0,0,0.0,0.0,0.0,10.0,,20,Сливен,България,019,СЛИВЕН,гр.Сливен,67338,-,470
212000020,21,0.0,3,95,0,0,0,0,1,0.0,6,72,6,3,0.0,3.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,5,1.0,69,0.0,1.0,1,1.0,0.0,0.0,11.0,,20,Сливен,България,020,СЛИВЕН,гр.Сливен,67338,-,657
212000021,9,0.0,1,132,1,0,2,2,0,0.0,1,85,5,3,0.0,1.0,1.0,0.0,0,0.0,0,0.0,1.0,0,0,3,0,0.0,0,1,0.0,93,2.0,1.0,1,2.0,0.0,0.0,20.0,,20,Сливен,България,021,СЛИВЕН,гр.Сливен,67338,-,865
212000022,7,0.0,1,81,2,1,0,3,1,0.0,7,111,7,2,4.0,1.0,0.0,2.0,1,0.0,1,0.0,0.0,0,2,2,0,0.0,0,16,1.0,21,0.0,2.0,2,0.0,0.0,0.0,13.0,,20,Сливен,България,022,СЛИВЕН,гр.Сливен,67338,-,692
212000023,8,0.0,2,118,3,0,3,2,0,0.0,24,105,7,4,3.0,0.0,0.0,0.0,0,0.0,10,0.0,0.0,0,0,9,1,0.0,2,5,0.0,7,0.0,2.0,0,3.0,0.0,0.0,13.0,,20,Сливен,България,023,СЛИВЕН,гр.Сливен,67338,-,743
212000024,12,0.0,2,95,0,2,0,8,0,0.0,51,98,1,7,7.0,0.0,1.0,1.0,4,1.0,16,0.0,0.0,2,0,12,0,0.0,0,4,0.0,2,0.0,2.0,1,0.0,0.0,0.0,4.0,,20,Сливен,България,024,СЛИВЕН,гр.Сливен,67338,-,609
212000025,3,0.0,4,88,0,0,3,11,0,0.0,29,99,7,7,10.0,1.0,1.0,0.0,0,2.0,13,0.0,0.0,1,0,14,0,0.0,1,7,0.0,4,0.0,0.0,0,1.0,0.0,0.0,7.0,,20,Сливен,България,025,СЛИВЕН,гр.Сливен,67338,-,582
212000026,4,0.0,13,127,6,0,2,7,0,0.0,32,129,3,10,11.0,0.0,0.0,2.0,8,2.0,19,0.0,1.0,0,0,17,1,0.0,2,9,2.0,2,0.0,1.0,2,0.0,0.0,0.0,13.0,,20,Сливен,България,026,СЛИВЕН,гр.Сливен,67338,-,778
212000027,3,0.0,11,68,0,0,0,9,2,0.0,24,100,2,4,10.0,0.0,0.0,3.0,2,1.0,9,0.0,0.0,0,0,7,0,0.0,0,5,2.0,8,0.0,1.0,0,0.0,0.0,0.0,5.0,,20,Сливен,България,027,СЛИВЕН,гр.Сливен,67338,-,548
