sid,yes,no,invalid,region,municipality,municipality_name,admin_reg,station,region_name,place,ekatte,address,eligible_voters
282400053,26,6,0,28,24,Попово,00,053,ТЪРГОВИЩЕ,с.Тръстика,73376.0,-,229
282400054,46,11,8,28,24,Попово,00,054,ТЪРГОВИЩЕ,с.Цар Асен,78077.0,-,138
283500001,159,63,0,28,35,Търговище,00,001,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,851
283500002,88,36,0,28,35,Търговище,00,002,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,713
283500003,80,48,1,28,35,Търговище,00,003,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,739
283500004,38,126,1,28,35,Търговище,00,004,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,964
283500005,88,50,0,28,35,Търговище,00,005,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,749
283500006,106,43,0,28,35,Търговище,00,006,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,904
283500007,78,37,0,28,35,Търговище,00,007,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,770
283500008,72,37,0,28,35,Търговище,00,008,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,831
283500009,81,40,0,28,35,Търговище,00,009,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,762
283500010,83,37,0,28,35,Търговище,00,010,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,809
283500011,69,35,0,28,35,Търговище,00,011,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,956
283500012,63,29,0,28,35,Търговище,00,012,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,667
283500013,90,50,1,28,35,Търговище,00,013,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,928
283500014,124,68,5,28,35,Търговище,00,014,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,901
283500015,152,62,1,28,35,Търговище,00,015,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,849
283500016,119,71,2,28,35,Търговище,00,016,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,845
283500017,112,62,2,28,35,Търговище,00,017,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,852
283500018,100,75,2,28,35,Търговище,00,018,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,920
283500019,122,45,2,28,35,Търговище,00,019,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,804
283500020,64,48,1,28,35,Търговище,00,020,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,731
283500021,162,91,3,28,35,Търговище,00,021,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,1067
283500022,136,63,1,28,35,Търговище,00,022,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,1010
283500023,121,48,3,28,35,Търговище,00,023,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,749
283500024,45,15,0,28,35,Търговище,00,024,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,703
283500025,92,35,1,28,35,Търговище,00,025,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,982
283500026,121,39,2,28,35,Търговище,00,026,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,756
283500027,103,78,1,28,35,Търговище,00,027,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,970
283500028,99,48,2,28,35,Търговище,00,028,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,604
283500029,140,48,1,28,35,Търговище,00,029,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,730
283500030,97,48,0,28,35,Търговище,00,030,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,653
283500031,136,52,0,28,35,Търговище,00,031,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,796
283500032,129,46,0,28,35,Търговище,00,032,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,830
283500033,68,47,1,28,35,Търговище,00,033,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,616
283500034,145,47,0,28,35,Търговище,00,034,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,808
283500035,97,62,0,28,35,Търговище,00,035,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,899
283500036,132,65,5,28,35,Търговище,00,036,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,940
283500037,94,41,1,28,35,Търговище,00,037,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,772
283500038,107,43,1,28,35,Търговище,00,038,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,937
283500039,66,32,3,28,35,Търговище,00,039,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,702
283500040,91,42,0,28,35,Търговище,00,040,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,774
283500041,108,52,0,28,35,Търговище,00,041,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,1007
283500042,53,11,2,28,35,Търговище,00,042,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,664
283500043,81,14,6,28,35,Търговище,00,043,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,1160
283500044,96,69,1,28,35,Търговище,00,044,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,852
283500045,65,24,0,28,35,Търговище,00,045,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,556
283500046,86,38,4,28,35,Търговище,00,046,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,579
283500047,49,31,1,28,35,Търговище,00,047,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,385
283500048,53,13,1,28,35,Търговище,00,048,ТЪРГОВИЩЕ,с.Александрово,312.0,-,289
283500049,32,15,0,28,35,Търговище,00,049,ТЪРГОВИЩЕ,с.Алваново,215.0,-,121
283500050,97,26,1,28,35,Търговище,00,050,ТЪРГОВИЩЕ,с.Баячево,3037.0,-,797
283500051,47,18,1,28,35,Търговище,00,051,ТЪРГОВИЩЕ,с.Бистра,4159.0,-,164
283500052,55,23,8,28,35,Търговище,00,052,ТЪРГОВИЩЕ,с.Братово,6166.0,-,300
283500053,41,24,5,28,35,Търговище,00,053,ТЪРГОВИЩЕ,с.Божурка,5030.0,-,366
283500054,53,27,1,28,35,Търговище,00,054,ТЪРГОВИЩЕ,с.Буховци,7154.0,-,518
283500055,35,11,0,28,35,Търговище,00,055,ТЪРГОВИЩЕ,с.Буйново,6882.0,-,605
283500056,59,19,1,28,35,Търговище,00,056,ТЪРГОВИЩЕ,с.Васил Левски,10238.0,-,261
283500057,135,18,3,28,35,Търговище,00,057,ТЪРГОВИЩЕ,с.Вардун,10121.0,-,774
283500058,94,15,3,28,35,Търговище,00,058,ТЪРГОВИЩЕ,с.Голямо Соколово,15919.0,-,433
283500059,56,10,0,28,35,Търговище,00,059,ТЪРГОВИЩЕ,с.Голямо ново,15895.0,-,882
283500060,17,3,0,28,35,Търговище,00,060,ТЪРГОВИЩЕ,с.Горна Кабда,16225.0,-,109
283500061,27,14,0,28,35,Търговище,00,061,ТЪРГОВИЩЕ,с.Давидово,20050.0,-,270
283500062,51,13,1,28,35,Търговище,00,062,ТЪРГОВИЩЕ,с.Дългач,24520.0,-,424
283500063,43,12,1,28,35,Търговище,00,063,ТЪРГОВИЩЕ,с.Драгановец,23087.0,-,461
283500064,82,23,5,28,35,Търговище,00,064,ТЪРГОВИЩЕ,с.Дралфа,23546.0,-,435
283500065,99,20,3,28,35,Търговище,00,065,ТЪРГОВИЩЕ,с.Здравец,30644.0,-,406
283500066,41,14,0,28,35,Търговище,00,066,ТЪРГОВИЩЕ,с.Кралево,39390.0,-,490
283500067,46,8,1,28,35,Търговище,00,067,ТЪРГОВИЩЕ,с.Кралево,39390.0,-,500
283500068,58,10,1,28,35,Търговище,00,068,ТЪРГОВИЩЕ,с.Копрец,38501.0,-,270
283500069,21,7,0,28,35,Търговище,00,069,ТЪРГОВИЩЕ,с.Кошничари,39195.0,-,59
283500070,19,8,0,28,35,Търговище,00,070,ТЪРГОВИЩЕ,с.Кръшно,40395.0,-,173
283500071,56,19,0,28,35,Търговище,00,071,ТЪРГОВИЩЕ,с.Лиляк,43685.0,-,493
283500072,37,12,0,28,35,Търговище,00,072,ТЪРГОВИЩЕ,с.Лиляк,43685.0,-,440
283500073,55,17,2,28,35,Търговище,00,073,ТЪРГОВИЩЕ,с.Ловец,43935.0,-,366
283500074,43,8,0,28,35,Търговище,00,074,ТЪРГОВИЩЕ,с.Момино,48920.0,-,238
283500075,117,33,3,28,35,Търговище,00,075,ТЪРГОВИЩЕ,с.Макариополско,46190.0,-,635
283500076,16,3,0,28,35,Търговище,00,076,ТЪРГОВИЩЕ,с.Маково,46228.0,-,203
283500077,24,8,1,28,35,Търговище,00,077,ТЪРГОВИЩЕ,с.Миладиновци,48091.0,-,174
283500078,36,5,0,28,35,Търговище,00,078,ТЪРГОВИЩЕ,с.Мировец,48338.0,-,79
283500079,47,7,0,28,35,Търговище,00,079,ТЪРГОВИЩЕ,с.Надарево,51024.0,-,469
283500080,95,16,4,28,35,Търговище,00,080,ТЪРГОВИЩЕ,с.Овчарово,53223.0,-,680
283500081,35,12,1,28,35,Търговище,00,081,ТЪРГОВИЩЕ,с.Осен,54081.0,-,61
283500082,77,24,9,28,35,Търговище,00,082,ТЪРГОВИЩЕ,с.Острец,54345.0,-,387
283500083,105,16,1,28,35,Търговище,00,083,ТЪРГОВИЩЕ,с.Подгорица,57008.0,-,858
283500084,34,12,5,28,35,Търговище,00,084,ТЪРГОВИЩЕ,с.Пресяк,58298.0,-,351
283500085,40,18,2,28,35,Търговище,00,085,ТЪРГОВИЩЕ,с.Пробуда,58493.0,-,463
283500086,20,24,2,28,35,Търговище,00,086,ТЪРГОВИЩЕ,с.Пайдушко,55201.0,-,46
283500087,41,14,2,28,35,Търговище,00,087,ТЪРГОВИЩЕ,с.Пресиян,58219.0,-,206
283500088,55,9,1,28,35,Търговище,00,088,ТЪРГОВИЩЕ,с.Преселец,58195.0,-,398
283500089,9,6,2,28,35,Търговище,00,089,ТЪРГОВИЩЕ,с.Пролаз,58579.0,-,108
283500090,28,6,0,28,35,Търговище,00,090,ТЪРГОВИЩЕ,с.Певец,55662.0,-,116
283500091,65,19,0,28,35,Търговище,00,091,ТЪРГОВИЩЕ,с.Разбойна,61676.0,-,606
283500092,45,18,2,28,35,Търговище,00,092,ТЪРГОВИЩЕ,с.Ралица,62164.0,-,206
283500093,39,8,6,28,35,Търговище,00,093,ТЪРГОВИЩЕ,с.Руец,63241.0,-,897
283500094,59,9,3,28,35,Търговище,00,094,ТЪРГОВИЩЕ,с.Росина,63077.0,-,290
283500095,57,26,2,28,35,Търговище,00,095,ТЪРГОВИЩЕ,с.Стража,69599.0,-,684
283500096,76,15,0,28,35,Търговище,00,096,ТЪРГОВИЩЕ,с.Съединение,70545.0,-,354
283500097,50,10,12,28,35,Търговище,00,097,ТЪРГОВИЩЕ,с.Търновца,73701.0,-,563
283500098,11,18,2,28,35,Търговище,00,098,ТЪРГОВИЩЕ,с.Твърдинци,72148.0,-,242
283500099,8,7,1,28,35,Търговище,00,099,ТЪРГОВИЩЕ,с.Цветница,78297.0,-,100
283500100,185,26,10,28,35,Търговище,00,100,ТЪРГОВИЩЕ,с.Черковна,80741.0,-,869
283500101,30,10,7,28,35,Търговище,00,101,ТЪРГОВИЩЕ,гр.Търговище,73626.0,-,74
290900001,56,57,0,29,09,Димитровград,00,001,ХАСКОВО,гр.Димитровград,21052.0,-,538
290900002,97,42,2,29,09,Димитровград,00,002,ХАСКОВО,гр.Димитровград,21052.0,-,730
290900003,79,57,0,29,09,Димитровград,00,003,ХАСКОВО,гр.Димитровград,21052.0,-,702
290900004,43,26,0,29,09,Димитровград,00,004,ХАСКОВО,гр.Димитровград,21052.0,-,408
290900005,49,44,1,29,09,Димитровград,00,005,ХАСКОВО,гр.Димитровград,21052.0,-,530
290900006,77,28,0,29,09,Димитровград,00,006,ХАСКОВО,гр.Димитровград,21052.0,-,560
290900007,47,44,0,29,09,Димитровград,00,007,ХАСКОВО,гр.Димитровград,21052.0,-,533
290900008,48,33,0,29,09,Димитровград,00,008,ХАСКОВО,гр.Димитровград,21052.0,-,710
290900009,108,35,1,29,09,Димитровград,00,009,ХАСКОВО,гр.Димитровград,21052.0,-,789
290900010,85,64,1,29,09,Димитровград,00,010,ХАСКОВО,гр.Димитровград,21052.0,-,644
290900011,62,49,0,29,09,Димитровград,00,011,ХАСКОВО,гр.Димитровград,21052.0,-,623
290900012,72,48,1,29,09,Димитровград,00,012,ХАСКОВО,гр.Димитровград,21052.0,-,742
290900013,75,42,1,29,09,Димитровград,00,013,ХАСКОВО,гр.Димитровград,21052.0,-,759
290900014,103,67,1,29,09,Димитровград,00,014,ХАСКОВО,гр.Димитровград,21052.0,-,843
290900015,62,41,0,29,09,Димитровград,00,015,ХАСКОВО,гр.Димитровград,21052.0,-,542
290900016,86,54,1,29,09,Димитровград,00,016,ХАСКОВО,гр.Димитровград,21052.0,-,743
290900017,69,45,2,29,09,Димитровград,00,017,ХАСКОВО,гр.Димитровград,21052.0,-,723
290900018,133,56,0,29,09,Димитровград,00,018,ХАСКОВО,гр.Димитровград,21052.0,-,786
290900019,78,38,0,29,09,Димитровград,00,019,ХАСКОВО,гр.Димитровград,21052.0,-,779
290900020,52,31,1,29,09,Димитровград,00,020,ХАСКОВО,гр.Димитровград,21052.0,-,750
290900021,86,56,1,29,09,Димитровград,00,021,ХАСКОВО,гр.Димитровград,21052.0,-,743
290900022,87,45,0,29,09,Димитровград,00,022,ХАСКОВО,гр.Димитровград,21052.0,-,709
290900023,48,40,0,29,09,Димитровград,00,023,ХАСКОВО,гр.Димитровград,21052.0,-,571
290900024,81,47,2,29,09,Димитровград,00,024,ХАСКОВО,гр.Димитровград,21052.0,-,747
290900025,107,48,1,29,09,Димитровград,00,025,ХАСКОВО,гр.Димитровград,21052.0,-,871
290900026,95,60,0,29,09,Димитровград,00,026,ХАСКОВО,гр.Димитровград,21052.0,-,1089
290900027,64,38,0,29,09,Димитровград,00,027,ХАСКОВО,гр.Димитровград,21052.0,-,637
290900028,75,47,3,29,09,Димитровград,00,028,ХАСКОВО,гр.Димитровград,21052.0,-,755
290900029,67,54,1,29,09,Димитровград,00,029,ХАСКОВО,гр.Димитровград,21052.0,-,651
290900030,73,42,1,29,09,Димитровград,00,030,ХАСКОВО,гр.Димитровград,21052.0,-,730
290900031,109,72,2,29,09,Димитровград,00,031,ХАСКОВО,гр.Димитровград,21052.0,-,845
290900032,94,56,0,29,09,Димитровград,00,032,ХАСКОВО,гр.Димитровград,21052.0,-,733
290900033,73,39,1,29,09,Димитровград,00,033,ХАСКОВО,гр.Димитровград,21052.0,-,693
290900034,59,26,0,29,09,Димитровград,00,034,ХАСКОВО,гр.Димитровград,21052.0,-,514
290900035,38,31,0,29,09,Димитровград,00,035,ХАСКОВО,гр.Димитровград,21052.0,-,441
290900036,90,84,0,29,09,Димитровград,00,036,ХАСКОВО,гр.Димитровград,21052.0,-,949
290900037,101,68,3,29,09,Димитровград,00,037,ХАСКОВО,гр.Димитровград,21052.0,-,1074
290900038,108,88,1,29,09,Димитровград,00,038,ХАСКОВО,гр.Димитровград,21052.0,-,846
290900039,53,59,2,29,09,Димитровград,00,039,ХАСКОВО,гр.Димитровград,21052.0,-,726
290900040,64,44,0,29,09,Димитровград,00,040,ХАСКОВО,гр.Димитровград,21052.0,-,603
290900041,68,47,1,29,09,Димитровград,00,041,ХАСКОВО,гр.Димитровград,21052.0,-,554
290900042,105,53,2,29,09,Димитровград,00,042,ХАСКОВО,гр.Димитровград,21052.0,-,732
290900043,100,58,2,29,09,Димитровград,00,043,ХАСКОВО,гр.Димитровград,21052.0,-,722
290900044,82,67,1,29,09,Димитровград,00,044,ХАСКОВО,гр.Димитровград,21052.0,-,618
290900045,79,72,3,29,09,Димитровград,00,045,ХАСКОВО,гр.Димитровград,21052.0,-,829
290900046,78,59,4,29,09,Димитровград,00,046,ХАСКОВО,гр.Димитровград,21052.0,-,743
290900047,56,49,0,29,09,Димитровград,00,047,ХАСКОВО,гр.Димитровград,21052.0,-,717
290900048,36,35,1,29,09,Димитровград,00,048,ХАСКОВО,гр.Димитровград,21052.0,-,572
290900049,71,47,0,29,09,Димитровград,00,049,ХАСКОВО,гр.Димитровград,21052.0,-,971
290900050,66,47,2,29,09,Димитровград,00,050,ХАСКОВО,гр.Димитровград,21052.0,-,741
290900051,45,36,0,29,09,Димитровград,00,051,ХАСКОВО,гр.Димитровград,21052.0,-,761
290900052,10,5,1,29,09,Димитровград,00,052,ХАСКОВО,гр.Димитровград,21052.0,-,356
290900053,42,6,0,29,09,Димитровград,00,053,ХАСКОВО,гр.Димитровград,21052.0,-,480
290900054,56,52,0,29,09,Димитровград,00,054,ХАСКОВО,гр.Димитровград,21052.0,-,677
290900055,49,23,3,29,09,Димитровград,00,055,ХАСКОВО,гр.Димитровград,21052.0,-,541
290900056,27,18,3,29,09,Димитровград,00,056,ХАСКОВО,гр.Димитровград,21052.0,-,533
290900057,48,22,0,29,09,Димитровград,00,057,ХАСКОВО,гр.Димитровград,21052.0,-,748
290900058,16,19,0,29,09,Димитровград,00,058,ХАСКОВО,гр.Димитровград,21052.0,-,767
290900059,11,4,0,29,09,Димитровград,00,059,ХАСКОВО,гр.Димитровград,21052.0,-,32
290900060,48,14,5,29,09,Димитровград,00,060,ХАСКОВО,с.Златополе,31156.0,-,344
290900061,8,21,0,29,09,Димитровград,00,061,ХАСКОВО,с.Райново,61889.0,-,67
290900062,80,37,1,29,09,Димитровград,00,062,ХАСКОВО,с.Добрич,21539.0,-,503
290900063,80,25,1,29,09,Димитровград,00,063,ХАСКОВО,с.Добрич,21539.0,-,475
290900064,42,30,0,29,09,Димитровград,00,064,ХАСКОВО,с.Каснаково,36573.0,-,358
290900065,16,6,1,29,09,Димитровград,00,065,ХАСКОВО,с.Светлина,65574.0,-,50
290900066,52,40,0,29,09,Димитровград,00,066,ХАСКОВО,с.Горски извор,17141.0,-,482
290900067,96,43,5,29,09,Димитровград,00,067,ХАСКОВО,с.Горски извор,17141.0,-,670
290900068,135,24,0,29,09,Димитровград,00,068,ХАСКОВО,с.Крум,39966.0,-,372
290900069,46,25,0,29,09,Димитровград,00,069,ХАСКОВО,с.Ябълково,87076.0,-,488
290900070,57,27,1,29,09,Димитровград,00,070,ХАСКОВО,с.Ябълково,87076.0,-,753
290900071,57,38,1,29,09,Димитровград,00,071,ХАСКОВО,с.Сталево,68669.0,-,345
290900072,86,51,1,29,09,Димитровград,00,072,ХАСКОВО,с.Скобелево,66831.0,-,450
290900073,28,35,0,29,09,Димитровград,00,073,ХАСКОВО,с.Върбица,76087.0,-,289
290900074,38,9,0,29,09,Димитровград,00,074,ХАСКОВО,с.Бодрово,4844.0,-,226
290900075,17,13,0,29,09,Димитровград,00,075,ХАСКОВО,с.Великан,10375.0,-,84
290900076,59,31,0,29,09,Димитровград,00,076,ХАСКОВО,гр.Меричлери,47843.0,-,436
290900077,48,44,1,29,09,Димитровград,00,077,ХАСКОВО,гр.Меричлери,47843.0,-,502
290900078,55,33,2,29,09,Димитровград,00,078,ХАСКОВО,гр.Меричлери,47843.0,-,605
290900079,40,18,2,29,09,Димитровград,00,079,ХАСКОВО,с.Длъгнево,21258.0,-,126
290900080,70,22,0,29,09,Димитровград,00,080,ХАСКОВО,с.Крепост,39668.0,-,684
290900081,46,47,0,29,09,Димитровград,00,081,ХАСКОВО,с.Крепост,39668.0,-,628
290900082,66,60,3,29,09,Димитровград,00,082,ХАСКОВО,с.Черногорово,81092.0,-,805
290900083,44,16,0,29,09,Димитровград,00,083,ХАСКОВО,с.Воден,11644.0,-,270
290900084,34,22,2,29,09,Димитровград,00,084,ХАСКОВО,с.Бряст,6762.0,-,146
290900085,39,39,3,29,09,Димитровград,00,085,ХАСКОВО,с.Здравец,30658.0,-,175
290900086,108,46,5,29,09,Димитровград,00,086,ХАСКОВО,с.Странско,69691.0,-,414
290900087,106,42,1,29,09,Димитровград,00,087,ХАСКОВО,с.Радиево,61368.0,-,862
290900088,37,27,1,29,09,Димитровград,00,088,ХАСКОВО,с.Голямо Асеново,15792.0,-,245
290900089,13,21,0,29,09,Димитровград,00,089,ХАСКОВО,с.Малко Асеново,46543.0,-,95
290900090,61,55,0,29,09,Димитровград,00,090,ХАСКОВО,с.Брод,6547.0,-,621
290900091,48,35,2,29,09,Димитровград,00,091,ХАСКОВО,с.Долно Белево,22561.0,-,229
291100001,132,70,4,29,11,Ивайловград,00,001,ХАСКОВО,гр.Ивайловград,32024.0,-,684
291100002,99,78,2,29,11,Ивайловград,00,002,ХАСКОВО,гр.Ивайловград,32024.0,-,755
291100003,137,105,4,29,11,Ивайловград,00,003,ХАСКОВО,гр.Ивайловград,32024.0,-,1104
291100004,102,71,4,29,11,Ивайловград,00,004,ХАСКОВО,гр.Ивайловград,32024.0,-,725
291100005,103,59,5,29,11,Ивайловград,00,005,ХАСКОВО,гр.Ивайловград,32024.0,-,458
291100006,71,31,4,29,11,Ивайловград,00,006,ХАСКОВО,с.Свирачи,65704.0,-,307
291100007,16,6,0,29,11,Ивайловград,00,007,ХАСКОВО,с.Орешино,53789.0,-,42
291100008,5,10,0,29,11,Ивайловград,00,008,ХАСКОВО,с.Драбишна,23056.0,-,70
291100009,19,18,0,29,11,Ивайловград,00,009,ХАСКОВО,с.Славеево,66932.0,-,233
291100010,24,6,0,29,11,Ивайловград,00,010,ХАСКОВО,с.Покрован,57145.0,-,98
291100011,9,6,2,29,11,Ивайловград,00,011,ХАСКОВО,с.Хухла,77520.0,-,49
291100012,18,6,0,29,11,Ивайловград,00,012,ХАСКОВО,с.Камилски дол,35997.0,-,60
291100013,17,7,1,29,11,Ивайловград,00,013,ХАСКОВО,с.Черни рид,80995.0,-,78
291100014,15,6,0,29,11,Ивайловград,00,014,ХАСКОВО,с.Попско,57769.0,-,86
291100015,24,16,2,29,11,Ивайловград,00,015,ХАСКОВО,с.Белополци,3681.0,-,302
291100016,11,6,2,29,11,Ивайловград,00,016,ХАСКОВО,с.Конници,38317.0,-,73
291100017,9,4,0,29,11,Ивайловград,00,017,ХАСКОВО,с.Глумово,15179.0,-,89
291100018,14,4,0,29,11,Ивайловград,00,018,ХАСКОВО,с.Мандрица,47069.0,-,64
291100019,28,19,1,29,11,Ивайловград,00,019,ХАСКОВО,с.Долно Луково,22705.0,-,83
291100020,11,8,0,29,11,Ивайловград,00,020,ХАСКОВО,с.Меден бук,47545.0,-,53
291100021,32,20,0,29,11,Ивайловград,00,021,ХАСКОВО,с.Белополяне,3695.0,-,118
291100022,24,24,1,29,11,Ивайловград,00,022,ХАСКОВО,с.Плевун,55748.0,-,133
291100023,23,8,0,29,11,Ивайловград,00,023,ХАСКОВО,с.Кондово,38248.0,-,247
291100024,11,11,0,29,11,Ивайловград,00,024,ХАСКОВО,с.Кобилино,37410.0,-,22
291100025,23,9,1,29,11,Ивайловград,00,025,ХАСКОВО,с.Железино,29101.0,-,514
291100026,5,17,0,29,11,Ивайловград,00,026,ХАСКОВО,с.Планинец,56633.0,-,257
291100027,22,8,1,29,11,Ивайловград,00,027,ХАСКОВО,с.Гугутка,18054.0,-,294
291100028,9,2,2,29,11,Ивайловград,00,028,ХАСКОВО,с.Розино,62935.0,-,164
291700001,95,87,1,29,17,Любимец,00,001,ХАСКОВО,гр.Любимец,44570.0,-,884
291700002,74,42,0,29,17,Любимец,00,002,ХАСКОВО,гр.Любимец,44570.0,-,703
291700003,94,115,4,29,17,Любимец,00,003,ХАСКОВО,гр.Любимец,44570.0,-,761
291700004,105,111,2,29,17,Любимец,00,004,ХАСКОВО,гр.Любимец,44570.0,-,783
291700005,73,87,1,29,17,Любимец,00,005,ХАСКОВО,гр.Любимец,44570.0,-,623
291700006,87,117,0,29,17,Любимец,00,006,ХАСКОВО,гр.Любимец,44570.0,-,743
291700007,112,106,2,29,17,Любимец,00,007,ХАСКОВО,гр.Любимец,44570.0,-,712
291700008,35,59,2,29,17,Любимец,00,008,ХАСКОВО,гр.Любимец,44570.0,-,359
291700009,36,61,8,29,17,Любимец,00,009,ХАСКОВО,гр.Любимец,44570.0,-,1015
291700010,41,45,0,29,17,Любимец,00,010,ХАСКОВО,с.Лозен,44077.0,-,368
291700011,52,55,5,29,17,Любимец,00,011,ХАСКОВО,с.Белица,3544.0,-,261
291700012,22,42,1,29,17,Любимец,00,012,ХАСКОВО,с.Георги Добрево,14787.0,-,177
291700013,23,14,4,29,17,Любимец,00,013,ХАСКОВО,с.Йерусалимово,34014.0,-,109
291700014,75,40,1,29,17,Любимец,00,014,ХАСКОВО,с.Малко градище,46574.0,-,469
291700015,37,46,3,29,17,Любимец,00,015,ХАСКОВО,с.Вълче поле,12560.0,-,196
291700016,13,12,0,29,17,Любимец,00,016,ХАСКОВО,с.Дъбовец,24311.0,-,41
291700017,70,65,7,29,17,Любимец,00,017,ХАСКОВО,с.Оряхово,54033.0,-,235
291700018,2,26,1,29,17,Любимец,00,018,ХАСКОВО,с.Васково,10286.0,-,69
291800001,104,42,5,29,18,Маджарово,00,001,ХАСКОВО,гр.Маджарово,46084.0,-,590
291800002,43,23,1,29,18,Маджарово,00,002,ХАСКОВО,с.Бориславци,5503.0,-,215
291800003,16,8,0,29,18,Маджарово,00,003,ХАСКОВО,с.Горно поле,16907.0,-,39
291800004,28,10,1,29,18,Маджарово,00,004,ХАСКОВО,с.Долни Главанак,22375.0,-,309
291800005,16,19,2,29,18,Маджарово,00,005,ХАСКОВО,с.Долно Съдиево,22856.0,-,351
291800006,21,8,0,29,18,Маджарово,00,006,ХАСКОВО,с.Ефрем,27663.0,-,79
291800007,13,20,0,29,18,Маджарово,00,007,ХАСКОВО,с.Златоустово,31173.0,-,95
291800008,13,17,0,29,18,Маджарово,00,008,ХАСКОВО,с.Тополово,72792.0,-,445
291800009,8,4,0,29,18,Маджарово,00,009,ХАСКОВО,с.Малко Брягово,46557.0,-,69
291800010,8,9,0,29,18,Маджарово,00,010,ХАСКОВО,с.Ръженово,63584.0,-,207
291800011,15,5,0,29,18,Маджарово,00,011,ХАСКОВО,с.Селска поляна,66086.0,-,179
291800012,19,2,0,29,18,Маджарово,00,012,ХАСКОВО,с.Сеноклас,66233.0,-,74
291800013,10,11,0,29,18,Маджарово,00,013,ХАСКОВО,с.Горни Главанак,16496.0,-,153
291900001,77,54,1,29,19,Минерални бани,00,001,ХАСКОВО,с.Минерални бани,48297.0,-,502
291900002,93,40,2,29,19,Минерални бани,00,002,ХАСКОВО,с.Минерални бани,48297.0,-,558
291900003,97,46,3,29,19,Минерални бани,00,003,ХАСКОВО,с.Сусам,70250.0,-,424
291900004,98,11,6,29,19,Минерални бани,00,004,ХАСКОВО,с.Татарево,72103.0,-,436
291900005,28,13,0,29,19,Минерални бани,00,005,ХАСКОВО,с.Брястово,6803.0,-,168
291900006,29,16,2,29,19,Минерални бани,00,006,ХАСКОВО,с.Спахиево,68237.0,-,138
291900007,22,6,0,29,19,Минерални бани,00,007,ХАСКОВО,с.Сираково,66634.0,-,158
291900008,18,7,0,29,19,Минерални бани,00,008,ХАСКОВО,с.Сираково,66634.0,-,85
291900009,52,17,3,29,19,Минерални бани,00,009,ХАСКОВО,с.Колец,38042.0,-,212
291900010,185,11,5,29,19,Минерални бани,00,010,ХАСКОВО,с.Сърница,70651.0,-,624
291900011,105,20,5,29,19,Минерални бани,00,011,ХАСКОВО,с.Караманци,36325.0,-,744
291900012,77,13,6,29,19,Минерални бани,00,012,ХАСКОВО,с.Караманци,36325.0,-,616
291900013,149,10,2,29,19,Минерални бани,00,013,ХАСКОВО,с.Винево,11106.0,-,331
291900014,158,15,7,29,19,Минерални бани,00,014,ХАСКОВО,с.Ангел войвода,446.0,-,534
