sid,ГЕРБ-СДС,ПП/ДБ,ВЪЗР,ДПС-Пеев,БСП,ДПС-Доган,ИТН,МЕЧ,ВЕЛИЧИЕ,npn,invalid,СИНЯ БЪЛГАРИЯ,БВ,РУСОФИЛИ ЗА БГ,ПРЯКА ДЕМОКРАЦИЯ,ГЛАС НАРОДЕН,"РБ, ССД и ЗС",ЗЕЛЕНИТЕ,АТАКА,МОЯ СТРАНА БЪЛГАРИЯ,НП ИСИ,ПРАВОТО,ДОСТ,БНС-НД,КОЙ,Чавдар Попов (нез.),Булгари,БСДД,СПБП,БТР,БРИГАДА,region,municipality,admin_reg,station,region_name,municipality_name,place,ekatte,address,eligible_voters
174000005,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,17,40,00,005,17. ПЛОВДИВ област,Перущица,гр.Перущица,55909,"ГР.ПЕРУЩИЦА, Читалище Просвета-1876, пл.27-ми Априлий №1",755
174100007,0,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,17,41,00,007,17. ПЛОВДИВ област,Стамболийски,гр.Стамболийски,51980,"ГР.СТАМБОЛИЙСКИ, ЦДГ Слънце, ул. Перущица  №10",633
174100008,-1,0,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,17,41,00,008,17. ПЛОВДИВ област,Стамболийски,гр.Стамболийски,51980,"ГР.СТАМБОЛИЙСКИ, ОУ Христо Смирненски, ул. Г.Гурко  №5",736
174100027,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,17,41,00,027,17. ПЛОВДИВ област,Стамболийски,гр.Стамболийски,51980,Община Стамболийски с териториален обхват община Стамболийски,15
174300013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,17,43,00,013,17. ПЛОВДИВ област,Сопот,гр.Сопот,68080,Териториален обхват община Сопот,13
181100007,1,1,0,1,0,1,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,11,00,007,18. РАЗГРАД,Завет,гр.Завет,30065,"ГР.ЗАВЕТ, ул. Кирил и Методий  №64 - пенсионерски клуб №2",733
181100014,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,11,00,014,18. РАЗГРАД,Завет,с.Сушево,70384,"С.СУШЕВО, ул. Трети март   №42 - ОУ  В.Левски ",522
181100015,0,0,0,0,0,2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,11,00,015,18. РАЗГРАД,Завет,гр.Завет,30065,"ул. “Лудогорие“ № 19, Дирекция „Социално подпомагане“",78
181100016,0,0,0,-1,0,-3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,11,00,016,18. РАЗГРАД,Завет,с.Брестовене,6481,"ул. „Н. Й. Вапцаров“ № 4, Кметство",49
181600016,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,16,00,016,18. РАЗГРАД,Кубрат,гр.Кубрат,40422,"ГР.КУБРАТ, СУ  Хр.Ботев - нова сграда,ет.1",781
181600038,0,0,0,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,16,00,038,18. РАЗГРАД,Кубрат,гр.Кубрат,40422,"гр. Кубрат, СУ „Христо Ботев“",14
181700002,0,0,0,1,0,3,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,17,00,002,18. РАЗГРАД,Лозница,с.Веселина,10759,"С.ВЕСЕЛИНА, ул .Христо Ботев №46 - кметство",1455
181700023,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,17,00,023,18. РАЗГРАД,Лозница,гр.Лозница,44166,"ул. „Васил Левски“ № 6, стая № 204. ",13
182600040,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,26,00,040,18. РАЗГРАД,Разград,гр.Разград,61710,"ГР.РАЗГРАД, ул. Отец Паисий №6-ОУ Отец Паисий ",945
182600045,-1,0,0,0,-2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,26,00,045,18. РАЗГРАД,Разград,гр.Разград,61710,"ГР.РАЗГРАД, ул. Цар Симеон  №8- Детска ясла  Звездици ",758
182600050,1,0,0,0,0,0,1,0,0,0,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,26,00,050,18. РАЗГРАД,Разград,гр.Разград,61710,"ГР.РАЗГРАД, ул. Дъбрава №2-СУ Христо Ботев ",984
182600061,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,26,00,061,18. РАЗГРАД,Разград,гр.Разград,61710,"ГР.РАЗГРАД, ж.к. Орел  - ДЯ  Слънчево детство ",899
182900013,0,0,0,0,0,1,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,29,00,013,18. РАЗГРАД,Самуил,с.Хума,77517,"С.ХУМА, ул. Гео Милев  №25 -Народно Читалище  В.Левски ",395
182900017,3,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,29,00,017,18. РАЗГРАД,Самуил,с.Богданци,4666,"Народно читалище „Просвета“, ул. „Георги Бенковски“ № 14",22
182900019,0,0,0,0,-1,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,29,00,019,18. РАЗГРАД,Самуил,с.Владимировци,11449,"ОУ „Христо Ботев“, ул. „Христо Ботев“ № 2",43
182900022,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,29,00,022,18. РАЗГРАД,Самуил,с.Ножарово,52341,"Административна сграда на Кметство - с. Ножарово, ул. „В. Телешкова“ № 1",28
183600010,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,36,00,010,18. РАЗГРАД,Цар Калоян,гр.Цар Калоян,77308,ул. “Освобождение“ СУ „Христо Ботев“,96
183600011,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,36,00,011,18. РАЗГРАД,Цар Калоян,с.Езерче,27156,"ул. „Д. Дебелянов“ № 1, ОУ „Св. П. Хилендарски“",39
190300002,-1,1,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,03,00,002,19. РУСЕ,Борово,гр.Борово,5611,"ГР.БОРОВО, бул.  Шести септември  №35Б, Читалище  Искра ",553
190400001,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,04,00,001,19. РУСЕ,Бяла,гр.Бяла,7603,"ГР.БЯЛА, ул.  Трайчо Костов  №1, етаж 1 /източно крило/, Арт център Бяла",381
190400013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,-1,19,04,00,013,19. РУСЕ,Бяла,гр.Бяла,7603,"ГР.БЯЛА, ул.  Дряново  №4, Държавна психиатрична болница",43
190400024,1,0,1,-1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,04,00,024,19. РУСЕ,Бяла,с.Дряновец,23916,"С.ДРЯНОВЕЦ, пл.  Алеко  №3, Общностен център, етаж 1",464
190500001,0,-4,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0,0,0,0,0,19,05,00,001,19. РУСЕ,Ветово,гр.Ветово,10803,"ГР.ВЕТОВО, ул.  Трети март  №6, Ритуална зала",585
190500011,0,0,0,0,0,-2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,05,00,011,19. РУСЕ,Ветово,гр.Глоджево,15151,"ГР.ГЛОДЖЕВО, ул.  Димитър Благоев  №38, Училище - южен вход",516
190500021,0,0,0,1,0,2,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,05,00,021,19. РУСЕ,Ветово,с.Смирненски,67578,"С.СМИРНЕНСКИ, ул.  Цар Асен  №10, Нов пенсионерски клуб",658
190800014,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,08,00,014,19. РУСЕ,Две могили,с.Чилнов,81373,"С.ЧИЛНОВ, ул.  Георги Димитров  №17А, Читалище",350
191300016,0,1,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,19,13,00,016,19. РУСЕ,Иваново,с.Нисово,51768,"С.НИСОВО, ул.  Цар Освободител  №34, Пенсионерски клуб, етаж 1",92
192700020,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,020,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Велико Търново  №19, ОУ  Любен Каравелов ",864
192700025,0,3,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,025,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Борисова  №22, ПГ по икономика и управление  Елиас Канети ",730
192700028,0,0,0,1,0,0,0,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,19,27,00,028,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Цар Самуил  №3, Средно общообразователно духовно у-ще  Саид паша ",700
192700031,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,031,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, пл.  В. Левски  №1, ПГ по речно корабостроене и корабоплаване",726
192700039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,039,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, бул.  Цар Освободител  №185, ВУ по агробизнес и развитие на регионите",589
192700047,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,047,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Българска морава  №6, ОУ  Ангел Кънчев ",816
192700050,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,050,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Българска морава  №6, ОУ  Ангел Кънчев ",794
192700054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,054,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, бул.  България  №96, ОУ  Алеко Константинов ",806
192700062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,062,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, кв.  Дружба - 1 , ул.  Гео Милев  №1, СУ  Васил Левски ",821
192700066,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,066,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, кв.  Дружба - 1 , ул.  Гео Милев  №1, СУ  Васил Левски ",772
192700069,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,069,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, кв.  Дружба - 1 , ул.  Гео Милев  №1, СУ  Васил Левски ",686
192700085,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,085,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, кв.  Чародейка , ул.  Никола Табаков  №4, ОУ  Никола Обретенов ",795
192700087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.0,0,0,0,0,0,19,27,00,087,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, кв.  Чародейка , ул.  Никола Табаков  №4, ОУ  Никола Обретенов ",722
192700103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,103,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Сърнена гора  №36, ОУ  Олимпи Панов ",759
192700104,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,104,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Сърнена гора  №36, ОУ  Олимпи Панов ",771
192700110,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,110,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Шумнатица  №4, Детска градина  Русалка - 1 ",693
192700115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,0,0,0,19,27,00,115,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Д. Дебелянов  №78, Детска градина  Пинокио  - филиал",631
192700119,-1,0,0,1,0,0,0,1,0,-5,-3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,19,27,00,119,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Байкал  №2, ОУ  Тома Кърджиев ",554
192700121,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,121,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, кв.  Здравец , ул.  З. Стоянов  №5, Клуб на пенсионера",742
192700148,0,1,1,0,0,0,0,1,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,148,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Студентска  №2, СУ  Възраждане ",760
192700152,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,152,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Студентска  №2, СУ  Възраждане ",621
192700160,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,160,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ал.  Възраждане  №54, ОУ  Братя Миладинови ",676
192700164,0,0,0,0,0,0,0,1,0,1,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,164,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ул.  Студентска  №10, СУЕЕ  Св. Константин-Кирил Философ ",679
192700165,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,165,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ал.  Възраждане  №54, ОУ  Братя Миладинови ",495
192700166,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,166,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ал.  Възраждане  №54, ОУ  Братя Миладинови ",689
192700172,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,19,27,00,172,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, бул. Тутракан  №20,Център за социална рехабилитация и интеграция(стол)",533
192700175,1,0,0,0,0,0,0,0,-8,4,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,6,0,0,0,0,19,27,00,175,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, кв.  Средна кула , Читалище",574
192700176,1,0,0,0,1,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,176,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, кв.  Средна кула , Читалище",646
192700196,0,0,0,-3,1,0,-1,-2,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,-1,0,0,0,19,27,00,196,19. РУСЕ,Русе,с.Ново село,52235,"С.НОВО СЕЛО, ул.  Трети март  №35, Клуб на БЗНС",448
192700198,1,0,1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,198,19. РУСЕ,Русе,с.Сандрово,65348,"С.САНДРОВО, ул.  Хан Аспарух  №22, Детски спортен център - волейболна зала",520
192700206,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,206,19. РУСЕ,Русе,с.Червена вода,80460,"С.ЧЕРВЕНА ВОДА, ул.  Г. С. Раковски  №69, Кметство",518
192700209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,209,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, бул.  Трети март  №55, Старчески дом  ПРИСТА ",96
192700210,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,210,19. РУСЕ,Русе,гр.Русе,63427,"ГР.РУСЕ, ал.  Възраждане  №86, Старчески дом  ВЪЗРАЖДАНЕ ",185
192700212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0,0,0,0,0,19,27,00,212,19. РУСЕ,Русе,гр.Русе,63427,гр. Русе,45
193300004,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,33,00,004,19. РУСЕ,Сливо поле,гр.Сливо поле,67444,"ГР.СЛИВО ПОЛЕ, ул.  Дружба  №25, Бивш клуб на пенсионера",696
193300011,1,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,33,00,011,19. РУСЕ,Сливо поле,с.Малко Враново,46560,"С.МАЛКО ВРАНОВО, ул.  Възраждане  №35, Читалище",818
193300016,0,0,-1,0,-1,0,0,-2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,33,00,016,19. РУСЕ,Сливо поле,с.Ряхово,63668,"С.РЯХОВО, ул.  Цар Самуил  №19, Клуб на пенсионера",327
200100202,2,0,1,0,1,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,01,00,202,20. СИЛИСТРА,Алфатар,гр.Алфатар,415,"гр. Алфатар, ул. Йордан Петров 15, НЧ Йордан Йовков 1894",448
200100205,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,20,01,00,205,20. СИЛИСТРА,Алфатар,с.Бистра,4145,"с. Бистра ,ул. Първа 6, Кметство на с. Бистра",380
200100209,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,1,20,01,00,209,20. СИЛИСТРА,Алфатар,с.Чуковец,81712,"с. Чуковец, ул. Първа 3А, Кмество",348
200700324,0,0,0,0,-1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,07,00,324,20. СИЛИСТРА,Главиница,с.Суходол,70336,"с. Суходол, ул. Първа 31, Читалище",764
200700326,-1,0,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,07,00,326,20. СИЛИСТРА,Главиница,гр.Главиница,15031,"гр. Главиница, ул. Оборище 57",134
201000432,2,0,0,0,0,1,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,10,00,432,20. СИЛИСТРА,Дулово,с.Яребица,87504,"с. Яребица, ул. Първа 35, Ритуална зала",642
201500513,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,15,00,513,20. СИЛИСТРА,Кайнарджа,с.Средище,68357,"с. Средище, ул. Цанко Церковски 1, Училище",631
203100110,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,31,00,110,20. СИЛИСТРА,Силистра,гр.Силистра,66425,"гр. Силистра, ул. Серес 4, Социален комплекс",595
203100114,0,0,0,0,1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,31,00,114,20. СИЛИСТРА,Силистра,гр.Силистра,66425,"гр. Силистра, ул. Дръстър 38, СУ Н.Й. Вапцаров",555
203100132,1,0,0,0,1,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,31,00,132,20. СИЛИСТРА,Силистра,гр.Силистра,66425,"гр. Силистра, ул. Петър Бояджиев 29, ПГМТ Владимир Комаров",786
203100138,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,31,00,138,20. СИЛИСТРА,Силистра,гр.Силистра,66425,"гр. Силистра, ул. Черно море 10А, Спортно училище Дръстър",714
203100147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,-1,20,31,00,147,20. СИЛИСТРА,Силистра,гр.Силистра,66425,"гр. Силистра, бул. Македония 140, ПГС Пеньо Пенев",679
203100179,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,31,00,179,20. СИЛИСТРА,Силистра,с.Калипетрово,41143,"с. Калипетрово, ул. Рашко Блъсков 86, Читалище Пробуда",481
203100190,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,31,00,190,20. СИЛИСТРА,Силистра,с.Срацимир,68254,"с. Срацимир, ул. Втора 1, Сграда на гражданска защита",153
203400701,0,0,0,0,1,0,0,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,34,00,701,20. СИЛИСТРА,Тутракан,гр.Тутракан,73496,"гр. Тутракан, ул. Димитър Благоев 51, Общински център за извън класни дейности",520
203400719,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,34,00,719,20. СИЛИСТРА,Тутракан,с.Шуменци,83524,"с. Шуменци, ул. Георги Димитров 7, Пенсионерски клуб",424
211100004,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,11,00,004,21. СЛИВЕН,Котел,с.Градец,17436,"С.ГРАДЕЦ, Основно училище - начален курс",919
211100006,-1,0,0,0,0,0,0,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,11,00,006,21. СЛИВЕН,Котел,с.Градец,17436,"С.ГРАДЕЦ, Основно училище - начален курс",805
211100013,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,11,00,013,21. СЛИВЕН,Котел,гр.Котел,39030,"ГР.КОТЕЛ, СУ - Начален курс",798
211100016,0,0,0,-3,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,11,00,016,21. СЛИВЕН,Котел,гр.Котел,39030,"ГР.КОТЕЛ, СУ - Начален курс",911
211600036,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,16,00,036,21. СЛИВЕН,Нова Загора,с.Баня,2734,"С.БАНЯ, ОУ  Злати Терзиев ",703
212000010,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,20,00,010,21. СЛИВЕН,Сливен,гр.Сливен,67338,"ГР.СЛИВЕН, ул.  Московска  №6б, ОУ  Христо Ботев ",437
212000053,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,20,00,053,21. СЛИВЕН,Сливен,гр.Сливен,67338,"ГР.СЛИВЕН, ул.  Петко Д. Петков  № 36, ОУ  Димитър Петров ",717
212000063,1,-1,0,0,2,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,20,00,063,21. СЛИВЕН,Сливен,гр.Сливен,67338,"ГР.СЛИВЕН, кв.  Българка , СУ  Йордан Йовков ",785
212000064,2,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,20,00,064,21. СЛИВЕН,Сливен,гр.Сливен,67338,"ГР.СЛИВЕН, кв.  Българка , СУ  Йордан Йовков ",708
212000084,-1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,20,00,084,21. СЛИВЕН,Сливен,гр.Сливен,67338,"ГР.СЛИВЕН, ЖК  Дружба , СУ  К. Константинов ",515
212000115,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,20,00,115,21. СЛИВЕН,Сливен,гр.Сливен,67338,"ГР.СЛИВЕН, ул. Гоце Делчев № 1, ОУ Братя Миладинови ",983
