sid,ГЕРБ-СДС,ДПС,ПП/ДБ,ВЪЗР,БСП,ИТН,ВЕЛИЧИЕ,МЕЧ,npn,invalid,СИНЯ БЪЛГАРИЯ,СОЛИДАРНА БГ,ЦЕНТЪР,ВМРО БНД,ЛЕВИЦАТА,БВ,ЗЕЛЕНО ДВИЖЕНИЕ,ГЛАС НАРОДЕН,НИЕ ИДВАМЕ,ЗЕЛЕНИТЕ,ПРЯКА ДЕМОКРАЦИЯ,ЕДИНЕНИЕ,НИЕ ГРАЖДАНИТЕ,БЪЛГАРСКИ ГЛАСЪ,ГРАЖДАНСКИ БЛОК,НП ИСИ,НЕУТРАЛНА БЪЛГАРИЯ,ОБЩЕСТВО ЗА НОВА БГ,КОАЛИЦИЯ НА РОЗАТА,БНС-НД,ЗА ВЕЛИКА БЪЛГАРИЯ,БСДД,БНО,region,municipality,admin_reg,station,region_name,ekatte,place,address,municipality_name,eligible_voters
271200059,58.0,1.0,13.0,64.0,21.0,15.0,25.0,6.0,5.0,5,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,12,00,059,27. СТАРА ЗАГОРА,83199,гр.Шипка,гр. ШИПКА клуб на пенсионера,Казанлък,535
271200082,44.0,60.0,10.0,51.0,24.0,11.0,28.0,5.0,2.0,13,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,12,00,082,27. СТАРА ЗАГОРА,6848,с.Бузовград,с. БУЗОВГРАД ОУ  Васил Левски ,Казанлък,910
271200083,32.0,139.0,16.0,29.0,13.0,3.0,12.0,7.0,8.0,11,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27,12,00,083,27. СТАРА ЗАГОРА,6848,с.Бузовград,с. БУЗОВГРАД ОУ  Васил Левски ,Казанлък,900
271200063,20.0,5.0,15.0,32.0,30.0,13.0,4.0,4.0,2.0,4,1.0,0.0,0.0,3.0,5.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,12,00,063,27. СТАРА ЗАГОРА,15864,с.Голямо Дряново,с. ГОЛЯМО ДРЯНОВО НЧ  Зора-1902 ,Казанлък,219
271200075,21.0,7.0,6.0,5.0,11.0,9.0,4.0,4.0,1.0,5,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,12,00,075,27. СТАРА ЗАГОРА,16780,с.Горно Изворово,с. ГОРНО ИЗВОРОВО кметството,Казанлък,177
271200085,48.0,53.0,15.0,23.0,18.0,8.0,1.0,10.0,7.0,9,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,27,12,00,085,27. СТАРА ЗАГОРА,49076,с.Горно Черковище,с. ГОРНО ЧЕРКОВИЩЕ Пенсионерски клуб,Казанлък,1004
271200074,44.0,109.0,16.0,10.0,2.0,5.0,12.0,0.0,5.0,11,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,12,00,074,27. СТАРА ЗАГОРА,22633,с.Долно изворово,с. ДОЛНО ИЗВОРОВО Старото училище,Казанлък,577
271200086,39.0,59.0,8.0,27.0,12.0,8.0,13.0,1.0,5.0,5,0.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,12,00,086,27. СТАРА ЗАГОРА,24075,с.Дунавци,с. ДУНАВЦИ Пенсионерски клуб,Казанлък,447
271200072,93.0,24.0,20.0,66.0,29.0,28.0,12.0,10.0,6.0,6,4.0,4.0,5.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27,12,00,072,27. СТАРА ЗАГОРА,27499,с.Енина,с. ЕНИНА кметството,Казанлък,927
271200073,84.0,8.0,27.0,56.0,24.0,21.0,24.0,6.0,9.0,11,3.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27,12,00,073,27. СТАРА ЗАГОРА,27499,с.Енина,с. ЕНИНА кметството,Казанлък,1000
271200060,49.0,85.0,14.0,18.0,7.0,15.0,11.0,3.0,3.0,7,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27,12,00,060,27. СТАРА ЗАГОРА,38563,с.Копринка,с. КОПРИНКА ОУ  Кирил и Методий ,Казанлък,686
271200061,62.0,60.0,16.0,25.0,7.0,7.0,8.0,4.0,8.0,8,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,12,00,061,27. СТАРА ЗАГОРА,38563,с.Копринка,с. КОПРИНКА ОУ  Кирил и Методий ,Казанлък,753
271200062,32.0,93.0,13.0,9.0,11.0,4.0,7.0,18.0,7.0,6,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27,12,00,062,27. СТАРА ЗАГОРА,38563,с.Копринка,с. КОПРИНКА ОУ  Кирил и Методий ,Казанлък,786
271200079,44.0,115.0,9.0,45.0,13.0,8.0,12.0,14.0,10.0,12,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27,12,00,079,27. СТАРА ЗАГОРА,40868,с.Кънчево,с. КЪНЧЕВО ОУ  Св. св. Кирил и Методий ,Казанлък,978
271200077,63.0,10.0,18.0,43.0,11.0,7.0,11.0,6.0,4.0,4,0.0,1.0,1.0,2.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27,12,00,077,27. СТАРА ЗАГОРА,53179,с.Овощник,с. ОВОЩНИК ОУ  Д-р Петър Берон ,Казанлък,672
271200078,64.0,5.0,19.0,37.0,13.0,17.0,4.0,10.0,9.0,4,1.0,1.0,4.0,16.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,27,12,00,078,27. СТАРА ЗАГОРА,53179,с.Овощник,с. ОВОЩНИК ОУ  Д-р Петър Берон ,Казанлък,713
271200081,129.0,32.0,17.0,70.0,26.0,22.0,19.0,12.0,8.0,15,3.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27,12,00,081,27. СТАРА ЗАГОРА,62983,с.Розово,с. РОЗОВО пенсионерски клуб,Казанлък,899
271200080,23.0,56.0,9.0,21.0,6.0,7.0,6.0,8.0,8.0,14,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27,12,00,080,27. СТАРА ЗАГОРА,63570,с.Ръжена,с. РЪЖЕНА ОбУ  Св. св. Кирил и Методий ,Казанлък,888
271200084,40.0,1.0,5.0,14.0,12.0,4.0,3.0,2.0,6.0,7,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,12,00,084,27. СТАРА ЗАГОРА,68446,с.Средногорово,с. СРЕДНОГОРОВО кметството,Казанлък,161
271200067,9.0,204.0,4.0,9.0,3.0,2.0,3.0,6.0,1.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,27,12,00,067,27. СТАРА ЗАГОРА,77027,с.Хаджидимитрово,с. ХАДЖИДИМИТРОВО ОУ  Св. Паисий Хилендарски ,Казанлък,711
271200068,18.0,184.0,7.0,8.0,9.0,7.0,4.0,5.0,9.0,15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,12,00,068,27. СТАРА ЗАГОРА,77027,с.Хаджидимитрово,с. ХАДЖИДИМИТРОВО ОУ  Св. Паисий Хилендарски ,Казанлък,607
271200076,48.0,5.0,22.0,31.0,5.0,24.0,24.0,8.0,5.0,5,2.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,27,12,00,076,27. СТАРА ЗАГОРА,80532,с.Черганово,с. ЧЕРГАНОВО Пенсионерски клуб,Казанлък,758
271200065,24.0,69.0,7.0,23.0,12.0,7.0,12.0,6.0,3.0,6,1.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27,12,00,065,27. СТАРА ЗАГОРА,83106,с.Шейново,с. ШЕЙНОВО ОУ  Д-р Петър Берон ,Казанлък,821
271200066,24.0,99.0,6.0,26.0,14.0,3.0,5.0,14.0,3.0,6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27,12,00,066,27. СТАРА ЗАГОРА,83106,с.Шейново,с. ШЕЙНОВО ОУ  Д-р Петър Берон ,Казанлък,765
271200064,38.0,139.0,12.0,19.0,5.0,9.0,4.0,5.0,10.0,12,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27,12,00,064,27. СТАРА ЗАГОРА,87641,с.Ясеново,с. ЯСЕНОВО Клуб в сградата на кметството,Казанлък,672
272200002,54.0,7.0,16.0,39.0,19.0,8.0,10.0,5.0,6.0,7,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27,22,00,002,27. СТАРА ЗАГОРА,49494,гр.Мъглиж,"гр. МЪГЛИЖ ОУ  Христо Ботев , ул.  Гео Милев  №10",Мъглиж,640
272200003,61.0,34.0,15.0,26.0,13.0,10.0,12.0,9.0,11.0,9,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,22,00,003,27. СТАРА ЗАГОРА,49494,гр.Мъглиж,"гр. МЪГЛИЖ ОУ  Христо Ботев , ул.  Гео Милев  №10",Мъглиж,649
272200004,270.0,43.0,1.0,1.0,2.0,5.0,1.0,29.0,2.0,44,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,27,22,00,004,27. СТАРА ЗАГОРА,49494,гр.Мъглиж,"гр. МЪГЛИЖ ПГСС  Гео Милев , ул.  Гео Милев  №70",Мъглиж,802
272200001,57.0,3.0,23.0,18.0,13.0,8.0,9.0,14.0,2.0,11,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,22,00,001,27. СТАРА ЗАГОРА,49494,гр.Мъглиж,"гр. МЪГЛИЖ гр. Мъглиж, ОУ  Христо Ботев , ул.  Гео Милев  №10",Мъглиж,579
272200015,78.0,26.0,2.0,4.0,13.0,6.0,2.0,5.0,1.0,7,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,22,00,015,27. СТАРА ЗАГОРА,10848,с.Ветрен,"с. ВЕТРЕН ОУ  Св. Св. Кирил и Методий , ул.  Стара планина  №1",Мъглиж,400
272200014,84.0,77.0,6.0,7.0,15.0,1.0,3.0,5.0,3.0,20,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,22,00,014,27. СТАРА ЗАГОРА,10848,с.Ветрен,"с. ВЕТРЕН с. Ветрен, ОУ  Св. Св. Кирил и Методий , ул.  Стара планина  №1",Мъглиж,502
272200011,14.0,186.0,3.0,5.0,8.0,3.0,6.0,3.0,1.0,11,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,22,00,011,27. СТАРА ЗАГОРА,24342,с.Дъбово,"с. ДЪБОВО ОУ  Св. Св. Кирил и Методий , ул.  Славянска №36Б",Мъглиж,480
272200010,35.0,62.0,12.0,34.0,7.0,4.0,1.0,3.0,2.0,3,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,22,00,010,27. СТАРА ЗАГОРА,24342,с.Дъбово,"с. ДЪБОВО с. Дъбово, ОУ  Св. Св. Кирил и Методий , ул.  Славянска №36Б",Мъглиж,399
272200016,51.0,145.0,7.0,12.0,7.0,7.0,0.0,31.0,0.0,27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,27,22,00,016,27. СТАРА ЗАГОРА,30870,с.Зимница,с. ЗИМНИЦА НЧ  Напредък ,Мъглиж,665
272200012,110.0,44.0,1.0,1.0,0.0,1.0,0.0,13.0,1.0,13,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,22,00,012,27. СТАРА ЗАГОРА,73420,с.Тулово,"с. ТУЛОВО ОУ  Христо Смирненски , ул.  Роза  №40",Мъглиж,415
272200013,87.0,3.0,14.0,16.0,21.0,12.0,5.0,15.0,3.0,2,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27,22,00,013,27. СТАРА ЗАГОРА,73420,с.Тулово,"с. ТУЛОВО ОУ  Христо Смирненски , ул.  Роза  №40",Мъглиж,585
272200008,30.0,1.0,9.0,22.0,24.0,6.0,1.0,8.0,2.0,0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,22,00,008,27. СТАРА ЗАГОРА,83020,с.Шаново,с. ШАНОВО Народно читалище  Наука ,Мъглиж,233
272200009,6.0,26.0,10.0,7.0,3.0,4.0,10.0,5.0,0.0,10,0.0,1.0,0.0,2.0,1.0,0.0,76.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,27,22,00,009,27. СТАРА ЗАГОРА,86043,с.Юлиево,с. ЮЛИЕВО Клуб на пенсионера,Мъглиж,659
272200005,29.0,0.0,14.0,15.0,6.0,6.0,2.0,5.0,6.0,4,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,22,00,005,27. СТАРА ЗАГОРА,87212,с.Ягода,"с. ЯГОДА ОУ  Христо Ботев , ул.  Трети март  №69",Мъглиж,708
272200006,37.0,5.0,13.0,22.0,9.0,17.0,4.0,5.0,4.0,16,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27,22,00,006,27. СТАРА ЗАГОРА,87212,с.Ягода,"с. ЯГОДА ОУ  Христо Ботев , ул.  Трети март  №69",Мъглиж,881
272200007,21.0,70.0,5.0,8.0,1.0,1.0,2.0,7.0,0.0,6,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,22,00,007,27. СТАРА ЗАГОРА,87212,с.Ягода,"с. ЯГОДА ОУ  Христо Ботев , ул.  Трети март  №69",Мъглиж,999
273800007,2.0,4.0,2.0,5.0,7.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,38,00,007,27. СТАРА ЗАГОРА,51648,гр.Николаево,гр. НИКОЛАЕВО *ПСИК,Николаево,21
273800001,57.0,15.0,10.0,39.0,73.0,15.0,11.0,5.0,4.0,8,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27,38,00,001,27. СТАРА ЗАГОРА,51648,гр.Николаево,"гр. НИКОЛАЕВО ОУ  Кирил и Методий  , ул.  Св. св. Кирил и Методий  №13",Николаево,735
273800002,36.0,19.0,7.0,23.0,69.0,9.0,5.0,12.0,2.0,11,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,38,00,002,27. СТАРА ЗАГОРА,51648,гр.Николаево,"гр. НИКОЛАЕВО ОУ  Кирил и Методий  , ул.  Св. св. Кирил и Методий  №13",Николаево,447
273800003,16.0,138.0,0.0,1.0,29.0,0.0,1.0,8.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,27,38,00,003,27. СТАРА ЗАГОРА,51648,гр.Николаево,"гр. НИКОЛАЕВО ОУ  Кирил и Методий  , ул.  Св. св. Кирил и Методий  №13",Николаево,846
273800006,22.0,137.0,1.0,2.0,22.0,3.0,3.0,3.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,27,38,00,006,27. СТАРА ЗАГОРА,27070,с.Едрево,с. ЕДРЕВО Клуб на пенсионера,Николаево,418
273800004,20.0,69.0,10.0,3.0,15.0,5.0,13.0,19.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27,38,00,004,27. СТАРА ЗАГОРА,48163,с.Елхово,"с. ЕЛХОВО Народно Читалище  Хр. Смирненски -1899 , ул.  Свобода  №56",Николаево,320
273800005,14.0,154.0,3.0,17.0,18.0,5.0,4.0,6.0,2.0,16,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,27,38,00,005,27. СТАРА ЗАГОРА,51888,с.Нова махала,с. НОВА МАХАЛА Народно Читалище  Зорница - 1928 ,Николаево,620
272300002,11.0,6.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,23,00,002,27. СТАРА ЗАГОРА,3023,с.Бащино,с. БАЩИНО кметството,Опан,39
272300003,24.0,6.0,5.0,20.0,12.0,0.0,3.0,0.0,0.0,4,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27,23,00,003,27. СТАРА ЗАГОРА,7750,с.Бял извор,с. БЯЛ ИЗВОР клуб в кметството,Опан,180
272300004,25.0,16.0,2.0,6.0,9.0,3.0,1.0,2.0,1.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,23,00,004,27. СТАРА ЗАГОРА,7819,с.Бяло поле,с. БЯЛО ПОЛЕ читалище,Опан,191
272300005,4.0,45.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,23,00,005,27. СТАРА ЗАГОРА,10224,с.Васил Левски,с. ВАСИЛ ЛЕВСКИ читалище,Опан,155
272300006,19.0,3.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,27,23,00,006,27. СТАРА ЗАГОРА,10639,с.Венец,с. ВЕНЕЦ читалище,Опан,70
272300007,24.0,7.0,7.0,4.0,13.0,3.0,2.0,7.0,3.0,1,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,23,00,007,27. СТАРА ЗАГОРА,61791,с.Княжевско,с. КНЯЖЕВСКО кметството,Опан,132
272300008,9.0,1.0,5.0,3.0,12.0,2.0,0.0,4.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,23,00,008,27. СТАРА ЗАГОРА,39222,с.Кравино,с. КРАВИНО кметството,Опан,46
272300001,19.0,17.0,2.0,18.0,19.0,9.0,0.0,4.0,1.0,6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,23,00,001,27. СТАРА ЗАГОРА,53576,с.Опан,с. ОПАН зала №1 на общинската администрация,Опан,254
272300009,14.0,19.0,4.0,8.0,21.0,2.0,1.0,6.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,23,00,009,27. СТАРА ЗАГОРА,59166,с.Пъстрен,с. ПЪСТРЕН читалище,Опан,143
272300010,20.0,9.0,4.0,20.0,14.0,5.0,9.0,1.0,1.0,2,0.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,23,00,010,27. СТАРА ЗАГОРА,68312,с.Средец,с. СРЕДЕЦ читалище,Опан,181
272300011,3.0,15.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,23,00,011,27. СТАРА ЗАГОРА,69434,с.Столетово,с. СТОЛЕТОВО здравна служба,Опан,58
272300012,18.0,20.0,4.0,14.0,24.0,4.0,2.0,0.0,0.0,4,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27,23,00,012,27. СТАРА ЗАГОРА,72970,с.Тракия,с. ТРАКИЯ читалище,Опан,198
272300013,19.0,23.0,3.0,14.0,33.0,2.0,8.0,2.0,2.0,13,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27,23,00,013,27. СТАРА ЗАГОРА,87713,с.Ястребово,с. ЯСТРЕБОВО клуб на читалището,Опан,311
272400022,6.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,24,00,022,27. СТАРА ЗАГОРА,55021,гр.Павел баня,гр. ПАВЕЛ БАНЯ * ПСИК,Павел баня,20
272400023,1.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,27,24,00,023,27. СТАРА ЗАГОРА,55021,гр.Павел баня,гр. ПАВЕЛ БАНЯ * ПСИК,Павел баня,18
272400021,2.0,2.0,6.0,3.0,8.0,3.0,8.0,0.0,5.0,1,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,24,00,021,27. СТАРА ЗАГОРА,55021,гр.Павел баня,"гр. ПАВЕЛ БАНЯ * СБР-НК-ЕАД, клон Павел баня",Павел баня,104
272400002,63.0,139.0,24.0,28.0,18.0,17.0,14.0,10.0,9.0,8,0.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,24,00,002,27. СТАРА ЗАГОРА,55021,гр.Павел баня,гр. ПАВЕЛ БАНЯ ул.  Освобождение  №4 - ЗАЛА  МЛАДОСТ ,Павел баня,755
