sid,ГЕРБ-СДС,ДПС,ПП/ДБ,ВЪЗР,БСП,ИТН,ВЕЛИЧИЕ,npn,invalid,МЕЧ,ВМРО БНД,СИНЯ БЪЛГАРИЯ,СОЛИДАРНА БГ,ЦЕНТЪР,ЗЕЛЕНИТЕ,Кузман Илиев (нез.),ЛЕВИЦАТА,БВ,ЗЕЛЕНО ДВИЖЕНИЕ,ГЛАС НАРОДЕН,ПРЯКА ДЕМОКРАЦИЯ,НИЕ ИДВАМЕ,НИЕ ГРАЖДАНИТЕ,ЕДИНЕНИЕ,БЪЛГАРСКИ ГЛАСЪ,ГРАЖДАНСКИ БЛОК,КОАЛИЦИЯ НА РОЗАТА,ОБЩЕСТВО ЗА НОВА БГ,БНС-НД,ЗА ВЕЛИКА БЪЛГАРИЯ,НП ИСИ,БНО,БСДД,region,municipality,admin_reg,station,municipality_name,region_name,ekatte,place,address,eligible_voters
212000019,17.0,3.0,14.0,15.0,7.0,8.0,2.0,2.0,5,5.0,1.0,2.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,019,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Княз Батенберг  №2, СУ  Х. Мина Пашов ",417
212000020,28.0,15.0,7.0,1.0,3.0,5.0,0.0,3.0,9,3.0,1.0,2.0,11.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,21,20,00,020,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Княз Батенберг  №2, СУ  Х. Мина Пашов ",672
212000021,32.0,28.0,8.0,4.0,4.0,1.0,1.0,2.0,11,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,21,20,00,021,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Княз Батенберг  №2, СУ  Х. Мина Пашов ",902
212000022,32.0,7.0,15.0,11.0,6.0,6.0,3.0,2.0,3,8.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,022,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Княз Батенберг  №2, СУ  Х. Мина Пашов ",641
212000023,22.0,8.0,12.0,25.0,10.0,7.0,4.0,1.0,7,8.0,1.0,0.0,13.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,023,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН пл.  Стоил войвода  №1, ПГТО  Добри Желязков ",649
212000024,45.0,1.0,31.0,37.0,16.0,17.0,12.0,10.0,3,2.0,4.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,024,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН пл.  Стоил войвода  №1, ПГТО  Добри Желязков ",578
212000025,34.0,3.0,29.0,21.0,16.0,11.0,3.0,3.0,3,2.0,4.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,025,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН пл.  Стоил войвода  №1, ПГТО  Добри Желязков ",485
212000026,51.0,1.0,42.0,33.0,26.0,11.0,12.0,8.0,1,7.0,3.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,026,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Великокняжевска  №1, ППМГ  Добри Чинтулов ",661
212000027,40.0,1.0,33.0,17.0,10.0,19.0,13.0,10.0,0,6.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,027,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Драгоман  №1, ОУ  Д-р Иван Селимински ",472
212000028,47.0,0.0,20.0,18.0,6.0,6.0,8.0,2.0,5,2.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21,20,00,028,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Драгоман  №1, ОУ  Д-р Иван Селимински ",463
212000029,49.0,6.0,56.0,44.0,28.0,27.0,22.0,9.0,4,3.0,14.0,4.0,12.0,3.0,4.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21,20,00,029,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Драгоман  №1, ОУ  Д-р Иван Селимински ",819
212000030,37.0,4.0,20.0,36.0,9.0,13.0,12.0,6.0,2,7.0,9.0,5.0,7.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,20,00,030,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Драгоман  №1, ОУ  Д-р Иван Селимински ",569
212000031,70.0,3.0,39.0,32.0,8.0,18.0,12.0,5.0,1,6.0,9.0,5.0,4.0,5.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21,20,00,031,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Драгоман  №1, ОУ  Д-р Иван Селимински ",624
212000032,61.0,4.0,34.0,42.0,13.0,12.0,12.0,5.0,1,1.0,3.0,5.0,12.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,20,00,032,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Йосиф Щросмайер  №9, НУ  Васил Левски ",559
212000033,67.0,4.0,69.0,46.0,14.0,15.0,20.0,7.0,1,4.0,5.0,14.0,8.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,033,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Драгоман  №1, ОУ  Д-р Иван Селимински ",837
212000034,38.0,2.0,37.0,44.0,16.0,18.0,6.0,7.0,4,7.0,5.0,6.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,21,20,00,034,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Георги Сава Раковски  №20а, СУ  Пейо Яворов ",506
212000035,36.0,1.0,30.0,31.0,14.0,14.0,16.0,3.0,0,3.0,8.0,10.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21,20,00,035,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Георги Сава Раковски  №20а, СУ  Пейо Яворов ",436
212000036,54.0,1.0,54.0,36.0,14.0,25.0,10.0,11.0,4,4.0,11.0,7.0,6.0,2.0,7.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,036,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Георги Сава Раковски  №20а, СУ  Пейо Яворов ",663
212000037,40.0,0.0,35.0,32.0,13.0,10.0,10.0,4.0,1,1.0,8.0,5.0,4.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,037,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Георги Сава Раковски  №20а, СУ  Пейо Яворов ",459
212000038,24.0,0.0,24.0,31.0,11.0,14.0,12.0,6.0,2,3.0,4.0,9.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,038,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Йосиф Щросмайер  №9, НУ  Васил Левски ",452
212000039,28.0,2.0,34.0,49.0,18.0,15.0,11.0,3.0,2,1.0,11.0,9.0,5.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,20,00,039,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Йосиф Щросмайер  №9, НУ  Васил Левски ",536
212000040,42.0,5.0,35.0,43.0,11.0,9.0,16.0,6.0,2,1.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21,20,00,040,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Йосиф Щросмайер  №9, НУ  Васил Левски ",512
212000041,49.0,4.0,32.0,28.0,11.0,10.0,13.0,6.0,1,3.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,20,00,041,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Йосиф Щросмайер  №9, НУ  Васил Левски ",527
212000042,13.0,1.0,9.0,9.0,11.0,10.0,0.0,0.0,7,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21,20,00,042,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Роза  №1, СПГСГ  Арх. Г. Козаров ",501
212000043,36.0,1.0,23.0,28.0,15.0,9.0,10.0,11.0,3,5.0,1.0,1.0,3.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,043,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Роза  №1, СПГСГ  Арх. Г. Козаров ",574
212000044,25.0,3.0,18.0,15.0,9.0,12.0,6.0,7.0,1,8.0,3.0,2.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,044,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Роза  №1, СПГСГ  Арх. Г. Козаров ",408
212000045,23.0,2.0,19.0,27.0,4.0,18.0,9.0,5.0,4,4.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,045,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Роза  №1, СПГСГ  Арх. Г. Козаров ",496
212000046,23.0,2.0,21.0,10.0,10.0,15.0,10.0,4.0,2,5.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,046,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Роза  №1, СПГСГ  Арх. Г. Козаров ",426
212000047,47.0,1.0,34.0,40.0,10.0,8.0,18.0,7.0,2,8.0,4.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21,20,00,047,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Братя Кутеви  №12а, ОУ  Панайот Хитов ",702
212000048,31.0,3.0,12.0,31.0,15.0,7.0,5.0,3.0,2,4.0,2.0,2.0,7.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,048,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Братя Кутеви  №12а, ОУ  Панайот Хитов ",527
212000049,46.0,2.0,21.0,28.0,10.0,8.0,9.0,7.0,8,8.0,3.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,049,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Братя Кутеви  №12а, ОУ  Панайот Хитов ",605
212000050,44.0,32.0,16.0,8.0,4.0,17.0,4.0,2.0,4,7.0,5.0,2.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,20,00,050,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Братя Кутеви  №12а, ОУ  Панайот Хитов ",753
212000051,44.0,1.0,25.0,22.0,5.0,9.0,24.0,5.0,9,5.0,4.0,7.0,3.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,051,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Братя Кутеви  №12а, ОУ  Панайот Хитов ",591
212000052,34.0,2.0,14.0,16.0,5.0,10.0,7.0,4.0,0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,052,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Братя Кутеви  №12а, ОУ  Панайот Хитов ",444
212000053,51.0,7.0,37.0,50.0,24.0,11.0,13.0,3.0,2,2.0,7.0,15.0,6.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,20,00,053,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Петко Д. Петков  №36, ОУ  Димитър Петров ",673
212000054,32.0,6.0,32.0,29.0,12.0,8.0,15.0,3.0,3,3.0,7.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,20,00,054,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Петко Д. Петков  №36, ОУ  Димитър Петров ",506
212000055,35.0,2.0,10.0,22.0,6.0,9.0,11.0,4.0,2,2.0,2.0,5.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,20,00,055,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Братя Кутеви  №12а, ОУ  Панайот Хитов ",560
212000056,35.0,11.0,17.0,21.0,4.0,13.0,16.0,6.0,5,11.0,8.0,1.0,4.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,056,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Братя Кутеви  №12а, ОУ  Панайот Хитов ",695
212000057,52.0,5.0,29.0,37.0,11.0,20.0,11.0,8.0,3,13.0,7.0,2.0,6.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,057,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Братя Кутеви  №12а, ОУ  Панайот Хитов ",959
212000058,31.0,3.0,19.0,30.0,10.0,14.0,16.0,8.0,5,2.0,5.0,8.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,058,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ул.  Братя Кутеви  №12а, ОУ  Панайот Хитов ",672
212000059,43.0,4.0,32.0,44.0,6.0,16.0,8.0,5.0,1,4.0,3.0,4.0,4.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,21,20,00,059,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН кв.  Българка , СУ  Йордан Йовков ",773
212000060,40.0,1.0,21.0,24.0,14.0,14.0,14.0,2.0,3,6.0,4.0,3.0,9.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,060,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН кв.  Българка , СУ  Йордан Йовков ",642
212000061,32.0,5.0,18.0,30.0,15.0,13.0,14.0,2.0,2,5.0,4.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,20,00,061,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН кв.  Българка , СУ  Йордан Йовков ",612
212000062,26.0,4.0,17.0,34.0,13.0,19.0,8.0,7.0,2,5.0,9.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,062,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН кв.  Българка , СУ  Йордан Йовков ",661
212000063,35.0,3.0,27.0,32.0,8.0,10.0,14.0,9.0,2,7.0,4.0,4.0,6.0,7.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,063,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН кв.  Българка , СУ  Йордан Йовков ",760
212000064,34.0,3.0,20.0,40.0,12.0,12.0,11.0,4.0,1,3.0,3.0,4.0,2.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,064,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН кв.  Българка , СУ  Йордан Йовков ",687
212000065,28.0,1.0,16.0,21.0,9.0,5.0,5.0,3.0,3,5.0,4.0,2.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,065,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН кв.  Българка , СУ  Йордан Йовков ",523
212000066,28.0,4.0,10.0,25.0,14.0,7.0,9.0,4.0,0,2.0,5.0,5.0,5.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,066,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Сини Камъни , ОУ  Елисавета Багряна ",701
212000067,41.0,1.0,8.0,23.0,7.0,10.0,14.0,5.0,5,6.0,6.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,067,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Сини Камъни , ОУ  Елисавета Багряна ",641
212000068,44.0,9.0,18.0,38.0,10.0,17.0,18.0,8.0,2,6.0,12.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,068,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Сини Камъни , ОУ  Елисавета Багряна ",773
212000069,25.0,4.0,22.0,32.0,9.0,5.0,8.0,4.0,2,6.0,0.0,1.0,7.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,069,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Сини Камъни , ОУ  Елисавета Багряна ",668
212000070,34.0,4.0,9.0,27.0,6.0,14.0,9.0,4.0,0,5.0,1.0,7.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,070,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Сини Камъни , ОУ  Елисавета Багряна ",666
212000071,46.0,4.0,23.0,38.0,11.0,11.0,11.0,1.0,4,2.0,7.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,20,00,071,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Сини Камъни , ОУ  Елисавета Багряна ",654
212000072,35.0,3.0,13.0,16.0,17.0,13.0,10.0,6.0,2,7.0,2.0,7.0,3.0,1.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,072,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Сини Камъни , ПГИ  Проф. д-р Д. Табаков ",560
212000073,26.0,2.0,10.0,16.0,14.0,12.0,6.0,3.0,3,6.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,20,00,073,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Сини Камъни , ПГИ  Проф. д-р Д. Табаков ",581
212000074,23.0,0.0,5.0,25.0,19.0,10.0,4.0,2.0,0,11.0,4.0,3.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,074,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Сини Камъни , ПГИ  Проф. д-р Д. Табаков ",472
212000075,44.0,2.0,21.0,16.0,9.0,6.0,5.0,6.0,2,5.0,6.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,20,00,075,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Сини Камъни , ПГИ  Проф. д-р Д. Табаков ",557
212000076,42.0,1.0,11.0,22.0,12.0,14.0,3.0,1.0,2,5.0,5.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,076,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Сини Камъни , ПГИ  Проф. д-р Д. Табаков ",674
212000077,48.0,3.0,22.0,44.0,14.0,13.0,24.0,4.0,4,8.0,8.0,2.0,10.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,077,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Дружба , СУ  К. Константинов ",758
212000078,32.0,1.0,14.0,38.0,13.0,12.0,7.0,4.0,4,2.0,5.0,4.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,078,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Дружба , СУ  К. Константинов ",628
212000079,34.0,1.0,19.0,24.0,10.0,20.0,17.0,7.0,5,2.0,7.0,6.0,2.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,20,00,079,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Дружба , СУ  К. Константинов ",716
212000080,17.0,2.0,15.0,23.0,3.0,5.0,5.0,4.0,0,10.0,4.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,080,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Дружба , СУ  К. Константинов ",554
212000081,26.0,1.0,13.0,24.0,13.0,12.0,17.0,3.0,5,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,20,00,081,Сливен,21. СЛИВЕН,67338,гр.Сливен,"гр. СЛИВЕН ЖК  Дружба , СУ  К. Константинов ",548
