sid,ГЕРБ-СДС,ДПС,ПП/ДБ,ВЪЗР,БСП,ИТН,ВЕЛИЧИЕ,npn,invalid,МЕЧ,ВМРО БНД,СИНЯ БЪЛГАРИЯ,СОЛИДАРНА БГ,ЦЕНТЪР,ЗЕЛЕНИТЕ,Кузман Илиев (нез.),ЛЕВИЦАТА,БВ,ЗЕЛЕНО ДВИЖЕНИЕ,ГЛАС НАРОДЕН,ПРЯКА ДЕМОКРАЦИЯ,НИЕ ИДВАМЕ,НИЕ ГРАЖДАНИТЕ,ЕДИНЕНИЕ,БЪЛГАРСКИ ГЛАСЪ,ГРАЖДАНСКИ БЛОК,КОАЛИЦИЯ НА РОЗАТА,ОБЩЕСТВО ЗА НОВА БГ,БНС-НД,ЗА ВЕЛИКА БЪЛГАРИЯ,НП ИСИ,БНО,БСДД,region,municipality,admin_reg,station,municipality_name,region_name,ekatte,place,address,eligible_voters
010200019,1.0,82.0,0.0,0.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,02,00,019,Белица,01. БЛАГОЕВГРАД,3504,гр.Белица,"с. Краище, с. Бабяк, гр. Белица",111
010300001,45.0,8.0,38.0,26.0,9.0,12.0,7.0,4.0,6,5.0,9.0,4.0,5.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01,03,00,001,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ЦЕНТЪР ЗА ЛИЧНОСТНО И ТВОРЧЕСКО РАЗВИТИЕ НА ДЕЦАТА, УЛ.  БИСТРИЦА  №001",193
010300002,30.0,6.0,17.0,20.0,9.0,5.0,6.0,5.0,4,2.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,002,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ЦЕНТЪР ЗА ЛИЧНОСТНО И ТВОРЧЕСКО РАЗВИТИЕ НА ДЕЦАТА, УЛ.  БИСТРИЦА  №001",304
010300003,32.0,5.0,20.0,33.0,12.0,21.0,8.0,8.0,6,5.0,12.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,003,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД СУИЧЕ  СВ. КЛИМЕНТ ОХРИДСКИ , УЛ.  БРЕГАЛНИЦА  №002",441
010300004,44.0,12.0,32.0,24.0,8.0,7.0,1.0,6.0,6,0.0,8.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01,03,00,004,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД СУИЧЕ  СВ. КЛИМЕНТ ОХРИДСКИ , УЛ.  БРЕГАЛНИЦА  №002",443
010300005,42.0,21.0,39.0,22.0,14.0,16.0,7.0,9.0,4,6.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,01,03,00,005,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД СУИЧЕ  СВ. КЛИМЕНТ ОХРИДСКИ , УЛ.  БРЕГАЛНИЦА  №002",575
010300006,28.0,25.0,22.0,24.0,9.0,13.0,3.0,11.0,8,10.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,01,03,00,006,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ДЕТСКА ГРАДИНА №11  ЗДРАВЕЦ , УЛ.  ЛАЛЕ  №011",551
010300007,15.0,41.0,2.0,6.0,6.0,5.0,4.0,0.0,18,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,01,03,00,007,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ДЕТСКА ГРАДИНА №11  ЗДРАВЕЦ , УЛ.  ЛАЛЕ  №011",627
010300008,26.0,33.0,35.0,14.0,4.0,16.0,4.0,6.0,8,4.0,8.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01,03,00,008,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ЦСОП  СВ. ПАИСИЙ ХИЛЕНДАРСКИ , УЛ.  СВОБОДА  №3",631
010300009,26.0,31.0,3.0,13.0,2.0,6.0,4.0,7.0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,009,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ЦСОП  СВ. ПАИСИЙ ХИЛЕНДАРСКИ , УЛ.  СВОБОДА  №3",673
010300010,49.0,24.0,16.0,19.0,6.0,12.0,1.0,5.0,9,5.0,0.0,1.0,2.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,010,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ЦСОП  СВ. ПАИСИЙ ХИЛЕНДАРСКИ , УЛ.  СВОБОДА  №3",660
010300011,48.0,13.0,27.0,32.0,6.0,14.0,5.0,9.0,5,1.0,10.0,1.0,2.0,2.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,01,03,00,011,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД V-то СУ  ГЕОРГИ ИЗМИРЛИЕВ , УЛ.  ХРИСТО ЧЕРНОПЕЕВ  №16",574
010300012,40.0,9.0,31.0,12.0,7.0,19.0,6.0,8.0,0,4.0,5.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,012,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД V-то СУ  ГЕОРГИ ИЗМИРЛИЕВ , УЛ.  ХРИСТО ЧЕРНОПЕЕВ  №16",514
010300013,50.0,9.0,24.0,30.0,14.0,10.0,2.0,12.0,7,2.0,5.0,3.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,013,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД V-то СУ  ГЕОРГИ ИЗМИРЛИЕВ , УЛ.  ХРИСТО ЧЕРНОПЕЕВ  №16",517
010300014,52.0,7.0,45.0,28.0,9.0,21.0,9.0,2.0,7,0.0,8.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,014,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД V-то СУ  ГЕОРГИ ИЗМИРЛИЕВ , УЛ.  ХРИСТО ЧЕРНОПЕЕВ  №16",485
010300015,52.0,11.0,27.0,20.0,16.0,9.0,3.0,5.0,1,1.0,8.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,015,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД V-то СУ  ГЕОРГИ ИЗМИРЛИЕВ , УЛ.  ХРИСТО ЧЕРНОПЕЕВ  №16",436
010300016,74.0,13.0,42.0,37.0,25.0,15.0,2.0,8.0,3,4.0,13.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,016,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД НХГ  СВ. СВ. КИРИЛ И МЕТОДИЙ , УЛ.  ЦАНКО ЦЕРКОВСКИ  №002",529
010300017,40.0,6.0,34.0,36.0,8.0,10.0,7.0,4.0,3,3.0,3.0,4.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,017,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД НАРОДНО ЧИТАЛИЩЕ  НИКОЛА Й. ВАПЦАРОВ-1866 , ПЛ.  МАКЕДОНИЯ  №01",436
010300018,54.0,7.0,35.0,32.0,11.0,23.0,8.0,13.0,3,3.0,9.0,4.0,4.0,1.0,0.0,2.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,018,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД НХГ  СВ. СВ. КИРИЛ И МЕТОДИЙ , УЛ.  ЦАНКО ЦЕРКОВСКИ  №002",532
010300019,26.0,12.0,20.0,15.0,6.0,6.0,7.0,6.0,4,1.0,7.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,019,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2",348
010300020,56.0,7.0,49.0,25.0,9.0,15.0,5.0,3.0,1,2.0,6.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,01,03,00,020,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2",515
010300021,35.0,9.0,28.0,12.0,9.0,9.0,7.0,1.0,1,3.0,10.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,01,03,00,021,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2",367
010300022,38.0,8.0,27.0,21.0,11.0,11.0,7.0,11.0,2,3.0,9.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,022,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2",488
010300023,58.0,10.0,36.0,26.0,9.0,16.0,11.0,8.0,2,2.0,13.0,4.0,5.0,8.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,023,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2",589
010300024,61.0,8.0,42.0,36.0,16.0,8.0,10.0,2.0,5,2.0,9.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01,03,00,024,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2",442
010300025,48.0,6.0,30.0,37.0,11.0,13.0,9.0,5.0,4,1.0,6.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,025,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2",515
010300026,70.0,17.0,56.0,33.0,10.0,11.0,11.0,6.0,3,3.0,5.0,3.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01,03,00,026,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2",614
010300027,49.0,10.0,60.0,29.0,15.0,14.0,0.0,5.0,3,2.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01,03,00,027,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ПГСАГ  ВАСИЛ ЛЕВСКИ , УЛ. ТОДОР АЛЕКСАНДРОВ №56",567
010300028,67.0,11.0,38.0,39.0,11.0,8.0,10.0,11.0,1,1.0,12.0,5.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01,03,00,028,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13",585
010300029,65.0,6.0,46.0,35.0,10.0,18.0,5.0,12.0,6,2.0,11.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01,03,00,029,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13",582
010300030,60.0,18.0,28.0,25.0,11.0,24.0,6.0,6.0,3,3.0,13.0,2.0,6.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,01,03,00,030,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13",594
010300031,52.0,9.0,36.0,29.0,14.0,18.0,9.0,8.0,1,4.0,14.0,2.0,5.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,031,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13",552
010300032,15.0,6.0,20.0,15.0,13.0,10.0,2.0,4.0,0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,032,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ДНЕВЕН ЦЕНТЪР ЗА ДЕЦА С УВРЕЖДАНИЯ  ЗОРНИЦА , УЛ.  СКАПТОПАРА  №26",294
010300033,84.0,36.0,58.0,38.0,19.0,22.0,21.0,16.0,3,8.0,16.0,3.0,5.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,033,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД БЛАГОЕВГРАДСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ, УЛ.  ИВАН МИХАЙЛОВ  №62",784
010300034,61.0,13.0,48.0,34.0,16.0,17.0,3.0,2.0,2,5.0,13.0,7.0,3.0,4.0,0.0,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,034,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13",573
010300035,39.0,9.0,34.0,20.0,11.0,7.0,0.0,4.0,3,3.0,18.0,1.0,7.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,035,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13",417
010300036,66.0,9.0,46.0,32.0,13.0,26.0,7.0,13.0,9,3.0,13.0,3.0,5.0,7.0,1.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,01,03,00,036,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13",664
010300037,45.0,21.0,57.0,18.0,22.0,22.0,10.0,6.0,0,7.0,8.0,7.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,037,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13",529
010300038,36.0,6.0,39.0,31.0,8.0,9.0,8.0,6.0,4,2.0,5.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01,03,00,038,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ПГСАГ  ВАСИЛ ЛЕВСКИ , УЛ. ТОДОР АЛЕКСАНДРОВ №56",433
010300039,60.0,7.0,56.0,33.0,22.0,15.0,14.0,6.0,7,4.0,8.0,4.0,3.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,039,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ПГСАГ  ВАСИЛ ЛЕВСКИ , УЛ. ТОДОР АЛЕКСАНДРОВ №56",527
010300040,57.0,10.0,65.0,35.0,15.0,24.0,6.0,11.0,4,5.0,8.0,1.0,2.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01,03,00,040,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД VІІ-мо СУ  КУЗМАН ШАПКАРЕВ , УЛ.  ИЛИНДЕН  №13",641
010300041,49.0,7.0,32.0,23.0,14.0,12.0,4.0,3.0,4,1.0,3.0,5.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,041,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД VІІ-мо СУ  КУЗМАН ШАПКАРЕВ , УЛ.  ИЛИНДЕН  №13",426
010300042,61.0,7.0,40.0,35.0,14.0,24.0,2.0,7.0,1,0.0,11.0,6.0,4.0,6.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,042,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД VІІ-мо СУ  КУЗМАН ШАПКАРЕВ , УЛ.  ИЛИНДЕН  №13",564
010300043,62.0,10.0,42.0,28.0,22.0,28.0,14.0,7.0,7,4.0,5.0,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,01,03,00,043,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД VІІ-мо СУ  КУЗМАН ШАПКАРЕВ , УЛ.  ИЛИНДЕН  №13",639
010300044,31.0,6.0,27.0,23.0,24.0,10.0,6.0,4.0,7,3.0,5.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,044,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ЕЗИКОВА ГИМНАЗИЯ  АКАД. ЛЮДМИЛ СТОЯНОВ , УЛ.  МАРИЦА  №4",401
010300045,26.0,2.0,22.0,17.0,8.0,9.0,7.0,4.0,5,5.0,10.0,1.0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,045,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ЕЗИКОВА ГИМНАЗИЯ  АКАД. ЛЮДМИЛ СТОЯНОВ , УЛ.  МАРИЦА  №4",385
010300046,56.0,8.0,37.0,36.0,13.0,15.0,5.0,15.0,2,1.0,7.0,3.0,6.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,046,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ЕЗИКОВА ГИМНАЗИЯ  АКАД. ЛЮДМИЛ СТОЯНОВ , УЛ.  МАРИЦА  №4",580
010300047,49.0,25.0,22.0,16.0,21.0,17.0,11.0,10.0,5,6.0,5.0,0.0,3.0,4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,047,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД БЛАГОЕВГРАДСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ, УЛ.  ИВАН МИХАЙЛОВ  №62",601
010300048,68.0,10.0,35.0,24.0,12.0,14.0,11.0,5.0,3,7.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01,03,00,048,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13",590
010300049,45.0,8.0,47.0,33.0,13.0,16.0,14.0,7.0,2,4.0,7.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01,03,00,049,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13",539
010300050,54.0,10.0,20.0,21.0,9.0,10.0,11.0,2.0,0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01,03,00,050,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ЕЗИКОВА ГИМНАЗИЯ  АКАД. ЛЮДМИЛ СТОЯНОВ , УЛ.  МАРИЦА  №4",406
010300051,57.0,11.0,41.0,26.0,17.0,21.0,8.0,6.0,2,3.0,9.0,2.0,5.0,10.0,1.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01,03,00,051,Благоевград,01. БЛАГОЕВГРАД,4279,гр.Благоевград,"гр. БЛАГОЕВГРАД ЕЗИКОВА ГИМНАЗИЯ  АКАД. ЛЮДМИЛ СТОЯНОВ , УЛ.  МАРИЦА  №4",575
