,station no,adm_id,ПП ДРОМ,ПП ДРОМ result,ПП ДРОМ result invalid,ПП Движение за радикална промяна Българската пролет,ПП Движение за радикална промяна Българската пролет result,ПП Движение за радикална промяна Българската пролет result invalid,Политическа партия Движение Напред България,Политическа партия Движение Напред България result,Политическа партия Движение Напред България result invalid,"Нова Република – ДСБ, Съюз за Пловдив, Българска демократична общност","Нова Република – ДСБ, Съюз за Пловдив, Българска демократична общност result","Нова Република – ДСБ, Съюз за Пловдив, Българска демократична общност result invalid","КОАЛИЦИЯ НА НЕДОВОЛНИТЕ (БСД – Евролевица, Българска Социалдемократическа партия, Християн-Социален Съюз)","КОАЛИЦИЯ НА НЕДОВОЛНИТЕ (БСД – Евролевица, Българска Социалдемократическа партия, Християн-Социален Съюз) result","КОАЛИЦИЯ НА НЕДОВОЛНИТЕ (БСД – Евролевица, Българска Социалдемократическа партия, Християн-Социален Съюз) result invalid",ВОЛЯ,ВОЛЯ result,ВОЛЯ result invalid,ПП БЪЛГАРСКИ ДЕМОКРАТИЧЕН ЦЕНТЪР - БДЦ,ПП БЪЛГАРСКИ ДЕМОКРАТИЧЕН ЦЕНТЪР - БДЦ result,ПП БЪЛГАРСКИ ДЕМОКРАТИЧЕН ЦЕНТЪР - БДЦ result invalid,Коалиция АБВ – Движение 21,Коалиция АБВ – Движение 21 result,Коалиция АБВ – Движение 21 result invalid,Движение за права и свободи – ДПС,Движение за права и свободи – ДПС result,Движение за права и свободи – ДПС result invalid,БСП за БЪЛГАРИЯ,БСП за БЪЛГАРИЯ result,БСП за БЪЛГАРИЯ result invalid,ПП ГЕРБ,ПП ГЕРБ result,ПП ГЕРБ result invalid,партия на ЗЕЛЕНИТЕ,партия на ЗЕЛЕНИТЕ result,партия на ЗЕЛЕНИТЕ result invalid,Обединение ДОСТ,Обединение ДОСТ result,Обединение ДОСТ result invalid,ПП Възраждане,ПП Възраждане result,ПП Възраждане result invalid,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ result,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ result invalid,"КП ДВИЖЕНИЕ ДА БЪЛГАРИЯ (Зелените, ДЕОС)","КП ДВИЖЕНИЕ ДА БЪЛГАРИЯ (Зелените, ДЕОС) result","КП ДВИЖЕНИЕ ДА БЪЛГАРИЯ (Зелените, ДЕОС) result invalid","ОБЕДИНЕНИ ПАТРИОТИ – НФСБ, АТАКА и ВМРО","ОБЕДИНЕНИ ПАТРИОТИ – НФСБ, АТАКА и ВМРО result","ОБЕДИНЕНИ ПАТРИОТИ – НФСБ, АТАКА и ВМРО result invalid",КОЙ – Българската левица и Зелена партия,КОЙ – Българската левица и Зелена партия result,КОЙ – Българската левица и Зелена партия result invalid,ПП НАЦИОНАЛНА РЕПУБЛИКАНСКА ПАРТИЯ,ПП НАЦИОНАЛНА РЕПУБЛИКАНСКА ПАРТИЯ result,ПП НАЦИОНАЛНА РЕПУБЛИКАНСКА ПАРТИЯ result invalid,БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ,БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ result,БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ result invalid,РЕФОРМАТОРСКИ БЛОК – ГЛАС НАРОДЕН,РЕФОРМАТОРСКИ БЛОК – ГЛАС НАРОДЕН result,РЕФОРМАТОРСКИ БЛОК – ГЛАС НАРОДЕН result invalid,независими1,независими1 result,независими1 result invalid,независими2,независими2 result,независими2 result invalid
10059,262000020,26,1,0,0,2,0,0,3,2,0,4,0,1,5,0,0,6,4,0,7,1,0,8,1,0,9,0,0,10,33,2,11,48,0,12,0,0,13,0,0,14,2,0,15,0,0,16,0,0,17,21,0,18,0,0,19,0,0,20,0,0,21,5,0,22,,,23,,
10060,262000021,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,2,0,7,0,0,8,1,0,9,0,0,10,11,0,11,19,0,12,0,0,13,0,0,14,0,0,15,0,0,16,1,0,17,4,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
10061,262000022,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,1,0,7,0,0,8,1,0,9,0,0,10,11,0,11,7,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,0,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
10062,262000023,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,2,0,7,0,0,8,1,0,9,0,0,10,3,0,11,24,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,4,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
10063,262000024,26,1,0,0,2,1,0,3,0,0,4,1,0,5,3,0,6,2,0,7,4,0,8,1,1,9,4,0,10,79,1,11,105,2,12,1,0,13,0,0,14,1,0,15,0,0,16,9,0,17,28,0,18,0,0,19,0,0,20,0,0,21,17,0,22,,,23,,
10064,262000025,26,1,0,0,2,3,0,3,1,0,4,2,0,5,0,0,6,4,0,7,1,0,8,2,0,9,0,0,10,62,0,11,50,0,12,2,0,13,0,0,14,1,0,15,0,0,16,1,0,17,35,0,18,0,0,19,0,0,20,0,0,21,10,0,22,,,23,,
10065,262000026,26,1,0,0,2,0,0,3,1,0,4,1,0,5,3,0,6,12,0,7,0,0,8,1,0,9,1,0,10,177,0,11,117,0,12,1,0,13,0,0,14,0,0,15,0,0,16,7,0,17,32,0,18,2,0,19,0,0,20,0,0,21,29,0,22,,,23,,
10066,262000027,26,1,0,0,2,0,0,3,0,0,4,1,0,5,1,0,6,1,0,7,0,0,8,1,0,9,0,0,10,8,0,11,20,1,12,0,0,13,0,1,14,0,0,15,0,0,16,0,0,17,2,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
10067,262000028,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,2,0,7,0,0,8,0,0,9,0,0,10,20,0,11,31,0,12,0,0,13,0,0,14,0,0,15,0,0,16,2,0,17,7,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
10068,262000029,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,9,0,0,10,13,0,11,30,0,12,0,0,13,0,0,14,0,0,15,0,0,16,1,0,17,5,0,18,0,0,19,0,0,20,0,0,21,5,0,22,,,23,,
10069,262000030,26,1,1,0,2,3,0,3,0,0,4,0,0,5,1,0,6,2,0,7,5,0,8,0,0,9,135,0,10,36,0,11,206,0,12,0,0,13,1,0,14,2,0,15,0,0,16,0,0,17,1,0,18,1,0,19,0,0,20,0,0,21,82,0,22,,,23,,
10070,262400001,26,1,1,0,2,1,0,3,0,0,4,15,0,5,1,0,6,25,1,7,1,0,8,5,0,9,9,0,10,172,3,11,165,1,12,0,0,13,0,0,14,4,0,15,0,0,16,5,0,17,52,3,18,1,0,19,0,0,20,0,0,21,23,0,22,,,23,,
10071,262400002,26,1,0,0,2,1,0,3,1,0,4,7,0,5,0,0,6,20,0,7,0,0,8,5,0,9,3,0,10,206,0,11,134,0,12,2,0,13,1,0,14,3,0,15,0,0,16,10,0,17,53,0,18,0,0,19,0,0,20,0,0,21,14,0,22,,,23,,
10072,262400003,26,1,1,0,2,1,0,3,0,0,4,6,0,5,0,0,6,8,0,7,1,0,8,1,0,9,1,0,10,129,3,11,72,2,12,1,1,13,0,0,14,0,0,15,0,0,16,3,0,17,36,0,18,0,0,19,0,0,20,2,1,21,15,0,22,,,23,,
10073,262500001,26,1,0,0,2,0,0,3,2,0,4,9,0,5,0,0,6,10,1,7,0,0,8,2,0,9,12,0,10,135,4,11,133,1,12,1,0,13,0,0,14,8,0,15,0,0,16,7,0,17,35,0,18,0,0,19,0,0,20,4,0,21,11,0,22,,,23,,
10074,262500002,26,1,0,0,2,0,0,3,1,0,4,13,0,5,0,0,6,13,0,7,0,0,8,3,0,9,9,0,10,84,1,11,135,2,12,2,0,13,0,0,14,9,0,15,0,0,16,7,0,17,34,1,18,0,0,19,0,0,20,1,0,21,15,0,22,,,23,,
10075,262500003,26,1,0,0,2,1,0,3,2,1,4,9,0,5,0,0,6,24,0,7,1,0,8,3,0,9,12,0,10,116,0,11,151,2,12,1,0,13,0,0,14,4,0,15,0,0,16,1,0,17,24,0,18,0,0,19,0,0,20,0,0,21,13,0,22,,,23,,
10076,262500004,26,1,0,0,2,2,0,3,0,0,4,5,0,5,1,0,6,26,1,7,2,0,8,4,0,9,20,0,10,140,7,11,201,2,12,1,0,13,0,0,14,8,0,15,0,0,16,4,0,17,51,0,18,1,0,19,1,0,20,3,0,21,4,0,22,,,23,,
10077,262500005,26,1,1,0,2,0,0,3,0,0,4,1,0,5,0,0,6,12,0,7,1,0,8,1,0,9,10,0,10,86,0,11,146,0,12,0,0,13,0,0,14,2,0,15,0,0,16,4,0,17,29,0,18,1,0,19,0,0,20,1,0,21,8,0,22,,,23,,
10078,262500006,26,1,0,0,2,1,0,3,0,0,4,3,0,5,1,0,6,16,0,7,0,0,8,2,0,9,29,0,10,122,2,11,146,1,12,1,0,13,0,0,14,3,0,15,0,0,16,9,0,17,21,1,18,0,0,19,0,0,20,1,0,21,17,0,22,,,23,,
10079,262500007,26,1,0,0,2,2,0,3,2,0,4,3,0,5,1,0,6,17,2,7,0,0,8,5,0,9,19,1,10,140,4,11,138,2,12,1,0,13,1,0,14,3,0,15,0,0,16,4,0,17,39,2,18,0,0,19,0,0,20,0,0,21,24,0,22,,,23,,
10080,262500008,26,1,0,0,2,0,0,3,0,0,4,1,0,5,0,0,6,22,0,7,0,0,8,1,0,9,7,0,10,98,2,11,136,2,12,1,0,13,0,0,14,7,0,15,0,0,16,6,0,17,30,0,18,0,0,19,0,0,20,0,0,21,10,0,22,,,23,,
10081,262500009,26,1,0,0,2,0,0,3,0,0,4,4,0,5,2,0,6,18,0,7,1,0,8,2,0,9,22,0,10,118,2,11,151,4,12,1,0,13,0,0,14,4,0,15,0,0,16,3,0,17,36,0,18,1,0,19,0,0,20,1,0,21,11,0,22,,,23,,
10082,262500010,26,1,0,0,2,1,0,3,0,0,4,4,0,5,0,0,6,12,0,7,0,0,8,2,1,9,2,0,10,150,1,11,135,1,12,0,0,13,0,0,14,4,0,15,0,0,16,5,0,17,26,0,18,0,0,19,0,0,20,0,0,21,15,0,22,,,23,,
10083,262500011,26,1,1,0,2,2,0,3,2,0,4,10,0,5,1,0,6,22,0,7,0,0,8,8,1,9,4,0,10,163,3,11,150,3,12,0,0,13,0,0,14,5,0,15,0,0,16,3,0,17,59,0,18,0,0,19,0,0,20,1,0,21,12,0,22,,,23,,
10084,262500012,26,1,0,0,2,1,0,3,1,0,4,5,0,5,1,0,6,12,0,7,0,0,8,3,0,9,0,0,10,119,2,11,85,2,12,0,0,13,1,0,14,4,0,15,0,0,16,0,0,17,38,0,18,1,0,19,0,0,20,0,0,21,10,0,22,,,23,,
10085,262500013,26,1,0,0,2,2,0,3,0,0,4,2,0,5,0,0,6,12,0,7,0,0,8,0,0,9,2,0,10,112,2,11,83,3,12,3,0,13,0,0,14,8,0,15,0,0,16,9,0,17,34,0,18,0,0,19,1,0,20,0,0,21,27,0,22,,,23,,
10086,262500014,26,1,3,0,2,1,0,3,2,0,4,4,0,5,0,0,6,10,0,7,0,0,8,1,0,9,84,0,10,89,0,11,66,0,12,1,0,13,0,0,14,1,0,15,0,0,16,0,0,17,20,0,18,0,0,19,1,0,20,1,0,21,49,0,22,,,23,,
10087,262500015,26,1,0,0,2,0,0,3,3,0,4,2,0,5,0,0,6,11,0,7,0,0,8,2,0,9,1,0,10,104,1,11,74,0,12,1,0,13,0,0,14,5,1,15,0,0,16,6,0,17,43,0,18,0,0,19,0,0,20,0,0,21,25,0,22,,,23,,
10088,262500016,26,1,0,0,2,0,0,3,1,0,4,2,0,5,0,0,6,13,0,7,0,0,8,2,0,9,4,0,10,145,4,11,93,1,12,0,0,13,1,0,14,1,0,15,0,0,16,2,0,17,27,0,18,0,0,19,0,0,20,0,0,21,27,0,22,,,23,,
10089,262500017,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,9,5,0,10,62,2,11,17,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,8,0,18,0,0,19,0,0,20,0,0,21,9,0,22,,,23,,
10090,262500018,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,2,0,7,0,0,8,1,0,9,3,0,10,66,0,11,62,0,12,1,0,13,0,0,14,2,0,15,0,0,16,0,0,17,11,0,18,0,0,19,0,0,20,0,0,21,5,0,22,,,23,,
10091,262500019,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,9,0,0,10,14,1,11,16,1,12,0,0,13,1,0,14,0,0,15,0,0,16,0,0,17,3,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
10092,262500020,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,9,1,0,10,10,0,11,8,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,2,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
10093,262500021,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,9,0,0,10,13,0,11,21,0,12,0,0,13,1,0,14,2,0,15,0,0,16,0,0,17,3,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
10094,262600001,26,1,0,0,2,1,0,3,0,0,4,2,0,5,0,0,6,7,0,7,1,0,8,3,0,9,11,1,10,106,2,11,172,3,12,1,0,13,0,0,14,1,0,15,0,0,16,13,0,17,30,0,18,0,0,19,0,0,20,0,0,21,10,0,22,,,23,,
10095,262600002,26,1,4,0,2,3,0,3,0,0,4,5,0,5,1,0,6,27,0,7,0,0,8,6,0,9,38,0,10,120,3,11,182,8,12,1,0,13,0,0,14,6,0,15,0,0,16,10,0,17,39,0,18,1,0,19,0,0,20,2,0,21,8,0,22,,,23,,
10096,262600003,26,1,9,0,2,1,0,3,7,0,4,8,0,5,0,0,6,19,0,7,1,0,8,3,0,9,15,1,10,134,4,11,215,3,12,4,0,13,0,0,14,6,1,15,0,0,16,10,0,17,53,0,18,0,0,19,1,0,20,0,0,21,7,0,22,,,23,,
10097,262600004,26,1,0,0,2,0,0,3,0,0,4,15,0,5,0,0,6,10,0,7,0,0,8,11,0,9,12,0,10,140,2,11,254,5,12,3,0,13,0,0,14,11,0,15,0,0,16,13,0,17,35,0,18,0,0,19,0,0,20,3,0,21,12,0,22,,,23,,
10098,262600005,26,1,5,0,2,1,0,3,2,0,4,8,0,5,0,0,6,16,1,7,0,0,8,5,0,9,22,0,10,140,1,11,144,3,12,5,0,13,0,0,14,1,0,15,0,0,16,11,0,17,33,0,18,0,0,19,0,0,20,2,0,21,6,0,22,,,23,,
10099,262600006,26,1,4,0,2,0,0,3,1,0,4,7,0,5,3,0,6,17,0,7,2,0,8,15,0,9,32,0,10,149,0,11,143,0,12,0,0,13,0,0,14,5,0,15,0,0,16,11,0,17,27,0,18,0,0,19,0,0,20,1,0,21,21,0,22,,,23,,
10100,262600007,26,1,3,0,2,2,0,3,0,0,4,8,0,5,2,0,6,12,0,7,0,0,8,4,0,9,14,0,10,144,2,11,175,1,12,7,0,13,0,0,14,7,0,15,0,0,16,21,0,17,61,0,18,0,0,19,0,0,20,1,0,21,26,0,22,,,23,,
10101,262600008,26,1,0,0,2,1,0,3,0,0,4,19,0,5,0,0,6,12,0,7,3,0,8,1,0,9,13,0,10,121,0,11,181,0,12,2,0,13,1,0,14,1,0,15,0,0,16,11,0,17,36,0,18,0,0,19,0,0,20,0,0,21,12,0,22,,,23,,
10102,262600009,26,1,0,0,2,1,0,3,0,0,4,10,0,5,1,0,6,16,0,7,1,0,8,6,0,9,27,0,10,117,0,11,194,0,12,7,0,13,0,0,14,6,0,15,0,0,16,6,0,17,33,0,18,2,0,19,1,0,20,1,0,21,10,0,22,,,23,,
10103,262600010,26,1,0,0,2,0,0,3,0,0,4,13,0,5,0,0,6,10,0,7,0,0,8,1,0,9,28,1,10,144,2,11,208,2,12,0,0,13,0,0,14,8,0,15,0,0,16,20,0,17,32,0,18,0,0,19,0,0,20,0,0,21,11,0,22,,,23,,
10104,262600011,26,1,0,0,2,0,0,3,0,0,4,1,0,5,0,0,6,12,0,7,0,0,8,11,1,9,12,0,10,160,3,11,222,2,12,1,0,13,2,0,14,6,0,15,0,0,16,12,0,17,54,0,18,0,0,19,0,0,20,0,0,21,5,0,22,,,23,,
10105,262600012,26,1,0,0,2,1,0,3,3,0,4,3,0,5,1,0,6,9,0,7,0,0,8,8,0,9,18,0,10,139,1,11,226,4,12,5,0,13,1,0,14,2,1,15,0,0,16,14,0,17,30,0,18,0,0,19,0,0,20,2,0,21,8,0,22,,,23,,
10106,262600013,26,1,1,0,2,2,0,3,1,0,4,5,0,5,0,0,6,22,0,7,0,0,8,3,0,9,40,1,10,137,5,11,229,3,12,1,0,13,0,0,14,2,0,15,0,0,16,6,0,17,35,1,18,0,0,19,0,0,20,0,0,21,21,0,22,,,23,,
10107,262600014,26,1,1,0,2,1,0,3,1,0,4,1,0,5,0,0,6,6,0,7,0,0,8,0,0,9,9,0,10,81,1,11,147,3,12,0,0,13,0,0,14,3,0,15,0,0,16,4,0,17,11,0,18,1,0,19,0,0,20,0,0,21,6,0,22,,,23,,
10108,262600015,26,1,0,0,2,0,0,3,0,0,4,2,0,5,0,0,6,3,0,7,0,0,8,3,0,9,6,0,10,32,4,11,27,3,12,0,0,13,0,0,14,1,0,15,0,0,16,0,0,17,7,0,18,1,0,19,0,0,20,0,0,21,2,0,22,,,23,,
10109,262600016,26,1,0,0,2,0,0,3,0,0,4,3,0,5,1,0,6,4,0,7,0,0,8,1,0,9,11,0,10,40,2,11,120,4,12,2,0,13,0,0,14,1,0,15,0,0,16,5,0,17,10,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
10110,262600017,26,1,0,0,2,0,0,3,3,0,4,1,0,5,0,0,6,3,0,7,0,0,8,2,0,9,11,0,10,32,0,11,34,0,12,0,0,13,0,0,14,2,0,15,0,0,16,0,0,17,2,0,18,0,0,19,0,0,20,1,0,21,6,0,22,,,23,,
10111,262600018,26,1,0,0,2,0,0,3,2,0,4,2,0,5,0,0,6,6,0,7,0,0,8,2,0,9,17,1,10,156,1,11,203,4,12,2,0,13,0,0,14,2,0,15,0,0,16,2,0,17,31,0,18,2,0,19,2,0,20,0,0,21,5,0,22,,,23,,
10112,262600019,26,1,0,0,2,1,0,3,0,0,4,2,0,5,0,0,6,17,0,7,1,0,8,3,0,9,9,0,10,129,3,11,233,4,12,1,1,13,0,0,14,4,0,15,0,0,16,9,0,17,30,0,18,0,0,19,0,0,20,2,0,21,5,0,22,,,23,,
10113,262600020,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,4,0,7,0,0,8,4,0,9,24,0,10,50,4,11,80,3,12,0,0,13,0,0,14,3,0,15,0,0,16,3,1,17,24,0,18,0,0,19,0,0,20,0,0,21,4,0,22,,,23,,
10114,262600021,26,1,0,0,2,0,0,3,1,0,4,0,0,5,0,0,6,1,0,7,0,0,8,0,0,9,68,1,10,35,0,11,41,0,12,0,0,13,0,0,14,3,0,15,0,0,16,1,0,17,18,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
10115,262600022,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,2,0,9,11,0,10,32,0,11,31,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,5,0,18,0,0,19,0,0,20,0,0,21,3,0,22,,,23,,
10116,262600023,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,2,0,7,0,0,8,4,0,9,5,0,10,20,0,11,29,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,8,0,18,0,0,19,0,0,20,0,0,21,5,0,22,,,23,,
10117,263400001,26,1,0,0,2,1,0,3,0,0,4,2,0,5,1,0,6,22,0,7,0,0,8,34,0,9,5,0,10,207,0,11,107,1,12,0,0,13,1,0,14,5,0,15,0,0,16,14,0,17,56,0,18,2,0,19,0,0,20,1,0,21,13,0,22,,,23,,
10118,263400002,26,1,0,0,2,0,0,3,2,0,4,0,0,5,0,0,6,8,0,7,1,0,8,13,0,9,7,0,10,153,0,11,73,0,12,2,0,13,2,0,14,0,0,15,0,0,16,11,0,17,34,0,18,0,0,19,0,0,20,0,0,21,3,0,22,,,23,,
10119,263400003,26,1,0,0,2,0,0,3,1,0,4,2,0,5,1,0,6,21,0,7,0,0,8,24,0,9,4,0,10,123,0,11,123,0,12,1,0,13,0,0,14,4,0,15,0,0,16,18,0,17,33,0,18,0,0,19,0,0,20,1,0,21,8,0,22,,,23,,
10120,263400004,26,1,0,0,2,0,0,3,3,0,4,1,0,5,1,0,6,25,0,7,1,0,8,25,0,9,5,0,10,118,5,11,155,1,12,0,0,13,0,0,14,6,0,15,0,0,16,17,0,17,36,0,18,0,0,19,0,0,20,0,0,21,6,0,22,,,23,,
10121,263400005,26,1,0,0,2,2,0,3,0,0,4,4,0,5,1,0,6,18,0,7,0,0,8,10,0,9,3,0,10,118,2,11,123,1,12,2,0,13,1,0,14,10,0,15,0,0,16,10,0,17,28,0,18,0,0,19,0,0,20,0,0,21,5,0,22,,,23,,
10122,263400006,26,1,2,0,2,1,0,3,0,0,4,1,0,5,1,0,6,5,0,7,1,0,8,4,0,9,2,0,10,143,0,11,67,0,12,1,0,13,1,0,14,0,0,15,0,0,16,0,0,17,24,0,18,0,0,19,1,0,20,0,0,21,6,0,22,,,23,,
10123,263400007,26,1,0,0,2,0,0,3,1,0,4,1,0,5,1,0,6,0,0,7,0,0,8,2,0,9,22,0,10,35,0,11,41,0,12,0,0,13,0,0,14,0,0,15,0,0,16,1,0,17,5,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
10124,263400008,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,1,0,7,0,0,8,1,0,9,0,0,10,16,0,11,6,0,12,0,0,13,0,0,14,1,0,15,0,0,16,0,0,17,2,0,18,0,0,19,1,0,20,0,0,21,0,0,22,,,23,,
10125,263400009,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,2,0,7,0,0,8,2,0,9,0,0,10,54,0,11,18,0,12,1,0,13,0,0,14,1,0,15,0,0,16,4,0,17,4,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
10126,263400010,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,2,0,7,0,0,8,4,0,9,0,0,10,29,0,11,24,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,11,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
10127,263400011,26,1,1,0,2,3,0,3,0,0,4,3,0,5,3,0,6,5,0,7,2,0,8,4,0,9,3,0,10,238,0,11,85,0,12,2,0,13,3,0,14,0,0,15,0,0,16,0,0,17,30,0,18,1,0,19,0,0,20,0,0,21,2,0,22,,,23,,
10128,263400012,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,2,0,7,0,0,8,2,0,9,0,0,10,62,0,11,17,2,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,2,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
10129,263400013,26,1,2,0,2,1,1,3,3,1,4,1,0,5,0,0,6,3,1,7,0,0,8,2,0,9,2,0,10,116,2,11,88,0,12,1,0,13,1,0,14,1,0,15,0,0,16,1,0,17,17,0,18,0,0,19,2,0,20,1,0,21,0,0,22,,,23,,
10130,263400014,26,1,0,0,2,0,0,3,1,0,4,0,0,5,0,0,6,2,0,7,0,0,8,6,0,9,0,0,10,129,8,11,39,3,12,0,0,13,1,0,14,1,0,15,0,0,16,1,0,17,10,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
10131,263400015,26,1,0,0,2,0,0,3,1,0,4,3,0,5,0,0,6,2,0,7,0,0,8,0,0,9,1,0,10,74,0,11,24,1,12,1,0,13,0,0,14,0,0,15,0,0,16,0,0,17,4,0,18,1,0,19,0,0,20,0,1,21,1,0,22,,,23,,
10132,263400016,26,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,1,0,9,0,0,10,9,0,11,5,0,12,0,0,13,1,0,14,0,0,15,0,0,16,0,0,17,3,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
10133,263900001,26,1,10,0,2,4,0,3,1,0,4,4,0,5,0,0,6,17,0,7,0,0,8,3,0,9,29,0,10,95,2,11,92,0,12,0,0,13,11,1,14,2,0,15,0,0,16,3,0,17,29,0,18,0,0,19,0,0,20,0,0,21,3,0,22,,,23,,
10134,263900002,26,1,2,0,2,0,0,3,0,0,4,7,0,5,0,0,6,10,0,7,3,0,8,1,0,9,1,0,10,89,1,11,71,0,12,1,0,13,2,0,14,1,0,15,0,0,16,9,0,17,22,0,18,0,0,19,0,0,20,0,0,21,5,0,22,,,23,,
10135,263900003,26,1,1,0,2,0,0,3,2,0,4,6,0,5,0,0,6,6,0,7,2,0,8,3,0,9,43,0,10,119,0,11,143,0,12,0,0,13,8,0,14,7,0,15,0,0,16,15,0,17,37,0,18,1,0,19,0,0,20,1,0,21,12,0,22,,,23,,
10136,263900004,26,1,18,0,2,1,0,3,3,0,4,1,0,5,0,0,6,15,0,7,2,0,8,4,0,9,24,0,10,120,0,11,118,0,12,1,0,13,6,0,14,2,0,15,0,0,16,6,0,17,16,0,18,0,0,19,0,0,20,1,0,21,6,0,22,,,23,,
10137,263900005,26,1,8,0,2,0,0,3,1,0,4,3,0,5,0,0,6,20,0,7,1,0,8,5,0,9,32,0,10,105,5,11,137,2,12,0,0,13,7,1,14,0,0,15,0,0,16,8,0,17,29,0,18,0,0,19,0,0,20,0,0,21,4,0,22,,,23,,
10138,263900006,26,1,12,0,2,0,0,3,1,0,4,9,0,5,0,0,6,13,0,7,1,0,8,0,0,9,38,1,10,107,0,11,94,0,12,1,0,13,9,1,14,1,0,15,0,0,16,4,0,17,19,0,18,0,0,19,0,0,20,2,0,21,4,0,22,,,23,,
10139,263900007,26,1,2,0,2,1,0,3,0,0,4,6,0,5,0,0,6,16,0,7,2,0,8,3,0,9,18,0,10,116,0,11,170,0,12,2,0,13,1,0,14,4,0,15,0,0,16,10,0,17,30,0,18,0,0,19,0,0,20,2,0,21,11,0,22,,,23,,
10140,263900008,26,1,15,0,2,2,0,3,2,0,4,4,0,5,0,0,6,15,0,7,0,0,8,1,0,9,70,0,10,89,0,11,115,0,12,1,0,13,59,0,14,3,0,15,0,0,16,4,0,17,29,0,18,0,0,19,0,0,20,0,0,21,4,0,22,,,23,,
10141,263900009,26,1,7,0,2,0,0,3,0,0,4,7,0,5,0,0,6,16,0,7,0,0,8,2,0,9,19,0,10,122,0,11,161,0,12,0,0,13,3,0,14,1,0,15,0,0,16,13,0,17,25,0,18,0,0,19,0,0,20,0,0,21,14,0,22,,,23,,
10142,263900010,26,1,2,0,2,1,0,3,0,0,4,7,0,5,0,0,6,11,0,7,1,0,8,3,0,9,3,0,10,111,0,11,128,0,12,2,0,13,0,0,14,2,0,15,0,0,16,6,0,17,29,0,18,0,0,19,0,0,20,0,0,21,16,0,22,,,23,,
10143,263900011,26,1,0,0,2,1,0,3,2,0,4,13,0,5,0,0,6,11,0,7,1,0,8,1,0,9,3,0,10,85,1,11,121,2,12,0,0,13,2,0,14,2,0,15,0,0,16,5,0,17,25,0,18,0,0,19,1,0,20,5,0,21,12,0,22,,,23,,
