,sid,Движение 21 result,Движение 21 result invalid,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ result,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ result invalid,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ - НД result,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ - НД result invalid,ПП НОВОТО ВРЕМЕ result,ПП НОВОТО ВРЕМЕ result invalid,ОБЕДИНЕНА БЪЛГАРИЯ result,ОБЕДИНЕНА БЪЛГАРИЯ result invalid,СОЦИАЛДЕМОКРАТИЧЕСКА ПАРТИЯ result,СОЦИАЛДЕМОКРАТИЧЕСКА ПАРТИЯ result invalid,"РЕФОРМАТОРСКИ БЛОК – БЗНС, ДБГ, ДСБ, НПСД, СДС result","РЕФОРМАТОРСКИ БЛОК – БЗНС, ДБГ, ДСБ, НПСД, СДС result invalid",ПП Нова България result,ПП Нова България result invalid,ПП ГЕРБ result,ПП ГЕРБ result invalid,ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ result,ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ result invalid,АТАКА result,АТАКА result invalid,НДСВ result,НДСВ result invalid,КП БЪЛГАРИЯ БЕЗ ЦЕНЗУРА result,КП БЪЛГАРИЯ БЕЗ ЦЕНЗУРА result invalid,Коалиция АБВ – (Алтернатива за българско възраждане) result,Коалиция АБВ – (Алтернатива за българско възраждане) result invalid,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ result,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ result invalid,НОВА АЛТЕРНАТИВА result,НОВА АЛТЕРНАТИВА result invalid,КП ДЕСНИТЕ result,КП ДЕСНИТЕ result invalid,ДПС – Движение за права и свободи result,ДПС – Движение за права и свободи result invalid,ПП Глас Народен result,ПП Глас Народен result invalid,ПАРТИЯ НА ЗЕЛЕНИТЕ result,ПАРТИЯ НА ЗЕЛЕНИТЕ result invalid,НОВА СИЛА result,НОВА СИЛА result invalid,БСП лява България result,БСП лява България result invalid,ЗЕЛЕНИТЕ result,ЗЕЛЕНИТЕ result invalid,ПАТРИОТИЧЕН ФРОНТ – НФСБ И ВМРО result,ПАТРИОТИЧЕН ФРОНТ – НФСБ И ВМРО result invalid,РЕПУБЛИКА БГ result,РЕПУБЛИКА БГ result invalid,независими result,независими result invalid
5420,151100012,0,0,3,0,0,0,0,0,0,0,1,0,6,0,0,0,37,0,1.0,0.0,3,0,1,0,6,0,2,0,0,0,0,0,0,0,28,0,0,0,2,0,0.0,0.0,86,0,0,0,8,0,1,0,,
5421,151100013,3,0,3,0,0,0,1,0,0,0,1,0,13,0,2,0,98,0,0.0,0.0,6,0,0,0,18,0,9,0,2,0,0,0,0,0,31,0,0,0,0,0,0.0,0.0,45,0,0,0,6,0,1,0,,
5422,151100014,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0.0,0.0,2,0,0,0,2,0,8,0,0,0,0,0,0,0,180,0,0,0,0,0,0.0,0.0,107,0,0,0,3,0,0,0,,
5423,151100015,2,0,1,0,0,0,0,0,0,0,1,0,19,0,0,0,63,0,0.0,0.0,2,0,3,0,17,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,99,0,1,0,9,0,1,0,,
5424,151100016,5,0,2,0,1,0,0,0,0,0,0,0,28,0,2,0,40,0,0.0,0.0,10,0,0,0,8,0,4,0,0,0,0,0,0,0,6,0,0,0,1,0,3.0,0.0,87,0,1,0,15,0,1,0,,
5425,151100017,0,0,2,0,2,0,0,0,0,0,0,0,22,0,0,0,40,2,1.0,0.0,13,0,0,0,11,0,14,1,0,0,0,0,0,0,3,0,1,0,0,0,0.0,0.0,51,1,0,0,14,0,2,0,,
5426,151100018,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,19,0,0.0,0.0,9,1,1,0,13,0,5,0,0,0,0,0,1,0,71,1,0,0,0,0,0.0,0.0,40,2,0,0,2,0,0,0,,
5427,151100019,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,62,6,0.0,0.0,22,5,0,0,17,0,8,2,1,0,0,0,0,0,10,0,0,0,2,0,1.0,0.0,81,3,0,0,15,0,3,1,,
5428,151100020,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,29,2,0.0,0.0,23,0,1,0,12,0,5,0,1,0,0,0,0,0,14,1,0,0,1,0,0.0,0.0,64,2,0,0,6,0,1,0,,
5429,151100021,2,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,20,1,0.0,0.0,11,1,0,0,8,0,2,0,0,0,0,0,1,0,36,0,0,0,0,0,1.0,0.0,74,6,1,0,6,0,0,0,,
5430,151600001,5,0,2,0,4,0,0,0,3,0,1,0,21,0,1,0,91,0,1.0,0.0,20,0,0,0,20,0,20,0,1,0,0,0,2,0,11,0,3,0,0,0,0.0,0.0,68,0,1,0,51,0,0,0,,
5431,151600002,8,0,1,0,0,0,0,0,4,0,0,0,27,0,3,0,161,0,0.0,0.0,31,0,0,0,20,0,16,0,0,0,0,0,1,0,0,0,2,0,0,0,1.0,0.0,74,0,2,0,45,0,1,0,,
5432,151600003,4,0,2,0,0,1,1,0,0,1,0,0,46,0,3,0,112,1,0.0,0.0,29,0,2,0,24,0,14,0,1,0,0,0,0,0,3,0,1,0,0,0,0.0,0.0,74,0,0,0,51,0,6,0,,
5433,151600004,2,0,1,0,0,0,0,0,1,0,0,0,9,0,1,0,89,2,2.0,0.0,20,1,0,0,29,1,15,0,5,0,1,0,1,0,4,0,4,0,1,0,0.0,0.0,70,1,3,0,29,2,4,0,,
5434,151600005,4,0,2,0,1,0,1,0,0,0,0,0,22,0,0,0,98,1,1.0,0.0,29,0,1,0,20,0,13,0,0,0,0,0,1,0,2,0,0,0,0,0,1.0,0.0,53,1,1,0,27,2,2,0,,
5435,151600006,2,0,2,0,2,1,1,0,0,0,0,0,40,0,1,0,155,1,0.0,0.0,32,0,1,0,28,1,12,0,4,1,1,0,0,0,13,0,2,0,1,0,0.0,0.0,65,0,0,0,61,0,2,0,,
5436,151600007,0,1,2,0,0,0,0,0,0,0,0,0,19,0,0,0,99,1,0.0,1.0,12,2,2,1,22,0,14,0,1,0,0,0,0,0,42,0,0,0,1,0,0.0,0.0,87,0,0,0,40,0,2,0,,
5437,151600008,0,1,3,0,0,0,0,0,1,0,0,0,2,0,1,0,32,1,2.0,0.0,2,0,0,3,24,1,3,0,1,1,0,0,1,0,131,8,1,1,0,0,0.0,1.0,64,2,1,0,11,0,0,0,,
5438,151600009,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,12,0,4.0,0.0,8,0,1,0,8,0,6,0,0,0,1,0,2,0,256,0,0,0,1,0,2.0,0.0,45,0,0,0,5,0,0,0,,
5439,151600010,1,0,0,0,0,0,1,0,2,0,1,0,16,0,0,1,61,1,1.0,1.0,19,0,1,0,47,0,18,0,2,0,0,0,0,1,113,1,0,0,1,0,1.0,0.0,56,4,1,0,16,0,0,0,,
5440,151600011,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,77,0,0.0,0.0,19,0,0,0,32,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,1.0,0.0,82,0,2,0,30,0,0,0,,
5441,151600012,0,0,2,0,1,0,0,0,0,0,3,0,19,1,1,1,109,6,2.0,0.0,30,0,3,0,61,4,22,1,0,0,0,0,0,0,1,0,3,0,1,0,3.0,0.0,62,0,2,0,30,0,0,0,,
5442,151600013,0,0,0,0,1,0,1,0,0,0,0,0,15,0,2,0,78,0,1.0,0.0,29,0,0,0,20,0,12,0,0,0,0,0,0,0,3,0,2,0,0,0,0.0,0.0,91,1,0,0,26,0,4,0,,
5443,151600015,1,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,42,1,1.0,0.0,9,0,2,0,15,0,12,0,0,0,0,0,3,0,100,1,1,0,0,0,0.0,0.0,44,1,1,0,12,0,1,0,,
5444,151600016,0,0,2,0,0,0,1,0,2,0,2,0,2,0,0,0,8,0,1.0,0.0,0,0,2,0,19,0,8,0,0,0,0,0,2,0,147,3,0,0,0,0,0.0,0.0,14,1,0,0,6,0,0,0,,
5445,151600017,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,55,1,0.0,0.0,9,0,0,0,18,1,13,0,0,0,0,0,0,0,40,0,0,0,0,0,1.0,0.0,44,0,0,0,22,0,0,0,,
5446,151600018,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0.0,0.0,6,0,0,0,7,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,18,0,1,0,5,0,0,0,,
5447,151600019,0,0,3,0,0,0,0,0,1,0,0,0,47,0,0,0,98,0,2.0,0.0,21,0,1,0,39,0,16,0,0,0,0,0,0,0,2,0,3,0,0,0,0.0,0.0,101,0,0,0,23,0,0,0,,
5448,151600020,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,11,0,0,0,2,0,0,0,,
5449,151600021,2,0,0,0,1,0,0,0,1,0,0,0,21,0,0,0,56,0,0.0,0.0,29,0,0,0,17,0,13,0,0,0,1,0,0,0,15,0,0,0,0,0,0.0,0.0,39,0,0,0,12,0,2,0,,
5450,151600022,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,50,0,0.0,0.0,21,1,0,0,35,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,0,9,1,0,0,,
5451,151600023,0,0,1,0,0,0,0,0,1,0,6,0,3,0,0,0,38,0,0.0,0.0,17,0,0,0,22,0,20,0,0,0,0,0,1,0,56,0,0,0,0,0,0.0,0.0,42,0,0,0,10,0,0,0,,
5452,151600024,2,0,2,0,1,0,0,0,1,0,0,0,20,0,0,0,83,4,3.0,0.0,34,2,2,0,42,0,15,1,2,1,0,0,1,0,0,0,4,0,0,0,1.0,0.0,89,2,1,0,33,0,5,0,,
5453,151600025,3,0,1,0,0,0,0,0,3,1,1,0,29,1,0,0,75,5,0.0,0.0,26,3,0,0,15,3,12,1,1,1,0,0,0,0,6,0,0,0,1,0,2.0,0.0,55,0,1,0,26,0,0,0,,
5454,151600026,2,0,3,0,1,0,0,0,2,0,0,0,33,2,1,0,83,3,0.0,0.0,34,0,2,0,27,0,3,0,1,0,3,0,3,0,0,0,0,0,1,0,0.0,0.0,49,1,2,0,30,0,0,0,,
5455,151600027,3,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,58,0,1.0,0.0,19,0,0,0,20,0,6,0,4,0,0,0,1,0,7,0,2,0,0,0,2.0,0.0,57,0,0,0,21,0,0,0,,
5456,151600028,2,0,1,0,0,0,1,0,0,0,1,0,18,2,3,9,100,6,2.0,0.0,12,0,0,0,17,0,11,0,2,0,1,0,0,0,37,3,2,0,1,0,0.0,0.0,61,0,0,0,32,0,1,0,,
5457,151600029,2,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,41,5,0.0,0.0,18,2,0,0,15,4,8,2,1,1,0,0,0,1,157,33,0,0,0,0,0.0,0.0,33,1,0,0,11,0,0,0,,
5458,151600030,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,44,0,1.0,0.0,11,1,0,0,15,0,5,0,0,0,0,0,0,1,3,0,1,0,0,0,0.0,0.0,36,0,2,0,10,1,0,0,,
5459,151600031,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,81,2,1.0,0.0,22,0,2,0,20,1,10,0,1,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,99,5,0,0,42,0,4,0,,
5460,152100001,1,0,0,0,1,0,0,1,1,0,0,0,1,0,6,0,31,0,0.0,0.0,2,0,1,0,6,0,17,0,3,0,0,0,1,0,463,7,2,0,0,0,0.0,0.0,9,0,0,0,1,0,0,0,,
5461,152100002,2,0,2,0,0,0,0,0,1,0,4,0,8,1,0,0,89,0,0.0,0.0,7,0,2,1,10,0,36,1,0,0,1,0,0,0,80,4,0,0,0,0,0.0,0.0,50,2,2,0,7,1,1,0,,
5462,152100003,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,10,2,1.0,0.0,2,1,0,0,1,0,12,6,0,0,0,0,0,0,306,25,1,0,1,0,0.0,0.0,35,4,0,0,4,0,1,0,,
5463,152100004,5,0,2,0,1,0,0,0,0,0,0,0,19,0,0,0,128,0,1.0,0.0,12,1,9,1,11,0,37,0,3,0,0,0,0,0,80,0,1,0,1,0,0.0,0.0,108,0,1,0,27,0,1,0,,
5464,152100005,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,30,0,1.0,0.0,14,0,57,0,14,0,43,0,1,0,0,0,0,0,25,0,0,0,0,0,0.0,0.0,78,0,1,0,15,0,0,0,,
5465,152100006,4,0,0,0,0,0,2,0,4,0,0,0,11,0,1,0,66,1,0.0,0.0,20,2,15,0,29,0,71,1,1,0,1,0,0,0,25,0,1,0,1,0,1.0,0.0,83,1,10,0,35,1,0,0,,
5466,152100007,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,0.0,0.0,17,0,4,0,5,0,23,2,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0.0,30,0,2,0,7,0,0,0,,
5467,152100008,1,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,26,0,0.0,0.0,12,0,1,0,8,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,49,0,1,0,14,0,1,0,,
5468,152100009,1,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,61,0,1.0,0.0,13,0,4,0,10,0,28,1,0,0,0,0,2,0,4,0,1,0,0,0,0.0,0.0,32,0,0,0,18,0,0,1,,
5469,152100010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0.0,0.0,4,0,0,0,1,0,10,0,1,0,0,0,0,0,4,0,0,0,0,0,1.0,0.0,15,1,0,0,5,0,0,0,,
5470,152100011,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,162,4,0.0,0.0,25,0,0,0,13,0,60,1,2,0,0,0,1,0,29,0,1,1,0,0,0.0,0.0,51,1,0,0,28,0,0,0,,
5471,152100012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,15,1,0,0,2,0,0,0,,
5472,152100013,1,0,1,0,0,0,0,0,1,0,1,0,3,0,1,0,46,1,1.0,0.0,9,0,1,0,14,1,32,1,0,0,0,0,0,0,16,1,0,0,0,0,0.0,0.0,65,1,3,0,31,0,1,0,,
5473,152100014,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,22,0,1.0,0.0,12,0,0,0,12,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,1.0,0.0,43,0,0,0,7,0,1,0,,
5474,152100015,0,0,4,0,0,0,0,0,3,0,1,1,16,0,1,0,111,2,3.0,0.0,25,1,0,1,30,0,49,0,0,0,2,0,0,1,72,1,1,0,1,0,0.0,0.0,148,5,0,0,95,2,1,0,,
5475,152100016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,98,2,0.0,0.0,5,0,0,0,6,0,12,0,1,0,0,0,0,0,11,0,0,0,0,0,0.0,0.0,23,0,0,0,12,0,0,0,,
5476,152100017,0,0,1,0,1,0,0,0,1,0,1,0,5,0,1,0,40,1,0.0,0.0,7,0,1,0,7,0,6,0,1,0,0,0,2,0,88,4,0,0,0,0,1.0,0.0,48,4,0,0,33,0,0,0,,
5477,152300001,1,0,0,0,1,1,0,0,0,2,0,0,5,0,1,0,30,0,0.0,0.0,25,11,0,0,20,0,29,3,0,0,0,0,4,1,7,0,0,0,2,0,0.0,0.0,49,5,0,0,13,2,1,1,,
5478,152300002,3,0,3,0,0,0,0,0,1,0,0,0,15,0,3,0,62,1,1.0,0.0,38,2,1,0,19,0,36,0,1,0,0,0,1,0,13,0,0,0,1,0,0.0,0.0,81,3,0,0,18,0,0,0,,
5479,152300003,1,0,2,0,0,0,0,0,1,0,0,0,18,0,0,0,62,0,0.0,0.0,29,0,0,0,22,0,28,1,3,0,1,0,0,0,41,0,0,0,1,0,2.0,0.0,84,0,1,0,15,0,2,0,,
5480,152300004,0,0,4,0,1,0,0,0,0,0,1,0,11,0,1,0,34,0,0.0,0.0,24,0,0,0,21,0,14,0,1,0,0,0,0,1,70,2,0,0,0,0,0.0,0.0,73,0,2,0,16,0,0,0,,
5481,152300005,2,0,2,0,1,0,0,0,0,0,0,0,10,0,0,0,53,0,0.0,0.0,10,1,3,0,12,0,23,0,1,0,0,0,0,0,12,1,2,0,0,1,0.0,0.0,51,1,0,0,17,0,0,0,,
5482,152300006,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,32,0,0.0,0.0,14,1,1,0,12,0,23,0,0,0,1,0,1,0,33,0,0,0,0,0,0.0,0.0,30,1,0,0,22,0,0,0,,
5483,152300007,0,0,1,0,1,0,0,0,1,0,0,0,15,0,1,0,16,0,1.0,0.0,9,0,1,0,17,0,20,0,0,0,1,0,0,0,62,2,0,0,0,0,0.0,0.0,37,4,0,0,12,2,0,0,,
5484,152300008,2,0,0,0,1,0,0,0,1,0,0,0,32,0,1,0,55,2,1.0,0.0,41,0,0,0,31,1,6,1,0,0,0,0,0,0,60,0,0,0,1,0,0.0,0.0,82,7,0,0,12,0,0,0,,
5485,152300009,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,48,0,0.0,0.0,27,1,0,0,24,0,12,1,0,0,0,0,0,0,3,0,1,0,0,0,0.0,0.0,59,1,0,0,18,0,0,0,,
5486,152300010,2,0,0,0,6,0,0,0,1,0,0,0,5,0,2,0,38,1,0.0,0.0,20,0,0,0,29,0,7,0,1,0,1,0,2,0,65,1,0,0,0,0,0.0,0.0,57,1,0,0,5,0,0,0,,
5487,152400001,14,0,2,0,0,0,1,0,0,0,1,0,33,0,0,0,102,0,0.0,0.0,32,0,1,0,31,0,32,0,3,0,7,0,0,0,4,0,4,0,0,0,0.0,0.0,99,0,2,0,53,0,2,0,,
5488,152400002,10,0,0,0,0,0,0,0,1,0,1,0,40,0,2,0,103,0,3.0,0.0,34,0,1,0,21,0,37,0,3,0,0,0,0,0,12,0,5,0,1,0,0.0,0.0,51,0,2,0,38,0,2,0,,
5489,152400003,5,0,1,0,1,0,0,0,2,0,1,0,53,0,1,0,147,0,0.0,0.0,37,0,0,0,32,0,32,0,1,0,0,0,0,0,1,0,12,0,2,0,1.0,0.0,65,0,2,0,57,0,3,0,,
5490,152400004,8,0,0,0,0,0,0,0,1,0,0,0,45,0,1,0,101,0,0.0,0.0,15,0,0,0,25,0,26,0,3,0,0,0,2,0,4,0,3,0,4,0,0.0,0.0,52,0,0,0,27,0,0,0,,
5491,152400005,4,0,0,0,2,0,0,0,2,0,2,0,31,0,1,0,129,0,0.0,0.0,25,0,1,0,29,0,25,0,1,0,1,0,2,0,4,0,3,0,0,0,1.0,0.0,38,0,1,0,33,0,2,0,,
5492,152400006,5,0,1,0,0,0,0,0,2,0,1,0,34,0,3,0,96,0,1.0,0.0,17,0,0,0,30,0,20,0,1,0,1,0,1,0,144,0,7,0,0,0,0.0,0.0,35,0,1,0,37,0,1,0,,
5493,152400007,6,0,1,0,0,0,1,0,2,0,1,0,51,0,3,0,183,1,0.0,0.0,34,0,1,1,53,2,43,0,1,1,2,0,0,0,0,0,6,0,0,0,0.0,0.0,46,0,0,1,57,0,4,0,,
5494,152400008,8,0,0,0,1,0,0,0,4,0,0,0,68,0,1,0,171,0,6.0,0.0,28,0,0,0,53,0,30,0,1,0,0,0,0,0,0,0,8,0,0,0,1.0,0.0,60,0,3,0,40,0,3,0,,
5495,152400009,7,0,0,0,0,0,0,0,2,0,3,0,47,1,1,0,135,2,1.0,0.0,26,0,0,0,43,1,37,0,0,0,1,0,1,0,1,0,4,0,1,0,3.0,0.0,60,3,4,0,31,1,0,1,,
5496,152400010,6,0,0,0,0,0,0,0,3,0,2,0,58,0,4,0,160,0,3.0,0.0,16,1,0,0,42,0,33,0,1,0,0,0,0,0,4,0,11,0,0,0,0.0,0.0,69,1,5,0,44,0,0,0,,
5497,152400011,9,0,3,0,0,0,0,0,3,0,1,0,35,0,4,0,153,0,5.0,0.0,26,0,1,0,46,0,37,0,2,0,4,0,0,0,5,0,7,0,0,0,1.0,0.0,63,0,0,0,38,0,1,0,,
5498,152400012,6,0,3,0,0,2,2,0,0,0,0,0,31,0,3,0,104,0,0.0,0.0,35,0,2,0,28,4,17,0,1,0,1,0,0,0,1,0,7,0,2,0,0.0,0.0,56,0,3,0,45,0,1,0,,
5499,152400013,7,0,4,0,0,0,2,0,1,0,0,0,31,1,1,0,118,0,0.0,0.0,29,1,2,0,34,0,24,0,0,0,1,0,0,0,1,0,3,0,1,0,0.0,0.0,64,0,6,1,39,0,2,0,,
5500,152400014,6,0,2,0,0,0,0,0,5,0,0,0,20,0,1,0,136,0,0.0,0.0,19,0,0,0,46,0,28,0,0,0,5,0,0,0,1,0,4,0,0,0,0.0,0.0,47,0,1,0,41,0,1,0,,
5501,152400015,5,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,143,0,2.0,0.0,27,0,1,0,34,0,41,0,1,0,1,0,0,0,2,0,2,0,0,0,0.0,0.0,54,0,3,0,31,0,2,0,,
5502,152400016,1,0,0,0,1,0,1,0,1,0,0,0,28,1,4,0,118,2,5.0,0.0,25,0,3,1,35,1,17,0,1,0,3,0,1,0,4,0,10,0,0,0,3.0,0.0,39,1,1,0,60,0,4,0,,
5503,152400017,6,0,0,0,1,0,0,0,3,0,0,0,20,0,1,0,94,0,1.0,0.0,16,2,1,0,45,0,8,1,0,0,10,0,0,0,2,0,4,0,1,0,1.0,0.0,35,0,4,0,26,0,6,1,,
5504,152400018,5,0,1,1,0,0,1,1,1,0,0,0,31,0,3,0,118,1,2.0,0.0,21,0,0,0,16,3,15,0,0,0,2,0,0,0,0,0,8,0,0,0,2.0,0.0,37,0,0,0,39,0,8,0,,
5505,152400019,3,0,1,0,0,0,0,0,1,0,1,0,14,0,3,0,143,0,0.0,0.0,24,0,3,0,62,0,21,0,0,0,3,0,0,0,1,0,4,0,2,0,0.0,0.0,45,0,0,0,42,0,0,0,,
5506,152400020,4,0,1,0,0,0,0,0,2,0,0,0,26,3,8,0,135,4,5.0,0.0,23,0,3,0,39,0,27,0,0,0,3,0,0,1,4,0,7,1,0,0,0.0,0.0,63,0,1,0,43,0,2,0,,
5507,152400021,1,0,0,1,2,0,1,0,3,0,0,0,30,1,1,0,129,0,3.0,0.0,19,1,1,0,34,0,20,1,0,0,1,0,0,0,6,0,2,0,0,0,1.0,0.0,52,0,1,0,45,0,0,0,,
5508,152400022,6,0,1,0,1,0,0,0,1,0,0,0,36,0,2,0,167,0,0.0,0.0,22,0,0,0,41,0,22,0,0,0,0,0,3,0,0,0,8,0,1,0,1.0,0.0,48,0,2,0,67,0,2,0,,
5509,152400023,1,0,0,0,1,0,2,0,6,0,0,0,21,0,3,0,131,0,0.0,0.0,26,0,4,0,36,0,27,0,0,0,4,0,1,0,14,0,4,0,0,0,1.0,0.0,44,0,3,0,55,0,5,0,,
5510,152400024,13,0,0,0,1,0,1,0,1,0,0,0,27,0,1,0,143,0,1.0,0.0,19,0,1,0,39,0,26,0,1,0,8,0,0,0,5,0,1,0,1,0,1.0,0.0,78,0,4,0,47,0,1,0,,
5511,152400025,6,0,0,0,0,0,0,0,6,0,0,0,29,0,1,0,110,0,1.0,0.0,27,0,1,0,55,0,26,0,1,0,3,0,0,0,1,0,6,0,0,0,1.0,0.0,36,0,5,0,50,0,7,0,,
5512,152400026,3,0,0,0,0,0,4,0,0,0,3,0,26,0,2,0,107,0,0.0,0.0,30,0,3,0,51,0,19,0,0,0,3,0,0,0,11,0,4,0,0,0,0.0,0.0,48,0,2,0,36,0,1,0,,
5513,152400027,2,0,0,0,2,0,0,0,0,0,0,0,16,1,1,0,97,2,1.0,0.0,26,0,2,0,40,0,16,0,0,0,4,0,1,0,15,0,1,0,0,0,0.0,0.0,26,0,1,0,34,0,1,0,,
5514,152400028,8,0,2,0,0,0,0,0,1,0,0,0,16,0,5,0,171,0,1.0,0.0,33,0,1,0,41,0,37,0,1,0,1,0,1,0,2,0,7,0,0,0,0.0,0.0,44,0,4,0,86,1,2,0,,
5515,152400029,5,0,0,0,0,0,0,0,2,1,2,0,51,0,0,0,131,2,0.0,0.0,18,1,2,0,41,0,27,0,1,0,2,0,0,0,6,0,8,0,1,0,0.0,0.0,54,0,0,0,58,1,1,0,,
5516,152400030,5,0,3,0,0,0,0,0,3,0,0,0,30,0,2,0,76,2,2.0,1.0,20,0,1,0,79,0,15,0,0,0,0,0,1,0,21,2,3,0,0,0,0.0,0.0,37,0,2,0,47,1,1,0,,
5517,152400031,6,0,2,0,2,0,1,0,1,0,1,0,35,0,0,0,104,0,1.0,0.0,25,0,1,0,32,0,20,0,2,0,8,0,1,0,0,0,4,0,0,0,0.0,0.0,50,0,4,0,60,0,3,0,,
5518,152400032,5,1,1,0,1,0,1,0,2,0,1,1,8,0,2,0,132,3,0.0,0.0,20,2,0,0,53,1,25,0,0,0,5,0,1,0,7,0,4,0,1,0,1.0,0.0,42,1,0,0,46,0,1,0,,
5519,152400033,8,0,0,0,0,0,0,0,1,0,0,0,32,0,2,0,89,0,1.0,0.0,17,0,3,0,23,0,37,0,0,0,2,0,0,0,5,0,4,0,0,0,1.0,0.0,43,0,2,0,35,0,4,0,,
5520,152400034,4,0,0,0,1,0,1,0,2,0,0,0,27,0,1,0,130,1,1.0,0.0,27,0,1,0,52,1,28,0,3,0,2,0,0,0,13,1,8,1,1,0,0.0,0.0,53,0,2,0,51,1,1,0,,
5521,152400035,9,0,0,0,0,0,0,0,1,0,0,0,25,0,2,0,137,1,0.0,0.0,28,0,0,0,39,0,19,1,0,1,1,0,0,0,6,1,9,0,0,0,0.0,0.0,41,0,3,0,51,0,4,0,,
5522,152400036,13,0,0,0,0,0,1,0,5,0,1,0,45,0,2,0,184,4,0.0,0.0,31,0,3,0,48,2,30,0,0,0,1,0,0,0,1,0,4,0,5,0,0.0,0.0,56,2,5,0,41,1,11,0,,
5523,152400037,6,0,2,0,0,0,0,0,1,0,1,0,39,0,1,0,138,0,1.0,0.0,24,1,3,0,56,1,22,0,0,0,2,0,0,0,4,0,3,0,0,0,2.0,0.0,62,0,2,0,33,0,5,0,,
5524,152400038,3,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,122,0,0.0,0.0,26,0,2,0,29,0,16,0,0,0,1,0,0,0,3,0,11,0,0,0,1.0,0.0,49,0,5,0,30,0,0,0,,
5525,152400039,5,0,0,0,1,0,0,0,0,0,1,0,37,0,0,0,134,1,0.0,0.0,34,0,3,0,36,0,21,1,0,0,2,0,0,0,0,0,7,0,1,0,0.0,0.0,52,0,1,0,45,1,1,0,,
5526,152400040,6,0,1,0,0,0,0,0,1,0,1,0,39,0,1,0,125,1,1.0,0.0,28,0,3,0,39,1,20,0,0,0,0,0,2,0,7,0,2,0,1,0,1.0,0.0,68,1,2,0,61,0,2,1,,
5527,152400041,4,0,0,0,1,0,0,0,1,0,1,0,20,0,1,0,118,0,1.0,0.0,30,0,1,0,41,0,19,0,3,0,1,0,0,0,1,0,7,0,0,0,0.0,0.0,43,0,2,0,31,0,1,0,,
5528,152400042,7,0,1,0,0,0,0,0,1,0,1,0,26,0,0,0,105,0,0.0,0.0,30,1,1,1,25,0,27,0,0,0,1,0,4,0,4,1,5,0,2,0,0.0,0.0,68,0,2,0,50,0,0,0,,
